l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.151651    1
2    0.151651    2    0.375555    1
3    0.527206    3    0.088186    0.10208
4    0.615392    2    0.181182    0.227452
5    0.796574    1    0.10791    0.083384
6    0.904484    0    0.052613    0.032146
7    0.957097    1    0.124895    0.115431
8    1.081992    0    0.092067    0.047386
9    1.174059    1    0.132257    0.090474
10    1.306316    0    0.042896    0.019132
11    1.349212    1    0.280714    0.1394
12    1.629926    2    0.242504    0.084767
13    1.87243    1    0.052639    0.022265
14    1.925069    0    0.077065    0.022383
15    2.002134    1    0.07827    0.027516
16    2.080404    0    0.085473    0.022719
17    2.165877    1    0.262709    0.077401
18    2.428586    0    0.131937    0.030986
19    2.560523    1    0.099754    0.024627
20    2.660277    0    0.067092    0.014427
21    2.727369    1    0.223009    0.048466
22    2.950378    0    0.05146    0.010361
23    3.001838    1    0.124864    0.023949
24    3.126702    2    0.222011    0.040457
25    3.348713    1    0.193445    0.048083
26    3.542158    2    0.8996    0.120158
27    4.441758    1    0.081293    0.01557
28    4.523051    0    0.226773    0.023041
29    4.749824    1    0.066463    0.009945
30    4.816287    2    0.216689    0.020106
31    5.032976    1    0.090978    0.015374
32    5.123954    0    0.178945    0.015412
33    5.302899    1    0.311813    0.040948
34    5.614712    0    0.056687    0.004721
35    5.671399    1    0.076535    0.009313
36    5.747934    0    0.279954    0.022047
37    6.027888    1    0.056059    0.006491
38    6.083947    0    0.075383    0.005602
39    6.15933    1    0.131837    0.014705
40    6.291167    0    0.22785    0.016203
41    6.519017    1    0.233698    0.024154
42    6.752715    0    0.072343    0.004945
43    6.825058    1    0.104108    0.010175
44    6.929166    0    0.098109    0.006557
45    7.027275    1    0.145425    0.013619
46    7.1727    0    0.217755    0.013966
47    7.390455    1    0.203688    0.017921
48    7.594143    0    0.048349    0.003002
49    7.642492    1    0.257654    0.02128
50    7.900146    0    0.262214    0.015701
51    8.16236    1    0.115685    0.008986
52    8.278045    0    0.290057    0.016263
53    8.568102    1    0.196458    0.014489
54    8.76456    0    0.135077    0.007226
55    8.899637    1    0.051618    0.003676
56    8.951255    0    0.119976    0.006242
57    9.071231    1    0.297582    0.020286
58    9.368813    0    0.117226    0.005965
59    9.486039    1    0.055305    0.003611
60    9.541344    2    0.44298    0.021286
61    9.984324    3    0.270925    0.024392
62    10.255249    2    0.154203    0.014552
63    10.409452    3    0.48708    0.040247
64    10.896532    2    0.174573    0.015283
65    11.071105    1    0.045012    0.003492
66    11.116117    0    0.245242    0.011087
67    11.361359    1    0.274441    0.01605
68    11.6358    2    0.544712    0.022998
69    12.180512    1    0.102872    0.007296
70    12.283384    0    0.102194    0.004088
71    12.385578    1    0.191218    0.010411
72    12.576796    0    0.107465    0.004229
73    12.684261    1    0.112462    0.00595
74    12.796723    0    0.078133    0.00303
75    12.874856    1    0.046976    0.002447
76    12.921832    0    0.120266    0.004594
77    13.042098    1    0.120538    0.00617
78    13.162636    0    0.175371    0.006551
79    13.338007    1    0.161735    0.00805
80    13.499742    0    0.047166    0.001733
81    13.546908    1    0.216336    0.010453
82    13.763244    2    0.70823    0.024663
83    14.471474    3    0.191248    0.011536
84    14.662722    4    0.195642    0.012709
85    14.858364    3    0.092351    0.006177
86    14.950715    4    0.170965    0.010772
87    15.12168    5    0.168763    0.01097
88    15.290443    4    0.224564    0.014474
89    15.515007    3    0.225458    0.014082
90    15.740465    2    0.245535    0.014504
91    15.986    3    0.134993    0.007398
92    16.120993    2    0.119124    0.006824
93    16.240117    3    0.129885    0.006958
94    16.370002    4    0.137465    0.007696
95    16.507467    3    0.284421    0.016439
96    16.791888    2    0.16044    0.008688
97    16.952328    3    0.118753    0.006083
98    17.071081    2    0.05285    0.002808
99    17.123931    1    0.122043    0.006148
100    17.245974    0    0.246812    0.007944
101    17.492786    1    0.083038    0.003441
102    17.575824    0    0.234204    0.007328
103    17.810028    1    0.051582    0.002103
104    17.86161    2    0.373145    0.011279
105    18.234755    1    0.191259    0.009031
106    18.426014    0    0.057282    0.001688
107    18.483296    1    0.087342    0.00346
108    18.570638    2    0.228513    0.006627
109    18.799151    1    0.060159    0.002755
110    18.85931    2    0.48462    0.013528
111    19.34393    1    0.048266    0.002152
112    19.392196    2    0.520805    0.0138
113    19.913001    1    0.264498    0.011352
114    20.177499    0    0.230979    0.005888
115    20.408478    1    0.208893    0.007661
116    20.617371    0    0.111253    0.002787
117    20.728624    1    0.136952    0.004922
118    20.865576    0    0.217745    0.005367
119    21.083321    1    0.165348    0.005817
120    21.248669    0    0.210012    0.00507
121    21.458681    1    0.069945    0.002418
122    21.528626    0    0.16998    0.004031
123    21.698606    1    0.072484    0.002477
124    21.77109    2    0.82148    0.018623
125    22.59257    1    0.152692    0.005841
126    22.745262    0    0.220841    0.004778
127    22.966103    1    0.151013    0.004932
128    23.117116    0    0.294258    0.006228
129    23.411374    1    0.113156    0.003622
130    23.52453    0    0.281844    0.005821
131    23.806374    1    0.187724    0.005887
132    23.994098    0    0.161614    0.003278
133    24.155712    1    0.185573    0.005704
134    24.341285    0    0.203947    0.004076
135    24.545232    1    0.149887    0.00452
136    24.695119    0    0.295875    0.005796
137    24.990994    1    0.217456    0.006412
138    25.20845    0    0.097953    0.00189
139    25.306403    1    0.259417    0.007487
140    25.56582    2    0.189217    0.003611
141    25.755037    3    0.400105    0.013465
142    26.155142    4    0.064979    0.002327
143    26.220121    3    0.186718    0.006863
144    26.406839    2    0.1251    0.00442
145    26.531939    1    0.15136    0.004927
146    26.683299    0    0.115744    0.002185
147    26.799043    1    0.083644    0.002311
148    26.882687    0    0.099402    0.001861
149    26.982089    1    0.098338    0.002692
150    27.080427    0    0.073671    0.00137
151    27.154098    1    0.230219    0.006216
152    27.384317    0    0.110814    0.002047
153    27.495131    1    0.139639    0.00371
154    27.63477    0    0.148398    0.002715
155    27.783168    1    0.134154    0.003518
156    27.917322    2    0.290108    0.005225
157    28.20743    1    0.054454    0.001678
158    28.261884    0    0.057194    0.001017
159    28.319078    1    0.059184    0.001527
160    28.378262    0    0.043887    0.000778
161    28.422149    1    0.24118    0.006152
162    28.663329    0    0.138486    0.002439
163    28.801815    1    0.076237    0.001918
164    28.878052    0    0.173301    0.003019
165    29.051353    1    0.066075    0.001648
166    29.117428    2    0.159465    0.002746
167    29.276893    1    0.273844    0.008099
168    29.550737    0    0.112428    0.001918
169    29.663165    1    0.236632    0.005774
170    29.899797    0    0.063194    0.001071
171    29.962991    1    0.205159    0.004926
172    30.16815    0    0.227523    0.00382
173    30.395673    1    0.247972    0.005839
174    30.643645    0    0.104578    0.001736
175    30.748223    1    0.076041    0.001768
176    30.824264    0    0.137846    0.00227
177    30.96211    1    0.096319    0.002221
178    31.058429    0    0.050803    0.000831
179    31.109232    1    0.099681    0.002282
180    31.208913    0    0.099191    0.001615
181    31.308104    1    0.153422    0.003477
182    31.461526    0    0.08531    0.001381
183    31.546836    1    0.261954    0.005849
184    31.80879    0    0.126444    0.002033
185    31.935234    1    0.157508    0.003464
186    32.092742    0    0.086298    0.001378
187    32.17904    1    0.06225    0.001357
188    32.24129    0    0.236805    0.003743
189    32.478095    1    0.172414    0.003717
190    32.650509    0    0.042108    0.00066
191    32.692617    1    0.202222    0.004307
192    32.894839    0    0.134356    0.002093
193    33.029195    1    0.257127    0.005387
194    33.286322    0    0.117501    0.001816
195    33.403823    1    0.301041    0.00619
196    33.704864    0    0.232256    0.00355
197    33.93712    1    0.180567    0.003646
198    34.117687    2    0.217752    0.003284
199    34.335439    1    0.087457    0.002248
200    34.422896    0    0.08302    0.001241
201    34.505916    1    0.181152    0.003598
202    34.687068    0    0.072091    0.001072
203    34.759159    1    0.081594    0.001606
204    34.840753    0    0.256109    0.003773
205    35.096862    1    0.08565    0.001672
206    35.182512    0    0.042461    0.00062
207    35.224973    1    0.129796    0.002517
208    35.354769    0    0.285014    0.004123
209    35.639783    1    0.075166    0.001442
210    35.714949    0    0.05152    0.000738
211    35.766469    1    0.070098    0.001339
212    35.836567    0    0.270024    0.003834
213    36.106591    1    0.080261    0.00152
214    36.186852    0    0.209342    0.002933
215    36.396194    1    0.062973    0.001185
216    36.459167    2    0.652134    0.008924
217    37.111301    3    0.105472    0.002525
218    37.216773    4    0.214091    0.005446
219    37.430864    5    0.133591    0.003465
220    37.564455    6    0.200541    0.005279
221    37.764996    7    0.139402    0.003678
222    37.904398    8    0.06557    0.001727
223    37.969968    7    0.093319    0.002452
224    38.063287    6    0.323068    0.008401
225    38.386355    5    0.289569    0.007459
226    38.675924    4    0.081264    0.002074
227    38.757188    3    0.181407    0.004528
228    38.938595    2    0.272891    0.006603
229    39.211486    3    0.322161    0.007284
230    39.533647    2    0.194413    0.004613
231    39.72806    1    0.161698    0.003596
232    39.889758    0    0.090677    0.001211
233    39.980435    1    0.201871    0.003579
234    40.182306    0    0.07193    0.000956
235    40.254236    1    0.102493    0.001801
236    40.356729    0    0.188532    0.002488
237    40.545261    1    0.171457    0.002985
238    40.716718    0    0.145077    0.001898
239    40.861795    1    0.28919    0.004968
240    41.150985    0    0.066837    0.000869
241    41.217822    1    0.122622    0.002083
242    41.340444    0    0.280669    0.003619
243    41.621113    1    0.057693    0.000972
