l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.033764    1
2    0.033764    10    0.102455    1
3    0.136219    9    0.070084    0.339714
4    0.206303    8    0.709464    0.389976
5    0.915767    7    0.11441    0.106964
6    1.030177    6    0.190894    0.156333
7    1.221071    7    0.104724    0.07899
8    1.325795    6    0.18273    0.10369
9    1.508525    7    0.057484    0.03416
10    1.566009    8    0.12373    0.055754
11    1.689739    7    0.100371    0.051153
12    1.79011    8    0.079509    0.030712
13    1.869619    9    0.029652    0.013537
14    1.899271    10    0.069982    0.020345
15    1.969253    9    0.053084    0.025315
16    2.022337    10    0.078573    0.02109
17    2.10091    9    0.127326    0.053792
18    2.228236    8    0.646808    0.127999
19    2.875044    9    0.043685    0.013519
20    2.918729    10    0.030345    0.004623
21    2.949074    9    0.125132    0.037246
22    3.074206    8    0.393824    0.053066
23    3.46803    9    0.034401    0.00891
24    3.502431    10    0.117961    0.013684
25    3.620392    9    0.030694    0.007534
26    3.651086    10    0.101742    0.01115
27    3.752828    9    0.084033    0.019531
28    3.836861    10    0.06998    0.007402
29    3.906841    9    0.078936    0.017319
30    3.985777    10    0.118822    0.01209
31    4.104599    9    0.117069    0.023885
32    4.221668    8    0.641782    0.055693
33    4.86345    9    0.051352    0.009683
34    4.914802    10    0.127875    0.009458
35    5.042677    9    0.049759    0.008441
36    5.092436    10    0.062755    0.0045
37    5.155191    9    0.134674    0.021824
38    5.289865    10    0.049358    0.003526
39    5.339223    9    0.044632    0.006938
40    5.383855    10    0.035523    0.002511
41    5.419378    9    0.102558    0.015435
42    5.521936    10    0.040579    0.00286
43    5.562515    9    0.093198    0.013463
44    5.655713    10    0.033327    0.002339
45    5.68904    9    0.029489    0.00415
46    5.718529    10    0.086477    0.005958
47    5.805006    9    0.046351    0.006365
48    5.851357    10    0.083987    0.005644
49    5.935344    9    0.091713    0.012173
50    6.027057    10    0.099188    0.006516
51    6.126245    9    0.033005    0.00424
52    6.15925    10    0.060011    0.003851
53    6.219261    9    0.056034    0.007046
54    6.275295    10    0.042544    0.002699
55    6.317839    9    0.109628    0.013364
56    6.427467    10    0.044389    0.0028
57    6.471856    9    0.083067    0.009779
58    6.554923    10    0.142517    0.008788
59    6.69744    9    0.034256    0.003904
60    6.731696    8    0.312162    0.018048
61    7.043858    9    0.07184    0.009512
62    7.115698    10    0.087168    0.004785
63    7.202866    9    0.073754    0.007892
64    7.27662    8    0.312784    0.016351
65    7.589404    9    0.069565    0.008509
66    7.658969    10    0.100934    0.005021
67    7.759903    9    0.131761    0.013107
68    7.891664    10    0.057761    0.002843
69    7.949425    9    0.040393    0.003911
70    7.989818    10    0.094943    0.004599
71    8.084761    9    0.147364    0.013825
72    8.232125    10    0.036224    0.001744
73    8.268349    9    0.034057    0.003116
74    8.302406    10    0.130299    0.00616
75    8.432705    9    0.080701    0.007206
76    8.513406    8    0.338069    0.015212
77    8.851475    9    0.130587    0.013637
78    8.982062    10    0.111763    0.004819
79    9.093825    9    0.118695    0.009904
80    9.21252    10    0.069225    0.002947
81    9.281745    9    0.060711    0.004943
82    9.342456    10    0.057655    0.00243
83    9.400111    9    0.042851    0.003436
84    9.442962    10    0.109266    0.004535
85    9.552228    9    0.102893    0.008063
86    9.655121    10    0.092137    0.003766
87    9.747258    9    0.030642    0.002353
88    9.7779    8    0.288894    0.011379
89    10.066794    9    0.102995    0.009444
90    10.169789    10    0.118261    0.004499
91    10.28805    9    0.073119    0.00537
92    10.361169    10    0.13471    0.005021
93    10.495879    9    0.087102    0.006246
94    10.582981    10    0.035188    0.001296
95    10.618169    9    0.048459    0.003422
96    10.666628    10    0.082012    0.002996
97    10.74864    9    0.145323    0.01003
98    10.893963    10    0.027772    0.001012
99    10.921735    9    0.050324    0.003406
100    10.972059    10    0.091492    0.003305
101    11.063551    9    0.05548    0.003699
102    11.119031    8    0.707047    0.023874
103    11.826078    9    0.072285    0.005673
104    11.898363    8    0.506294    0.015478
105    12.404657    9    0.084126    0.006272
106    12.488783    10    0.081643    0.002391
107    12.570426    9    0.034902    0.002126
108    12.605328    10    0.068478    0.001986
109    12.673806    9    0.103338    0.006203
110    12.777144    10    0.039683    0.001148
111    12.816827    9    0.044168    0.002615
112    12.860995    10    0.032369    0.000933
113    12.893364    9    0.097404    0.005694
114    12.990768    10    0.040553    0.001168
115    13.031321    9    0.064292    0.003705
116    13.095613    10    0.057973    0.001663
117    13.153586    9    0.087878    0.00499
118    13.241464    10    0.078771    0.002245
119    13.320235    9    0.04271    0.002392
120    13.362945    8    0.504331    0.013801
121    13.867276    9    0.083453    0.005577
122    13.950729    10    0.127523    0.003347
123    14.078252    9    0.135463    0.007234
124    14.213715    10    0.094389    0.002455
125    14.308104    9    0.032437    0.001704
126    14.340541    10    0.038887    0.001004
127    14.379428    9    0.13858    0.007182
128    14.518008    10    0.052239    0.001349
129    14.570247    9    0.053661    0.002738
130    14.623908    8    0.528488    0.013152
131    15.152396    9    0.056142    0.003443
132    15.208538    10    0.061407    0.001473
133    15.269945    9    0.111909    0.005487
134    15.381854    10    0.0604    0.001445
135    15.442254    9    0.051132    0.002475
136    15.493386    10    0.038877    0.000927
137    15.532263    9    0.05822    0.002793
138    15.590483    10    0.036852    0.000876
139    15.627335    9    0.058812    0.002796
140    15.686147    10    0.074455    0.001762
141    15.760602    9    0.070459    0.003311
142    15.831061    10    0.064674    0.001522
143    15.895735    9    0.083546    0.003878
144    15.979281    10    0.117875    0.002752
145    16.097156    9    0.122803    0.005602
146    16.219959    10    0.141908    0.003277
147    16.361867    9    0.061747    0.00277
148    16.423614    10    0.033254    0.000762
149    16.456868    9    0.046209    0.002056
150    16.503077    10    0.127198    0.00289
151    16.630275    9    0.031221    0.001376
152    16.661496    10    0.051275    0.001154
153    16.712771    9    0.037606    0.001647
154    16.750377    10    0.063103    0.001412
155    16.81348    9    0.131898    0.005707
156    16.945378    10    0.08086    0.001804
157    17.026238    9    0.051929    0.002216
158    17.078167    10    0.049646    0.001101
159    17.127813    9    0.054759    0.002318
160    17.182572    8    0.737681    0.015676
161    17.920253    9    0.036128    0.001891
162    17.956381    10    0.044636    0.000908
163    18.001017    9    0.053386    0.002181
164    18.054403    10    0.064407    0.001306
165    18.11881    9    0.094579    0.003823
166    18.213389    10    0.029836    0.000604
167    18.243225    9    0.08581    0.003431
168    18.329035    10    0.140755    0.002832
169    18.46979    9    0.119757    0.004712
170    18.589547    10    0.102701    0.002049
171    18.692248    9    0.074948    0.002909
172    18.767196    10    0.036024    0.000716
173    18.80322    9    0.038621    0.001488
174    18.841841    10    0.040425    0.0008
175    18.882266    9    0.091419    0.003494
176    18.973685    10    0.061331    0.001212
177    19.035016    9    0.083613    0.00316
178    19.118629    10    0.123873    0.002431
179    19.242502    9    0.094411    0.003521
180    19.336913    10    0.076343    0.001488
181    19.413256    9    0.075436    0.002782
182    19.488692    10    0.056115    0.001089
183    19.544807    9    0.141833    0.005163
184    19.68664    10    0.037767    0.000733
185    19.724407    9    0.147091    0.005271
186    19.871498    8    0.172115    0.003318
187    20.043613    9    0.086049    0.004037
188    20.129662    10    0.034678    0.000663
189    20.16434    9    0.107391    0.003767
190    20.271731    10    0.043607    0.000834
191    20.315338    9    0.069689    0.00242
192    20.385027    10    0.147228    0.002794
193    20.532255    9    0.102501    0.003515
194    20.634756    10    0.146688    0.002753
195    20.781444    9    0.031907    0.001083
196    20.813351    10    0.047968    0.000892
197    20.861319    9    0.070001    0.002361
198    20.93132    8    0.345713    0.006325
199    21.277033    9    0.089371    0.003946
200    21.366404    8    0.192922    0.00345
201    21.559326    9    0.038535    0.001677
202    21.597861    10    0.078068    0.00138
203    21.675929    9    0.078578    0.002577
204    21.754507    10    0.103144    0.001812
205    21.857651    9    0.086735    0.002815
206    21.944386    10    0.127258    0.002218
207    22.071644    9    0.064018    0.002057
208    22.135662    8    0.430708    0.007333
209    22.56637    9    0.131218    0.005441
210    22.697588    10    0.109263    0.001823
211    22.806851    9    0.108073    0.003385
212    22.914924    8    0.297949    0.004898
213    23.212873    9    0.074312    0.00299
214    23.287185    10    0.090312    0.001463
215    23.377497    9    0.07035    0.00216
216    23.447847    10    0.059044    0.000952
217    23.506891    9    0.082037    0.002499
218    23.588928    10    0.065306    0.00105
219    23.654234    9    0.101852    0.003073
220    23.756086    10    0.032409    0.00052
221    23.788495    9    0.080808    0.002418
222    23.869303    10    0.075203    0.001204
223    23.944506    9    0.060714    0.001802
224    24.00522    10    0.09157    0.001459
225    24.09679    9    0.044033    0.001299
226    24.140823    10    0.073708    0.001168
227    24.214531    9    0.07447    0.002182
228    24.289001    10    0.070868    0.001118
229    24.359869    9    0.030961    0.000902
230    24.39083    10    0.123368    0.001932
231    24.514198    9    0.126539    0.00365
232    24.640737    10    0.12841    0.001997
233    24.769147    9    0.119807    0.003411
234    24.888954    10    0.087358    0.001351
235    24.976312    9    0.051748    0.001461
236    25.02806    8    0.312746    0.004764
237    25.340806    9    0.078478    0.002901
238    25.419284    10    0.116856    0.001753
239    25.53614    9    0.135944    0.003763
240    25.672084    10    0.042196    0.000631
241    25.71428    9    0.122633    0.003358
242    25.836913    10    0.032497    0.000486
243    25.86941    9    0.079308    0.002153
244    25.948718    10    0.034743    0.000519
245    25.983461    9    0.040819    0.001102
246    26.02428    8    0.436876    0.00642
247    26.461156    9    0.140289    0.004952
248    26.601445    10    0.030088    0.000435
249    26.631533    9    0.042479    0.001128
250    26.674012    10    0.084921    0.001226
251    26.758933    9    0.131289    0.003458
252    26.890222    10    0.049261    0.00071
253    26.939483    9    0.037055    0.000968
254    26.976538    10    0.090435    0.001297
255    27.066973    9    0.106644    0.002768
256    27.173617    10    0.042279    0.000604
257    27.215896    9    0.138672    0.003563
258    27.354568    10    0.053856    0.00077
259    27.408424    9    0.04754    0.001212
260    27.455964    10    0.108467    0.001543
261    27.564431    9    0.13506    0.003413
262    27.699491    10    0.071855    0.001018
