l    time_i    C(l)    Tau_i     Delta_n
1    0.0    7    0.417159    1
2    0.417159    8    0.042885    1
3    0.460044    7    0.146728    0.022542
4    0.606772    6    0.234552    0.259085
5    0.841324    7    0.091696    0.098279
6    0.93302    8    0.100925    0.068586
7    1.033945    7    0.3131    0.105671
8    1.347045    8    0.03595    0.018693
9    1.382995    7    0.324574    0.069546
10    1.707569    6    0.253734    0.09798
11    1.961303    5    0.086468    0.040251
12    2.047771    4    0.11998    0.055348
13    2.167751    3    0.150435    0.064893
14    2.318186    2    0.105342    0.043466
15    2.423528    1    0.17386    0.066936
16    2.597388    2    0.163007    0.059052
17    2.760395    3    0.080963    0.0267
18    2.841358    2    0.208228    0.065749
19    3.049586    3    0.140768    0.040436
20    3.190354    4    0.128903    0.035018
21    3.319257    3    0.093569    0.026174
22    3.412826    2    0.040854    0.010296
23    3.45368    3    0.094781    0.023651
24    3.548461    2    0.190372    0.043983
25    3.738833    3    0.144308    0.032289
26    3.883141    2    0.093743    0.019483
27    3.976884    1    0.145127    0.029589
28    4.122011    2    0.287165    0.062553
29    4.409176    3    0.271675    0.047775
30    4.680851    2    0.076591    0.013459
31    4.757442    1    0.044901    0.007284
32    4.802343    0    0.162506    0.029663
33    4.964849    1    0.083676    0.016574
34    5.048525    0    0.19392    0.032501
35    5.242445    1    0.074408    0.013772
36    5.316853    0    0.070514    0.011103
37    5.387367    1    0.099678    0.017633
38    5.487045    0    0.133189    0.01991
39    5.620234    1    0.10145    0.016918
40    5.721684    0    0.149739    0.021
41    5.871423    1    0.14473    0.022585
42    6.016153    0    0.056008    0.007445
43    6.072161    1    0.206237    0.030123
44    6.278398    0    0.061122    0.007774
45    6.33952    1    0.10593    0.014594
46    6.44545    0    0.105732    0.012941
47    6.551182    1    0.138938    0.018181
48    6.69012    0    0.096532    0.011284
49    6.786652    1    0.112202    0.013975
50    6.898854    0    0.191333    0.021199
51    7.090187    1    0.089129    0.010546
52    7.179316    2    0.191837    0.019968
53    7.371153    1    0.095434    0.01088
54    7.466587    0    0.203763    0.019938
55    7.67035    1    0.097109    0.010618
56    7.767459    0    0.21676    0.019926
57    7.984219    1    0.176459    0.018228
58    8.160678    2    0.43186    0.036198
59    8.592538    1    0.089708    0.008899
60    8.682246    0    0.054679    0.004301
61    8.736925    1    0.160841    0.015118
62    8.897766    0    0.123779    0.009449
63    9.021545    1    0.103368    0.009331
64    9.124913    0    0.205672    0.015053
65    9.330585    1    0.163659    0.014108
66    9.494244    0    0.050598    0.00357
67    9.544842    1    0.103406    0.008631
68    9.648248    0    0.046268    0.003214
69    9.694516    1    0.096911    0.007895
70    9.791427    0    0.096895    0.006601
71    9.888322    1    0.15054    0.011874
72    10.038862    0    0.132556    0.008758
73    10.171418    1    0.223041    0.016798
74    10.394459    2    0.233044    0.014702
75    10.627503    1    0.180197    0.014662
76    10.8077    2    0.345307    0.02048
77    11.153007    1    0.190443    0.014588
78    11.34345    0    0.146768    0.008265
79    11.490218    1    0.092618    0.006304
80    11.582836    0    0.103617    0.005689
81    11.686453    1    0.049715    0.003321
82    11.736168    0    0.102648    0.005527
83    11.838816    1    0.100566    0.006592
84    11.939382    0    0.193753    0.010141
85    12.133135    1    0.154759    0.009818
