l    time_i    C(l)    Tau_i     Delta_n
1    0.0    10    0.051616    1
2    0.051616    9    0.042007    1
3    0.093623    8    0.208853    0.309805
4    0.302476    7    0.118605    0.281668
5    0.421081    8    0.112114    0.210268
6    0.533195    9    0.112107    0.135084
7    0.645302    10    0.038254    0.033374
8    0.683556    9    0.108307    0.128369
9    0.791863    10    0.033883    0.025554
10    0.825746    9    0.109259    0.095583
11    0.935005    10    0.071175    0.045575
12    1.00618    9    0.118465    0.078161
13    1.124645    10    0.073313    0.039226
14    1.197958    9    0.042307    0.023346
15    1.240265    10    0.089504    0.041417
16    1.329769    9    0.040248    0.020091
17    1.370017    10    0.084712    0.034149
18    1.454729    9    0.064585    0.02905
19    1.519314    10    0.085512    0.030442
20    1.604826    9    0.033933    0.013931
21    1.638759    10    0.052822    0.017186
22    1.691581    9    0.080134    0.03028
23    1.771715    10    0.092344    0.02746
24    1.864059    9    0.044396    0.015285
25    1.908455    10    0.120219    0.031873
26    2.028674    9    0.069216    0.021875
27    2.09789    10    0.118856    0.028004
28    2.216746    9    0.090505    0.025904
29    2.307251    10    0.076889    0.01658
30    2.38414    9    0.109858    0.028468
31    2.493998    10    0.04919    0.010051
32    2.543188    9    0.099365    0.023508
33    2.642553    10    0.103907    0.019978
34    2.74646    9    0.137121    0.029327
35    2.883581    10    0.0315    0.005743
36    2.915081    9    0.032829    0.006591
37    2.94791    10    0.112493    0.019518
38    3.060403    9    0.11306    0.021395
39    3.173463    10    0.05357    0.00878
40    3.227033    9    0.070851    0.012592
41    3.297884    10    0.131631    0.020359
42    3.429515    9    0.047608    0.008076
43    3.477123    10    0.062733    0.009158
44    3.539856    9    0.115723    0.018654
45    3.655579    10    0.061243    0.008621
46    3.716822    9    0.091996    0.013952
47    3.808818    10    0.111894    0.015021
48    3.920712    9    0.063136    0.009131
49    3.983848    10    0.03407    0.004402
50    4.017918    9    0.048153    0.006759
51    4.066071    10    0.090233    0.011298
52    4.156304    9    0.054548    0.007428
53    4.210852    10    0.08303    0.009967
54    4.293882    9    0.08788    0.01152
55    4.381762    10    0.038424    0.00448
56    4.420186    9    0.119454    0.01491
57    4.53964    10    0.130184    0.014601
58    4.669824    9    0.035202    0.004221
59    4.705026    10    0.050813    0.00548
60    4.755839    9    0.036896    0.004347
61    4.792735    10    0.104261    0.010883
62    4.896996    9    0.062162    0.007142
63    4.959158    8    0.449781    0.042122
64    5.408939    9    0.143088    0.024673
65    5.552027    10    0.038979    0.003334
66    5.591006    9    0.132742    0.014194
67    5.723748    10    0.048618    0.004102
68    5.772366    9    0.141364    0.014372
69    5.91373    8    0.837311    0.061434
70    6.751041    9    0.136806    0.018762
71    6.887847    10    0.048704    0.003125
72    6.936551    9    0.085327    0.007871
73    7.021878    10    0.092639    0.005844
74    7.114517    9    0.070795    0.006351
75    7.185312    10    0.139713    0.008553
76    7.325025    9    0.056863    0.00497
77    7.381888    10    0.123073    0.007284
78    7.504961    9    0.094004    0.007992
79    7.598965    10    0.041469    0.002409
80    7.640434    9    0.08475    0.007022
81    7.725184    10    0.09161    0.005246
82    7.816794    9    0.088707    0.007151
83    7.905501    10    0.042515    0.0024
84    7.948016    9    0.029114    0.002307
85    7.97713    10    0.053914    0.003009
86    8.031044    9    0.1065    0.008275
87    8.137544    10    0.102529    0.00563
88    8.240073    9    0.038172    0.0029
89    8.278245    10    0.115986    0.006209
