l    time_i    C(l)    Tau_i     Delta_n
1    0.0    7    0.362913    1
2    0.362913    8    0.345056    1
3    0.707969    7    0.971669    0.578499
4    1.679638    6    0.333201    0.13153
5    2.012839    7    0.256174    0.092545
6    2.269013    8    0.227977    0.064009
7    2.49699    9    0.126287    0.029408
8    2.623277    10    0.290107    0.099577
9    2.913384    9    0.206773    0.06627
10    3.120157    10    0.143415    0.039859
11    3.263572    9    0.185408    0.050351
12    3.44898    10    0.209238    0.050007
13    3.658218    9    0.212957    0.049114
14    3.871175    8    1.289063    0.20833
15    5.160238    9    0.1113    0.016621
16    5.271538    10    0.303611    0.034501
17    5.575149    9    0.16213    0.025192
18    5.737279    10    0.243725    0.024872
19    5.981004    9    0.102304    0.01466
20    6.083308    10    0.288299    0.026807
21    6.371607    9    0.104975    0.013996
22    6.476582    10    0.135556    0.011741
23    6.612138    9    0.183501    0.023022
24    6.795639    10    0.165383    0.013609
25    6.961022    9    0.298158    0.03424
26    7.25918    10    0.215726    0.016661
27    7.474906    9    0.317999    0.032856
28    7.792905    10    0.255215    0.018347
29    8.04812    9    0.161051    0.015293
30    8.209171    10    0.281202    0.018841
31    8.490373    9    0.318382    0.027906
32    8.808755    10    0.12005    0.007614
33    8.928805    9    0.242129    0.019738
34    9.170934    10    0.305271    0.018372
35    9.476205    9    0.181836    0.013869
36    9.658041    8    0.842468    0.04496
37    10.500509    9    0.307703    0.02519
38    10.808212    10    0.261672    0.012509
39    11.069884    9    0.243147    0.016294
40    11.313031    10    0.239826    0.010942
41    11.552857    9    0.185911    0.011834
42    11.738768    8    0.799124    0.033386
43    12.537892    9    0.13441    0.009323
44    12.672302    8    1.532813    0.053503
45    14.205115    9    0.31227    0.019009
46    14.517385    10    0.145276    0.004502
47    14.662661    9    0.18573    0.009858
48    14.848391    8    1.231156    0.034968
49    16.079547    9    0.149621    0.008094
50    16.229168    8    2.128772    0.049523
51    18.35794    9    0.307883    0.014596
52    18.665823    10    0.141756    0.002923
53    18.807579    9    0.107751    0.004699
54    18.91533    8    1.713221    0.032256
55    20.628551    9    0.144984    0.00616
56    20.773535    10    0.137906    0.002378
57    20.911441    9    0.203829    0.008084
58    21.11527    10    0.278664    0.004747
59    21.393934    9    0.149793    0.005781
60    21.543727    8    0.754162    0.012316
61    22.297889    9    0.23523    0.009238
62    22.533119    10    0.266609    0.004193
63    22.799728    9    0.167729    0.0061
64    22.967457    10    0.132337    0.002057
65    23.099794    9    0.258349    0.009183
66    23.358143    10    0.255988    0.003948
67    23.614131    9    0.168339    0.005825
68    23.78247    8    0.772088    0.01147
69    24.554558    7    0.948224    0.032939
70    25.502782    8    0.161512    0.006069
71    25.664294    9    0.116795    0.003868
72    25.781089    10    0.161022    0.002384
73    25.942111    9    0.206914    0.006587
74    26.149025    10    0.28708    0.004198
75    26.436105    9    0.330218    0.010211
76    26.766323    10    0.290811    0.004191
77    27.057134    9    0.243148    0.007299
78    27.300282    10    0.205802    0.002928
79    27.506084    9    0.232613    0.006823
80    27.738697    8    1.590168    0.021333
81    29.328865    9    0.204542    0.006013
82    29.533407    10    0.143364    0.001819
83    29.676771    9    0.203343    0.005576
84    29.880114    10    0.174138    0.002196
85    30.054252    9    0.209242    0.005634
86    30.263494    8    1.026458    0.0125
87    31.289952    9    0.134729    0.00373
88    31.424681    10    0.10467    0.001232
89    31.529351    9    0.193065    0.004972
90    31.722416    10    0.220893    0.002585
91    31.943309    9    0.139722    0.003542
92    32.083031    10    0.154663    0.001794
93    32.237694    9    0.190064    0.004751
94    32.427758    8    1.883965    0.020638
95    34.311723    9    0.271913    0.006898
96    34.583636    10    0.248932    0.002575
97    34.832568    9    0.12395    0.002905
98    34.956518    10    0.287054    0.002932
99    35.243572    9    0.183078    0.004226
100    35.42665    10    0.117436    0.001191
101    35.544086    9    0.304068    0.006907
102    35.848154    8    0.853709    0.008482
103    36.701863    9    0.322524    0.007649
104    37.024387    10    0.320381    0.003104
105    37.344768    9    0.244302    0.005297
106    37.58907    10    0.272569    0.002612
107    37.861639    9    0.306903    0.006522
108    38.168542    10    0.103153    0.000984
109    38.271695    9    0.139942    0.002933
110    38.411637    10    0.166517    0.001583
111    38.578154    9    0.208011    0.004307
112    38.786165    10    0.244249    0.002306
113    39.030414    9    0.107844    0.002205
114    39.138258    10    0.190782    0.001785
115    39.32904    9    0.299076    0.006028
116    39.628116    10    0.151765    0.001415
117    39.779881    9    0.128558    0.002557
118    39.908439    10    0.121482    0.001128
119    40.029921    9    0.177177    0.003488
120    40.207098    10    0.260424    0.002402
121    40.467522    9    0.115599    0.002249
122    40.583121    10    0.270345    0.002465
123    40.853466    9    0.363919    0.006963
124    41.217385    10    0.145572    0.001323
125    41.362957    9    0.356211    0.006681
126    41.719168    8    1.747748    0.015268
127    43.466916    9    0.25594    0.005207
128    43.722856    10    0.272779    0.002283
129    43.995635    9    0.104574    0.001867
130    44.100209    8    1.633544    0.013123
131    45.733753    7    0.340372    0.006571
132    46.074125    8    0.311108    0.006551
133    46.385233    9    0.145623    0.002765
134    46.530856    8    1.346879    0.010278
135    47.877735    9    0.139636    0.002571
136    48.017371    10    0.150442    0.001115
137    48.167813    9    0.18058    0.003001
138    48.348393    10    0.253312    0.001867
139    48.601705    9    0.134669    0.002215
140    48.736374    10    0.117562    0.000862
141    48.853936    9    0.193694    0.003159
142    49.04763    10    0.144614    0.001058
143    49.192244    9    0.143532    0.00232
144    49.335776    10    0.243696    0.001773
145    49.579472    9    0.311999    0.004978
146    49.891471    10    0.123107    0.000893
147    50.014578    9    0.128397    0.002027
148    50.142975    8    0.977347    0.006952
149    51.120322    9    0.208229    0.003606
150    51.328551    10    0.318336    0.002214
151    51.646887    9    0.261221    0.004004
152    51.908108    8    0.821679    0.005615
153    52.729787    9    0.244053    0.004093
154    52.97384    10    0.256986    0.001726
155    53.230826    9    0.235397    0.003509
156    53.466223    10    0.236745    0.001582
157    53.702968    9    0.355855    0.005228
158    54.058823    10    0.233616    0.001556
159    54.292439    9    0.264273    0.003827
160    54.556712    8    1.612075    0.010416
161    56.168787    9    0.345829    0.005451
162    56.514616    10    0.275349    0.001729
163    56.789965    9    0.189827    0.002647
164    56.979792    10    0.23201    0.001448
165    57.211802    9    0.135456    0.001873
166    57.347258    10    0.342882    0.002122
167    57.69014    9    0.201852    0.002761
168    57.891992    10    0.217176    0.001334
169    58.109168    9    0.140484    0.001906
170    58.249652    10    0.29241    0.001784
171    58.542062    9    0.13174    0.001772
172    58.673802    8    0.738129    0.004436
173    59.411931    9    0.310492    0.004632
174    59.722423    10    0.318571    0.001888
175    60.040994    9    0.138592    0.001824
176    60.179586    10    0.182323    0.001074
177    60.361909    9    0.104259    0.001364
178    60.466168    10    0.224908    0.001318
179    60.691076    9    0.281306    0.003647
180    60.972382    8    0.891294    0.005147
181    61.863676    9    0.145795    0.002093
182    62.009471    10    0.288092    0.001635
183    62.297563    9    0.361001    0.00456
184    62.658564    10    0.188934    0.001069
185    62.847498    9    0.33634    0.004192
186    63.183838    10    0.17408    0.000984
