l    time_i    C(l)    Tau_i     Delta_n
1    0.0    5    0.589272    1
2    0.589272    4    0.280014    1
3    0.869286    3    0.31044    0.263146
4    1.179726    2    0.439005    0.271203
5    1.618731    3    0.325384    0.167369
6    1.944115    2    0.262845    0.092205
7    2.20696    1    0.48557    0.153752
8    2.69253    2    1.222565    0.31227
9    3.915095    1    0.3652    0.067648
10    4.280295    0    0.294176    0.04594
11    4.574471    1    0.215275    0.044945
12    4.789746    2    1.082718    0.125988
13    5.872464    1    0.341433    0.043942
14    6.213897    2    1.545714    0.115869
15    7.759611    1    0.418981    0.04121
16    8.178592    2    0.867973    0.047317
17    9.046565    3    0.6363    0.051647
18    9.682865    2    0.337134    0.031207
19    10.019999    1    0.236651    0.017149
20    10.25665    0    0.38754    0.018613
21    10.64419    1    0.301618    0.026998
22    10.945808    0    0.343288    0.015405
23    11.289096    1    0.223788    0.018548
24    11.512884    2    1.253012    0.049183
25    12.765896    1    0.318727    0.018998
26    13.084623    2    0.923408    0.030669
27    14.008031    1    0.422743    0.022753
28    14.430774    0    0.376025    0.011457
29    14.806799    1    0.23039    0.014555
30    15.037189    0    0.274265    0.008029
31    15.311454    1    0.430119    0.025591
32    15.741573    0    0.354128    0.010022
33    16.095701    1    0.537584    0.029506
34    16.633285    0    0.272179    0.007462
35    16.905464    1    0.314372    0.016163
36    17.219836    0    0.364709    0.009663
37    17.584545    1    0.408797    0.019808
38    17.993342    0    0.477574    0.012116
39    18.470916    1    0.394116    0.017881
40    18.865032    2    0.955396    0.022551
41    19.820428    1    0.458697    0.018567
42    20.279125    2    1.176428    0.025103
43    21.455553    1    0.375735    0.013995
44    21.831288    0    0.465244    0.009233
45    22.296532    1    0.212605    0.008151
46    22.509137    0    0.16741    0.003238
47    22.676547    1    0.302428    0.011264
48    22.978975    0    0.328796    0.006247
49    23.307771    1    0.288318    0.010346
50    23.596089    0    0.357727    0.006623
51    23.953816    1    0.310952    0.01075
52    24.264768    0    0.394428    0.007103
53    24.659196    1    0.398962    0.013229
54    25.058158    0    0.32901    0.005779
55    25.387168    1    0.178553    0.005727
56    25.565721    0    0.257213    0.004422
57    25.822934    1    0.336846    0.010509
58    26.15978    0    0.324592    0.005476
59    26.484372    1    0.320567    0.009663
60    26.804939    0    0.445886    0.007331
61    27.250825    1    0.257857    0.007515
62    27.508682    0    0.444616    0.007093
63    27.953298    1    0.434753    0.012212
64    28.388051    0    0.162349    0.002544
65    28.5504    1    0.204147    0.005583
66    28.754547    0    0.386988    0.005961
67    29.141535    1    0.291462    0.007761
68    29.432997    0    0.266489    0.004023
69    29.699486    1    0.211553    0.005502
70    29.911039    0    0.501172    0.007387
71    30.412211    1    0.30093    0.007606
72    30.713141    2    1.676908    0.023111
73    32.390049    3    0.733943    0.019158
74    33.123992    2    0.267044    0.007746
75    33.391036    3    0.262372    0.006601
76    33.653408    2    0.416924    0.011762
77    34.070332    3    0.78743    0.019021
78    34.857762    4    0.210591    0.005708
79    35.068353    3    0.17315    0.00487
80    35.241503    2    0.491358    0.012996
81    35.732861    3    0.81515    0.018453
82    36.548011    2    0.441261    0.011138
83    36.989272    3    0.482802    0.010452
84    37.472074    2    0.23562    0.005771
85    37.707694    1    0.217327    0.004596
86    37.925021    0    0.15458    0.00206
87    38.079601    1    0.306381    0.006492
88    38.385982    0    0.406327    0.005335
89    38.792309    1    0.51995    0.010699
90    39.312259    0    0.424237    0.005451
91    39.736496    1    0.215727    0.004322
92    39.952223    0    0.289088    0.003648
93    40.241311    1    0.226667    0.004467
94    40.467978    0    0.289004    0.003595
95    40.756982    1    0.558233    0.010736
96    41.315215    0    0.174135    0.00214
97    41.48935    1    0.467467    0.008743
98    41.956817    2    1.215225    0.014451
99    43.172042    3    0.867753    0.016197
100    44.039795    2    0.420751    0.008797
101    44.460546    1    0.347449    0.006262
102    44.807995    0    0.176782    0.002032
103    44.984777    1    0.256648    0.004487
104    45.241425    0    0.449272    0.005093
105    45.690697    1    0.174229    0.002996
106    45.864926    0    0.262684    0.002931
107    46.12761    1    0.350306    0.00593
108    46.477916    0    0.348657    0.003838
109    46.826573    1    0.485169    0.008025
110    47.311742    0    0.484932    0.005241
111    47.796674    1    0.243308    0.003934
112    48.039982    2    1.146376    0.011976
113    49.186358    3    0.477929    0.007882
114    49.664287    2    0.353698    0.00657
115    50.017985    1    0.209037    0.003382
116    50.227022    0    0.182506    0.001854
117    50.409528    1    0.534272    0.008218
118    50.9438    0    0.54928    0.005498
119    51.49308    1    0.478634    0.007163
120    51.971714    0    0.539849    0.00529
121    52.511563    1    0.254573    0.00373
122    52.766136    2    1.410527    0.013319
123    54.176663    1    0.244634    0.0037
124    54.421297    2    1.20359    0.01083
125    55.624887    1    0.205319    0.003027
126    55.830206    0    0.221531    0.001943
127    56.051737    1    0.235198    0.00327
128    56.286935    0    0.233103    0.002028
129    56.520038    1    0.55303    0.007562
130    57.073068    2    1.368527    0.011584
