l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.18372    1
2    0.18372    0    0.40687    1
3    0.59059    1    0.20884    0.17997
4    0.79943    0    0.457    0.17861
5    1.25643    1    0.51599    0.20016
6    1.77242    0    0.20923    0.05412
7    1.98165    1    0.513    0.11136
8    2.49465    0    0.3766    0.07474
9    2.87125    1    0.38227    0.05932
10    3.25352    0    0.22544    0.03593
11    3.47896    1    0.32653    0.04132
12    3.80549    0    0.23533    0.0326
13    4.04082    1    0.39898    0.04248
14    4.4398    0    0.30992    0.03717
15    4.74972    1    0.29114    0.027
16    5.04086    0    0.38184    0.0394
17    5.4227    1    0.32474    0.02712
18    5.74744    2    0.78466    0.06574
19    6.5321    1    0.36073    0.05233
20    6.89283    2    1.5683    0.09428
21    8.46113    1    0.35721    0.03878
22    8.81834    0    0.42594    0.02018
23    9.24428    1    0.18674    0.01307
24    9.43102    0    0.24175    0.01073
25    9.67277    1    0.35641    0.02329
26    10.02918    0    0.20426    0.00877
27    10.23344    1    0.22998    0.01406
28    10.46342    0    0.20139    0.00836
29    10.66481    1    0.30968    0.01785
30    10.97449    0    0.41704    0.0165
31    11.39153    1    0.37455    0.02002
32    11.76608    2    1.15381    0.04038
33    12.91989    1    0.23151    0.01662
34    13.1514    0    0.30683    0.00962
35    13.45823    1    0.34828    0.0166
36    13.80651    0    0.20746    0.00633
37    14.01397    1    0.39403    0.01769
38    14.408    0    0.27518    0.00818
39    14.68318    1    0.46284    0.01944
40    15.14602    0    0.33506    0.00966
41    15.48108    1    0.53443    0.02085
42    16.01551    0    0.3263    0.00909
43    16.34181    1    0.49281    0.01792
44    16.83462    2    0.72276    0.01903
45    17.55738    3    0.27006    0.01433
46    17.82744    2    0.21762    0.01206
47    18.04506    1    0.21432    0.01095
48    18.25938    0    0.2484    0.00624
49    18.50778    1    0.30781    0.01032
50    18.81559    2    0.86212    0.02048
51    19.67771    1    0.33944    0.01572
52    20.01715    0    0.16271    0.00368
53    20.17986    1    0.42391    0.01329
54    20.60377    2    1.7336    0.036
55    22.33737    3    0.57954    0.02328
56    22.91691    2    0.4136    0.01756
57    23.33051    3    0.74788    0.02792
58    24.07839    4    0.24487    0.0098
59    24.32326    3    0.38822    0.01571
60    24.71148    4    0.48164    0.01844
61    25.19312    5    0.49382    0.01893
62    25.68694    4    0.16672    0.00645
63    25.85366    5    0.16125    0.00598
64    26.01491    6    0.3375    0.01272
65    26.35241    7    0.13344    0.00504
66    26.48585    6    0.49328    0.01828
67    26.97913    7    0.26829    0.00979
68    27.24742    8    0.17243    0.00618
69    27.41985    7    0.79635    0.02822
70    28.2162    6    0.26191    0.00898
71    28.47811    5    0.35862    0.01226
72    28.83673    6    0.26617    0.00898
73    29.1029    7    0.40914    0.0135
74    29.51204    6    0.48749    0.01574
75    29.99953    7    0.23941    0.00761
76    30.23894    6    0.39069    0.01216
77    30.62963    7    0.11694    0.00363
78    30.74657    6    0.33361    0.01011
79    31.08018    7    0.19341    0.00588
80    31.27359    8    0.19815    0.00586
81    31.47174    9    0.13338    0.00412
82    31.60512    10    0.12668    0.00399
83    31.7318    9    0.27625    0.00863
84    32.00805    10    0.19581    0.00605
85    32.20386    9    0.32455    0.00989
86    32.52841    8    0.91781    0.02717
87    33.44622    9    0.27741    0.008
88    33.72363    10    0.30651    0.00867
89    34.03014    9    0.21817    0.00626
90    34.24831    10    0.2191    0.00607
91    34.46741    9    0.18766    0.00529
92    34.65507    10    0.1024    0.00279
93    34.75747    9    0.11337    0.00316
94    34.87084    10    0.20979    0.00566
95    35.08063    9    0.36587    0.00999
96    35.4465    10    0.18153    0.00479
97    35.62803    9    0.17697    0.00473
98    35.805    10    0.11829    0.00308
99    35.92329    9    0.36532    0.0096
100    36.28861    10    0.18669    0.00478
101    36.4753    9    0.33831    0.00868
102    36.81361    10    0.27885    0.007
103    37.09246    9    0.2699    0.00676
104    37.36236    10    0.24871    0.00611
105    37.61107    9    0.26128    0.00641
106    37.87235    10    0.11662    0.00282
107    37.98897    9    0.15227    0.00368
108    38.14124    10    0.1477    0.00353
109    38.28894    9    0.2644    0.00631
110    38.55334    10    0.29344    0.0069
111    38.84678    9    0.10372    0.00243
112    38.9505    10    0.23334    0.00539
113    39.18384    9    0.11353    0.00264
114    39.29737    10    0.28377    0.00646
115    39.58114    9    0.15436    0.00354
116    39.7355    10    0.10901    0.00245
117    39.84451    9    0.25747    0.00582
118    40.10198    10    0.23509    0.00521
119    40.33707    9    0.19869    0.00442
120    40.53576    10    0.19968    0.00435
121    40.73544    9    0.18239    0.00401
122    40.91783    10    0.29879    0.00641
123    41.21662    9    0.10168    0.0022
124    41.3183    10    0.15198    0.00322
125    41.47028    9    0.2998    0.00641
126    41.77008    10    0.15059    0.00315
127    41.92067    9    0.12015    0.00253
128    42.04082    10    0.2139    0.00442
129    42.25472    9    0.21351    0.00445
130    42.46823    10    0.11924    0.00244
131    42.58747    9    0.26553    0.00546
132    42.853    10    0.11416    0.0023
133    42.96716    9    0.3061    0.00619
134    43.27326    10    0.14377    0.00287
135    43.41703    9    0.33345    0.00663
136    43.75048    10    0.11156    0.0022
137    43.86204    9    0.23881    0.00468
138    44.10085    10    0.186    0.00362
139    44.28685    9    0.25831    0.00498
140    44.54516    10    0.20599    0.00397
141    44.75115    9    0.33783    0.00642
142    45.08898    10    0.11037    0.0021
143    45.19935    9    0.1529    0.00286
144    45.35225    10    0.16639    0.00313
145    45.51864    9    0.13941    0.00259
146    45.65805    10    0.32366    0.00601
147    45.98171    9    0.2581    0.00473
148    46.23981    10    0.23665    0.00432
149    46.47646    9    0.23244    0.00419
150    46.7089    10    0.14471    0.0026
151    46.85361    9    0.35285    0.00627
152    47.20646    10    0.19949    0.00355
153    47.40595    9    0.29664    0.00518
154    47.70259    8    1.29626    0.02225
155    48.99885    9    0.18777    0.00372
156    49.18662    10    0.12668    0.00211
157    49.3133    9    0.3683    0.00618
158    49.6816    10    0.29528    0.00483
159    49.97688    9    0.20806    0.00343
160    50.18494    10    0.17188    0.00278
161    50.35682    9    0.14637    0.00239
162    50.50319    10    0.31658    0.00507
163    50.81977    9    0.10333    0.00167
164    50.9231    10    0.20826    0.00329
165    51.13136    9    0.26368    0.00422
166    51.39504    10    0.23166    0.00361
167    51.6267    9    0.24459    0.00386
168    51.87129    10    0.15968    0.00246
169    52.03097    9    0.18214    0.00285
170    52.21311    10    0.13596    0.00208
171    52.34907    9    0.16202    0.00251
172    52.51109    10    0.15876    0.00241
173    52.66985    9    0.30702    0.00471
174    52.97687    8    0.92967    0.01376
175    53.90654    9    0.10502    0.00189
176    54.01156    8    0.62731    0.00901
177    54.63887    9    0.37143    0.00657
178    55.0103    8    1.51077    0.02078
179    56.52107    9    0.25238    0.0043
180    56.77345    8    1.74637    0.02261
181    58.51982    9    0.12312    0.00202
182    58.64294    10    0.23411    0.00292
183    58.87705    9    0.1353    0.00189
184    59.01235    10    0.14199    0.00176
185    59.15434    9    0.13858    0.00193
186    59.29292    10    0.22172    0.00273
187    59.51464    9    0.19836    0.00274
188    59.713    10    0.19758    0.00241
189    59.91058    9    0.34648    0.00472
190    60.25706    10    0.17823    0.00216
191    60.43529    9    0.18385    0.00248
192    60.61914    10    0.25951    0.0031
193    60.87865    9    0.11191    0.0015
194    60.99056    10    0.3055    0.00361
195    61.29606    9    0.20108    0.00267
196    61.49714    10    0.34972    0.00408
197    61.84686    9    0.20167    0.00264
198    62.04853    8    1.22922    0.01398
199    63.27775    9    0.13441    0.00204
200    63.41216    8    0.84353    0.00927
