l    time_i    C(l)    Tau_i     Delta_n
1    0.0    6    0.2471    1
2    0.2471    5    0.40265    1
3    0.64975    4    0.79049    0.34013
4    1.44024    5    0.54767    0.2755
5    1.98791    6    0.50069    0.09618
6    2.4886    7    0.3782    0.11058
7    2.8668    6    0.73374    0.20379
8    3.60054    7    0.49633    0.09488
9    4.09687    8    0.4229    0.07681
10    4.51977    9    0.32403    0.0669
11    4.8438    10    0.20187    0.04001
12    5.04567    9    0.26565    0.05002
13    5.31132    10    0.29068    0.04991
14    5.602    9    0.21131    0.03463
15    5.81331    10    0.48526    0.07051
16    6.29857    9    0.45105    0.06176
17    6.74962    10    0.25196    0.03077
18    7.00158    9    0.39505    0.04633
19    7.39663    10    0.2865    0.03109
20    7.68313    9    0.27574    0.02868
21    7.95887    10    0.40726    0.03941
22    8.36613    9    0.53464    0.04859
23    8.90077    10    0.35024    0.02968
24    9.25101    9    0.21104    0.01716
25    9.46205    10    0.34227    0.02653
26    9.80432    9    0.3487    0.02613
27    10.15302    10    0.32353    0.02293
28    10.47655    9    0.38956    0.02663
29    10.86611    10    0.3129    0.02041
30    11.17901    9    0.46753    0.02907
31    11.64654    10    0.45389    0.02704
32    12.10043    9    0.47717    0.02681
33    12.5776    10    0.47227    0.02552
34    13.04987    9    0.47398    0.02423
35    13.52385    10    0.21772    0.01095
36    13.74157    9    0.27345    0.01312
37    14.01502    10    0.26083    0.01254
38    14.27585    9    0.29842    0.01363
39    14.57427    10    0.33223    0.01516
40    14.9065    9    0.51827    0.02217
41    15.42477    10    0.38847    0.01662
42    15.81324    9    0.40836    0.01627
43    16.2216    10    0.31872    0.01288
44    16.54032    9    0.30708    0.01161
45    16.8474    10    0.35835    0.01378
46    17.20575    9    0.52059    0.01861
47    17.72634    10    0.31538    0.01151
48    18.04172    9    0.36707    0.0124
49    18.40879    10    0.27576    0.00965
50    18.68455    9    0.27696    0.00898
51    18.96151    10    0.47771    0.01597
52    19.43922    9    0.30064    0.00937
53    19.73986    8    1.20765    0.03685
54    20.94751    9    0.27055    0.01255
55    21.21806    8    1.5283    0.0408
56    22.74636    9    0.44829    0.01882
57    23.19465    10    0.26834    0.00657
58    23.46299    9    0.23534    0.00664
59    23.69833    10    0.27685    0.00661
60    23.97518    9    0.28741    0.00788
61    24.26259    10    0.48876    0.01128
62    24.75135    9    0.30515    0.0081
63    25.0565    10    0.37503    0.00833
64    25.43153    9    0.34723    0.00891
65    25.77876    10    0.51447    0.01102
66    26.29323    9    0.20194    0.00503
67    26.49517    10    0.25172    0.00523
68    26.74689    9    0.43903    0.01063
69    27.18592    10    0.20895    0.00425
70    27.39487    9    0.31855    0.00747
71    27.71342    10    0.44256    0.00878
72    28.15598    9    0.48637    0.011
73    28.64235    10    0.51101    0.00976
74    29.15336    9    0.42498    0.00925
75    29.57834    10    0.32381    0.00599
76    29.90215    9    0.27036    0.00572
77    30.17251    10    0.23136    0.0042
78    30.40387    9    0.25835    0.00535
