l    time_i    C(l)    Tau_i     Delta_n
1    0.0    5    0.176281    1
2    0.176281    6    0.157323    1
3    0.333604    7    0.184688    0.35634
4    0.518292    6    0.131957    0.202933
5    0.650249    7    0.187704    0.16038
6    0.837953    8    0.039622    0.03804
7    0.877575    9    0.125734    0.125319
8    1.003309    10    0.039565    0.037938
9    1.042874    9    0.069774    0.06271
10    1.112648    10    0.09383    0.075007
11    1.206478    9    0.059789    0.044486
12    1.266267    10    0.051344    0.034863
13    1.317611    9    0.083044    0.053459
14    1.400655    10    0.123993    0.070599
15    1.524648    9    0.043149    0.023684
16    1.567797    10    0.187206    0.085664
17    1.755003    9    0.189292    0.083169
18    1.944295    10    0.063628    0.023606
19    2.007923    9    0.061317    0.023065
20    2.06924    10    0.038634    0.013372
21    2.107874    9    0.078164    0.027167
22    2.186038    10    0.089695    0.028628
23    2.275733    9    0.098455    0.030818
24    2.374188    10    0.06437    0.018749
25    2.438558    9    0.043327    0.012568
26    2.481885    10    0.177811    0.046591
27    2.659696    9    0.200478    0.050952
28    2.860174    10    0.054379    0.01259
29    2.914553    9    0.03367    0.007789
30    2.948223    10    0.043488    0.009682
31    2.991711    9    0.054807    0.012215
32    3.046518    10    0.077906    0.016521
33    3.124424    9    0.057662    0.012233
34    3.182086    10    0.101058    0.020084
35    3.283144    9    0.032915    0.006682
36    3.316059    10    0.028509    0.005422
37    3.344568    9    0.073021    0.014301
38    3.417589    10    0.131427    0.023645
39    3.549016    9    0.152782    0.027564
40    3.701798    10    0.035022    0.005911
41    3.73682    9    0.058573    0.009933
42    3.795393    10    0.1896    0.030005
43    3.984993    9    0.065806    0.010577
44    4.050799    10    0.11461    0.016705
45    4.165409    9    0.048471    0.007481
46    4.21388    10    0.135041    0.01848
47    4.348921    9    0.127347    0.018607
48    4.476268    10    0.095704    0.012323
49    4.571972    9    0.107432    0.014764
50    4.679404    10    0.052337    0.006483
51    4.731741    9    0.160861    0.020793
52    4.892602    10    0.1676    0.019656
53    5.060202    9    0.092714    0.011236
54    5.152916    10    0.033945    0.003805
55    5.186861    9    0.050191    0.005902
56    5.237052    8    0.440806    0.04516
57    5.677858    9    0.191837    0.031958
58    5.869695    10    0.141547    0.01299
59    6.011242    9    0.049698    0.005413
60    6.06094    10    0.047135    0.004186
61    6.108075    9    0.091758    0.00973
62    6.199833    10    0.160262    0.013736
63    6.360095    9    0.08891    0.009052
64    6.449005    8    0.671869    0.050746
65    7.120874    7    0.186878    0.024432
66    7.307752    8    0.103881    0.013687
67    7.411633    9    0.060332    0.007525
68    7.471965    10    0.043985    0.002992
69    7.51595    9    0.190357    0.017229
70    7.706307    10    0.09595    0.006399
71    7.802257    9    0.101541    0.00879
72    7.903798    10    0.111827    0.007257
73    8.015625    9    0.091108    0.007642
74    8.106733    10    0.050117    0.003185
75    8.15685    9    0.086266    0.007057
76    8.243116    10    0.067858    0.004248
77    8.310974    9    0.149791    0.011862
78    8.460765    8    0.350687    0.020879
79    8.811452    9    0.073694    0.007763
80    8.885146    8    0.262916    0.014596
81    9.148062    9    0.050056    0.005063
82    9.198118    10    0.184739    0.009766
83    9.382857    9    0.065637    0.004805
84    9.448494    8    0.220126    0.011151
85    9.66862    7    0.394927    0.036449
86    10.063547    6    0.093303    0.008935
87    10.15685    5    0.094506    0.008881
88    10.251356    6    0.101556    0.009658
89    10.352912    7    0.11671    0.010645
90    10.469622    8    0.117458    0.010704
91    10.58708    7    0.298467    0.024612
92    10.885547    6    0.238257    0.020462
93    11.123804    5    0.062395    0.005285
94    11.186199    6    0.038917    0.003386
95    11.225116    7    0.062331    0.005204
96    11.287447    8    0.151057    0.012359
97    11.438504    9    0.072541    0.005541
98    11.511045    10    0.082697    0.00401
99    11.593742    9    0.044454    0.002845
100    11.638196    10    0.064736    0.003096
101    11.702932    9    0.02938    0.001862
102    11.732312    10    0.101794    0.004798
103    11.834106    9    0.04725    0.002958
104    11.881356    10    0.094392    0.004372
105    11.975748    9    0.191895    0.011716
106    12.167643    8    1.120385    0.047006
107    13.288028    9    0.082092    0.005468
108    13.37012    8    0.550571    0.020309
109    13.920691    9    0.176964    0.011168
110    14.097655    8    1.059898    0.034932
111    15.157553    9    0.096518    0.005612
112    15.254071    10    0.125506    0.003819
113    15.379577    9    0.028483    0.001456
114    15.40806    10    0.155381    0.004644
115    15.563441    9    0.047939    0.002419
116    15.61138    10    0.169808    0.004974
117    15.781188    9    0.042813    0.002132
118    15.824001    8    0.237475    0.006782
119    16.061476    7    0.120085    0.006585
120    16.181561    6    0.187037    0.010808
121    16.368598    5    0.120105    0.006969
122    16.488703    4    0.056531    0.003355
123    16.545234    5    0.164073    0.009715
124    16.709307    6    0.120422    0.007004
125    16.829729    7    0.080465    0.004524
126    16.910194    8    0.152722    0.008388
127    17.062916    9    0.05844    0.003027
128    17.121356    10    0.04909    0.001389
129    17.170446    9    0.148268    0.006871
130    17.318714    8    0.796401    0.021492
131    18.115115    9    0.067365    0.003298
132    18.18248    10    0.073999    0.001902
133    18.256479    9    0.108506    0.004764
134    18.364985    10    0.040604    0.001038
135    18.405589    9    0.122154    0.005287
136    18.527743    10    0.130844    0.003317
137    18.658587    9    0.070622    0.003009
138    18.729209    10    0.150111    0.003751
139    18.87932    9    0.09375    0.003937
140    18.97307    10    0.061254    0.001515
141    19.034324    9    0.090957    0.003773
142    19.125281    10    0.094603    0.002321
143    19.219884    9    0.099879    0.004087
144    19.319763    10    0.045393    0.001106
145    19.365156    9    0.056369    0.002285
146    19.421525    8    0.174842    0.004215
147    19.596367    7    0.266458    0.012007
148    19.862825    6    0.073001    0.003438
149    19.935826    5    0.25159    0.011895
150    20.187416    6    0.152047    0.0073
151    20.339463    5    0.229301    0.010512
152    20.568764    6    0.053012    0.002493
153    20.621776    7    0.111294    0.005006
154    20.73307    8    0.102381    0.004609
155    20.835451    7    0.133395    0.005653
156    20.968846    8    0.167928    0.007418
157    21.136774    7    0.159862    0.006635
158    21.296636    8    0.059328    0.002575
159    21.355964    9    0.128347    0.005243
160    21.484311    10    0.051614    0.001234
161    21.535925    9    0.051841    0.001935
162    21.587766    10    0.062274    0.001481
163    21.65004    9    0.1237    0.00457
164    21.77374    10    0.155798    0.003667
165    21.929538    9    0.066382    0.002418
166    21.99592    8    0.450617    0.010319
167    22.446537    9    0.04133    0.001613
168    22.487867    10    0.062043    0.001388
169    22.54991    9    0.151943    0.00538
170    22.701853    10    0.130091    0.002886
171    22.831944    9    0.09461    0.003299
172    22.926554    10    0.148914    0.003263
173    23.075468    9    0.130907    0.0045
174    23.206375    10    0.129908    0.002813
175    23.336283    9    0.030134    0.001025
176    23.366417    10    0.113157    0.002425
177    23.479574    9    0.031626    0.001069
178    23.5112    8    0.308987    0.006503
179    23.820187    9    0.101872    0.003761
180    23.922059    10    0.069267    0.001435
181    23.991326    9    0.165836    0.005474
182    24.157162    10    0.054334    0.00112
183    24.211496    9    0.08965    0.002923
184    24.301146    10    0.192089    0.003919
185    24.493235    9    0.069657    0.002244
186    24.562892    10    0.041649    0.000841
187    24.604541    9    0.055925    0.00179
188    24.660466    10    0.1112    0.002234
189    24.771666    9    0.099312    0.003148
190    24.870978    10    0.088112    0.001756
191    24.95909    9    0.174769    0.005465
192    25.133859    10    0.028585    0.000567
193    25.162444    9    0.105585    0.003262
194    25.268029    10    0.063395    0.001253
195    25.331424    9    0.088342    0.002703
196    25.419766    10    0.070782    0.001391
197    25.490548    9    0.053816    0.001634
198    25.544364    8    0.744725    0.014185
199    26.289089    9    0.096712    0.003263
200    26.385801    10    0.054198    0.001002
201    26.439999    9    0.085364    0.002516
202    26.525363    10    0.066789    0.001228
203    26.592152    9    0.165053    0.004812
204    26.757205    10    0.044622    0.000818
205    26.801827    9    0.132182    0.003807
206    26.934009    10    0.123709    0.002253
207    27.057718    9    0.182356    0.005173
208    27.240074    8    0.484144    0.008624
209    27.724218    7    0.514757    0.016267
210    28.238975    6    0.075778    0.002523
211    28.314753    7    0.090512    0.003018
212    28.405265    8    0.032088    0.001061
213    28.437353    9    0.196464    0.006017
214    28.633817    10    0.12994    0.002266
215    28.763757    9    0.057056    0.001544
216    28.820813    8    0.192239    0.003315
217    29.013052    9    0.179284    0.005359
218    29.192336    8    1.055102    0.017445
219    30.247438    9    0.155264    0.004452
220    30.402702    10    0.038542    0.000614
221    30.441244    9    0.100086    0.002589
222    30.54133    10    0.108824    0.001727
223    30.650154    9    0.117428    0.003009
224    30.767582    10    0.029323    0.000464
225    30.796905    9    0.099617    0.002532
226    30.896522    10    0.031137    0.000491
227    30.927659    9    0.037282    0.000943
228    30.964941    10    0.046744    0.000735
229    31.011685    9    0.132956    0.003341
230    31.144641    10    0.112871    0.001767
231    31.257512    9    0.078479    0.001953
232    31.335991    8    0.516035    0.00792
233    31.852026    7    0.348651    0.009458
234    32.200677    6    0.123282    0.00361
235    32.323959    5    0.1993    0.005826
236    32.523259    6    0.209059    0.006254
237    32.732318    5    0.098059    0.002823
238    32.830377    6    0.155249    0.004579
239    32.985626    7    0.136504    0.003885
240    33.12213    8    0.154212    0.004376
241    33.276342    7    0.254028    0.006579
242    33.53037    8    0.130431    0.003643
243    33.660801    7    0.309095    0.007847
244    33.969896    8    0.086355    0.002377
245    34.056251    7    0.254862    0.00635
246    34.311113    8    0.037889    0.001032
247    34.349002    9    0.081345    0.002005
248    34.430347    8    1.123754    0.01643
249    35.554101    9    0.08333    0.001991
250    35.637431    10    0.080751    0.001141
251    35.718182    9    0.056358    0.001269
252    35.77454    10    0.027869    0.000392
253    35.802409    9    0.176722    0.00395
254    35.979131    8    0.191336    0.002678
255    36.170467    9    0.049147    0.001156
256    36.219614    10    0.091057    0.001265
