l    time_i    C(l)    Tau_i     Delta_n
1    0.0    10    0.18457    1
2    0.18457    9    0.13862    1
3    0.32319    10    0.33763    0.21914
4    0.66082    9    0.29155    0.24191
5    0.95237    10    0.12077    0.05083
6    1.07314    9    0.21422    0.0997
7    1.28736    10    0.10637    0.0382
8    1.39373    9    0.25477    0.08309
9    1.6485    8    0.90083    0.19274
10    2.54933    9    0.35157    0.12119
11    2.9009    10    0.32254    0.04314
12    3.22344    9    0.21636    0.04536
13    3.4398    8    0.69612    0.07178
14    4.13592    7    0.83006    0.15294
15    4.96598    8    0.27681    0.0528
16    5.24279    9    0.2249    0.03186
17    5.46769    10    0.21051    0.01898
18    5.6782    9    0.13517    0.01868
19    5.81337    10    0.31553    0.02598
20    6.1289    9    0.14977    0.01899
21    6.27867    10    0.26437    0.01984
22    6.54304    9    0.20878    0.0243
23    6.75182    10    0.16244    0.01146
24    6.91426    9    0.30939    0.03286
25    7.22365    8    1.32072    0.07708
26    8.54437    9    0.11215    0.01083
27    8.65652    8    1.34404    0.05766
28    10.00056    9    0.16005    0.01336
29    10.16061    10    0.16433    0.00607
30    10.32494    9    0.35354    0.02696
31    10.67848    10    0.29873    0.01077
32    10.97721    9    0.10523    0.00753
33    11.08244    8    2.02129    0.06031
34    13.10373    9    0.22176    0.01451
35    13.32549    10    0.16205    0.0041
36    13.48754    9    0.21507    0.01293
37    13.70261    10    0.17056    0.00428
38    13.87317    9    0.14383    0.00834
39    14.017    10    0.19184    0.00474
40    14.20884    9    0.29191    0.01625
41    14.50075    10    0.23667    0.00576
42    14.73742    9    0.16492    0.00879
43    14.90234    10    0.24913    0.00592
44    15.15147    9    0.12465    0.00644
45    15.27612    10    0.1777    0.00414
46    15.45382    9    0.17179    0.00863
47    15.62561    10    0.31439    0.00716
48    15.94    9    0.34058    0.01634
49    16.28058    8    0.95562    0.02045
50    17.2362    7    0.71061    0.03523
51    17.94681    8    0.16209    0.00882
52    18.1089    9    0.16274    0.00762
53    18.27164    10    0.11881    0.00249
54    18.39045    9    0.30412    0.01288
55    18.69457    10    0.2241    0.00465
56    18.91867    9    0.11319    0.00465
57    19.03186    10    0.35169    0.00711
58    19.38355    9    0.14276    0.00571
59    19.52631    10    0.10493    0.00208
60    19.63124    9    0.29108    0.01135
61    19.92232    10    0.12837    0.00254
62    20.05069    9    0.23476    0.00887
63    20.28545    8    2.00981    0.03612
64    22.29526    9    0.13088    0.00511
65    22.42614    8    0.89311    0.01411
66    23.31925    9    0.15311    0.00571
67    23.47236    10    0.11737    0.00178
68    23.58973    9    0.20985    0.00698
69    23.79958    10    0.13677    0.00207
70    23.93635    9    0.35394    0.01145
71    24.29029    8    1.30696    0.01886
72    25.59725    9    0.23262    0.00793
73    25.82987    10    0.28575    0.0039
74    26.11562    9    0.18688    0.00561
75    26.3025    10    0.15497    0.00209
76    26.45747    9    0.2287    0.00674
77    26.68617    10    0.2159    0.0029
78    26.90207    9    0.18627    0.00537
79    27.08834    10    0.35995    0.00475
80    27.44829    9    0.32104    0.009
81    27.76933    10    0.2645    0.00345
82    28.03383    9    0.22164    0.00606
83    28.25547    10    0.11374    0.00147
84    28.36921    9    0.12826    0.00345
85    28.49747    10    0.26174    0.00335
86    28.75921    9    0.27689    0.0073
87    29.0361    10    0.12977    0.00164
88    29.16587    9    0.1663    0.0043
89    29.33217    10    0.31083    0.0039
90    29.643    9    0.11462    0.00292
91    29.75762    10    0.2259    0.00279
92    29.98352    9    0.23422    0.00586
93    30.21774    10    0.11762    0.00144
94    30.33536    9    0.29315    0.00719
95    30.62851    10    0.35089    0.00428
96    30.9794    9    0.19619    0.0047
97    31.17559    10    0.29676    0.00356
98    31.47235    9    0.19561    0.0046
99    31.66796    10    0.13544    0.00161
100    31.8034    9    0.12358    0.00286
101    31.92698    10    0.35875    0.0042
102    32.28573    9    0.11829    0.0027
103    32.40402    10    0.35878    0.00412
104    32.7628    9    0.17956    0.00404
105    32.94236    10    0.1791    0.00203
106    33.12146    9    0.14927    0.00332
107    33.27073    8    1.57872    0.01706
108    34.84945    9    0.11898    0.00308
109    34.96843    8    1.13277    0.01135
110    36.1012    7    1.05135    0.02563
111    37.15255    8    0.16566    0.00439
112    37.31821    9    0.23409    0.00549
113    37.5523    10    0.16894    0.00168
114    37.72124    9    0.17779    0.0036
115    37.89903    10    0.2759    0.00273
116    38.17493    9    0.1893    0.00378
117    38.36423    8    1.92647    0.01803
118    40.2907    9    0.2121    0.00463
119    40.5028    10    0.16745    0.00149
120    40.67025    9    0.15723    0.00298
121    40.82748    10    0.20717    0.00184
122    41.03465    9    0.27734    0.00519
123    41.31199    10    0.13982    0.00124
124    41.45181    9    0.13019    0.00241
125    41.582    10    0.12397    0.00109
126    41.70597    9    0.22552    0.00413
127    41.93149    10    0.18632    0.00164
128    42.11781    9    0.20298    0.00367
129    42.32079    10    0.3427    0.00298
130    42.66349    9    0.17656    0.00314
131    42.84005    10    0.33002    0.00283
132    43.17007    9    0.15908    0.0028
133    43.32915    10    0.30446    0.00258
134    43.63361    9    0.1914    0.00331
135    43.82501    8    0.61237    0.00509
136    44.43738    7    0.76008    0.01496
137    45.19746    8    0.18413    0.004
138    45.38159    9    0.10582    0.00203
139    45.48741    10    0.32462    0.00269
140    45.81203    9    0.14053    0.00235
141    45.95256    8    0.8137    0.00658
142    46.76626    9    0.16963    0.00317
143    46.93589    10    0.24971    0.00198
144    47.1856    9    0.24714    0.00402
145    47.43274    10    0.1205    0.00095
146    47.55324    9    0.19958    0.00321
147    47.75282    10    0.34617    0.00271
148    48.09899    9    0.24927    0.00395
149    48.34826    10    0.15022    0.00117
150    48.49848    9    0.35108    0.00548
151    48.84956    10    0.10371    0.0008
152    48.95327    9    0.24694    0.00381
153    49.20021    10    0.31456    0.00244
154    49.51477    9    0.15283    0.00232
155    49.6676    8    1.59689    0.01192
156    51.26449    7    0.80387    0.01365
157    52.06836    6    0.50721    0.0095
158    52.57557    7    0.12402    0.00235
159    52.69959    8    0.29388    0.00541
160    52.99347    9    0.27643    0.00452
161    53.2699    10    0.36738    0.0027
162    53.63728    9    0.13739    0.00197
163    53.77467    10    0.19399    0.00141
164    53.96866    9    0.16869    0.0024
165    54.13735    10    0.15138    0.0011
166    54.28873    9    0.20558    0.00289
167    54.49431    10    0.1627    0.00117
168    54.65701    9    0.19673    0.00274
169    54.85374    10    0.10159    0.00073
170    54.95533    9    0.2471    0.00342
171    55.20243    10    0.23073    0.00166
172    55.43316    9    0.22973    0.00314
173    55.66289    10    0.17043    0.00121
174    55.83332    9    0.22304    0.00302
175    56.05636    10    0.18508    0.00131
176    56.24144    9    0.19603    0.00262
177    56.43747    10    0.24217    0.00172
178    56.67964    9    0.17959    0.00239
179    56.85923    10    0.35026    0.00245
180    57.20949    9    0.31358    0.00411
181    57.52307    10    0.21326    0.00149
182    57.73633    9    0.26452    0.00343
183    58.00085    10    0.1023    0.00071
184    58.10315    9    0.284    0.00363
185    58.38715    10    0.20787    0.00144
186    58.59502    9    0.15968    0.00202
187    58.7547    10    0.23109    0.00159
188    58.98579    9    0.17722    0.00223
189    59.16301    10    0.26043    0.00178
190    59.42344    9    0.13608    0.00169
191    59.55952    10    0.28627    0.00194
192    59.84579    9    0.32685    0.00403
193    60.17264    10    0.33031    0.00222
194    60.50295    9    0.34805    0.00423
195    60.851    10    0.14645    0.00097
196    60.99745    9    0.12876    0.00155
197    61.12621    10    0.12652    0.00085
198    61.25273    9    0.33284    0.00398
199    61.58557    10    0.3479    0.00231
200    61.93347    9    0.14466    0.00171
201    62.07813    10    0.2439    0.0016
202    62.32203    9    0.33579    0.00392
203    62.65782    10    0.13871    0.0009
204    62.79653    9    0.12533    0.00145
205    62.92186    10    0.26751    0.00174
206    63.18937    9    0.18954    0.00218
207    63.37891    10    0.11199    0.00073
208    63.4909    9    0.32341    0.00368
209    63.81431    8    1.62273    0.01025
210    65.43704    7    1.02283    0.01374
211    66.45987    8    0.14973    0.0022
212    66.6096    7    0.61929    0.0081
213    67.22889    8    0.18087    0.00262
214    67.40976    7    0.42561    0.00547
215    67.83537    8    0.21484    0.00307
216    68.05021    9    0.35665    0.00451
217    68.40686    10    0.26208    0.00163
218    68.66894    9    0.19868    0.00214
219    68.86762    8    1.92876    0.01169
220    70.79638    9    0.24178    0.00295
221    71.03816    10    0.23855    0.00141
222    71.27671    9    0.29174    0.00306
223    71.56845    10    0.10135    0.0006
224    71.6698    9    0.26364    0.00274
225    71.93344    8    0.89331    0.00518
226    72.82675    9    0.17634    0.0021
227    73.00309    10    0.26546    0.00151
228    73.26855    9    0.29089    0.00296
229    73.55944    10    0.3405    0.00193
230    73.89994    9    0.1425    0.00143
231    74.04244    10    0.13743    0.00078
232    74.17987    9    0.32861    0.00329
233    74.50848    10    0.31789    0.00178
234    74.82637    9    0.14161    0.00141
235    74.96798    10    0.13803    0.00078
236    75.10601    9    0.26995    0.00266
237    75.37596    10    0.16595    0.00093
238    75.54191    9    0.31355    0.00307
239    75.85546    10    0.12825    0.00071
240    75.98371    9    0.16256    0.00158
241    76.14627    10    0.14347    0.0008
242    76.28974    9    0.23498    0.00227
243    76.52472    10    0.13859    0.00077
244    76.66331    9    0.10372    0.00099
245    76.76703    10    0.18274    0.00101
246    76.94977    9    0.13002    0.00124
247    77.07979    10    0.3205    0.00176
248    77.40029    9    0.13805    0.00131
249    77.53834    10    0.36221    0.00196
250    77.90055    9    0.24124    0.00227
251    78.14179    10    0.12625    0.00069
252    78.26804    9    0.18274    0.00171
253    78.45078    10    0.36176    0.00194
254    78.81254    9    0.20812    0.00193
255    79.02066    10    0.21694    0.00116
256    79.2376    9    0.28892    0.00266
257    79.52652    10    0.31952    0.0017
258    79.84604    9    0.10385    0.00095
259    79.94989    10    0.25532    0.00135
260    80.20521    9    0.12478    0.00114
261    80.32999    8    1.2093    0.00626
262    81.53929    9    0.29078    0.00312
263    81.83007    10    0.19859    0.00101
264    82.02866    9    0.26699    0.00238
265    82.29565    10    0.14128    0.00072
266    82.43693    9    0.28711    0.00254
267    82.72404    8    0.71206    0.00359
268    83.4361    9    0.1903    0.002
269    83.6264    10    0.13065    0.00065
270    83.75705    9    0.15488    0.00136
271    83.91193    10    0.10052    0.0005
272    84.01245    9    0.20101    0.00174
273    84.21346    10    0.14345    0.00071
274    84.35691    9    0.1339    0.00116
275    84.49081    10    0.26472    0.00131
276    84.75553    9    0.21051    0.00181
277    84.96604    10    0.17507    0.00087
278    85.14111    9    0.17053    0.00146
279    85.31164    10    0.23304    0.00115
280    85.54468    9    0.16807    0.00143
281    85.71275    10    0.16374    0.0008
282    85.87649    9    0.17005    0.00144
283    86.04654    10    0.17701    0.00087
284    86.22355    9    0.23845    0.002
285    86.462    8    1.48098    0.0071
286    87.94298    9    0.11125    0.00111
287    88.05423    10    0.19203    0.0009
288    88.24626    9    0.26359    0.00218
289    88.50985    10    0.12271    0.00058
290    88.63256    9    0.17341    0.00142
291    88.80597    10    0.13602    0.00063
292    88.94199    9    0.25606    0.00208
293    89.19805    10    0.35251    0.00164
294    89.55056    9    0.14165    0.00115
295    89.69221    10    0.23497    0.00108
296    89.92718    9    0.18115    0.00146
297    90.10833    10    0.15794    0.00073
298    90.26627    9    0.32075    0.00257
299    90.58702    10    0.14477    0.00067
300    90.73179    9    0.23037    0.00183
301    90.96216    10    0.18079    0.00083
302    91.14295    9    0.36798    0.0029
303    91.51093    10    0.22574    0.00104
304    91.73667    9    0.19579    0.00153
305    91.93246    10    0.22552    0.00103
306    92.15798    9    0.12375    0.00096
307    92.28173    10    0.21747    0.00099
308    92.4992    9    0.17743    0.00138
309    92.67663    10    0.25807    0.00116
310    92.9347    9    0.17262    0.00133
311    93.10732    8    1.12284    0.00501
312    94.23016    7    0.90407    0.00845
313    95.13423    8    0.19512    0.00201
314    95.32935    9    0.22052    0.00204
315    95.54987    10    0.21854    0.00097
316    95.76841    9    0.23338    0.00176
317    96.00179    10    0.19012    0.00084
318    96.19191    9    0.27946    0.00209
319    96.47137    10    0.18624    0.00082
320    96.65761    9    0.19378    0.00145
321    96.85139    8    1.76443    0.00761
322    98.61582    7    0.69319    0.00616
323    99.30901    6    0.6933    0.00677
324    100.00231    7    0.11722    0.00117
325    100.11953    8    0.14291    0.00138
326    100.26244    9    0.32676    0.00285
327    100.5892    8    1.92427    0.00804
328    102.51347    9    0.15361    0.00131
329    102.66708    8    0.6757    0.00275
330    103.34278    9    0.24119    0.00204
