l    time_i    C(l)    Tau_i     Delta_n
1    0.0    7    0.088986    1
2    0.088986    6    0.063076    1
3    0.152062    5    0.078958    0.141771
4    0.23102    6    0.136573    0.371533
5    0.367593    5    0.148753    0.156468
6    0.516346    6    0.044097    0.057871
7    0.560443    7    0.106856    0.069644
8    0.667299    8    0.103075    0.121152
9    0.770374    9    0.06945    0.082696
10    0.839824    10    0.108161    0.114096
11    0.947985    9    0.098562    0.094178
12    1.046547    10    0.122172    0.093732
13    1.168719    9    0.148888    0.10347
14    1.317607    10    0.050132    0.030245
15    1.367739    9    0.05544    0.031907
16    1.423179    10    0.062619    0.03384
17    1.485798    9    0.033371    0.017488
18    1.519169    10    0.119696    0.056541
19    1.638865    9    0.036091    0.017127
20    1.674956    8    0.752578    0.224361
21    2.427534    9    0.060721    0.023705
22    2.488255    10    0.061979    0.012433
23    2.550234    9    0.092982    0.030041
24    2.643216    10    0.048186    0.009252
25    2.691402    9    0.051274    0.015462
26    2.742676    10    0.08908    0.016254
27    2.831756    9    0.071845    0.020229
28    2.903601    10    0.034054    0.005945
29    2.937655    9    0.085321    0.02257
30    3.022976    10    0.120603    0.019979
31    3.143579    9    0.0392    0.009677
32    3.182779    10    0.133661    0.020432
33    3.31644    9    0.119194    0.027235
34    3.435634    8    0.211395    0.029233
35    3.647029    9    0.130683    0.033359
36    3.777712    10    0.053753    0.00692
37    3.831465    9    0.141841    0.027945
38    3.973306    10    0.075818    0.00945
39    4.049124    9    0.121158    0.022064
40    4.170282    10    0.038699    0.004688
41    4.208981    9    0.036556    0.00637
42    4.245537    8    0.459576    0.049763
43    4.705113    9    0.0316    0.006301
44    4.736713    10    0.03382    0.003285
45    4.770533    9    0.105648    0.016526
46    4.876181    10    0.088796    0.008436
47    4.964977    9    0.083379    0.0124
48    5.048356    10    0.054416    0.005035
49    5.102772    9    0.048639    0.006998
50    5.151411    10    0.030207    0.002753
51    5.181618    9    0.091677    0.012791
52    5.273295    8    0.754194    0.059887
53    6.027489    9    0.033214    0.005214
54    6.060703    10    0.060028    0.004138
55    6.120731    9    0.12044    0.014691
56    6.241171    10    0.059453    0.004048
57    6.300624    9    0.072703    0.008544
58    6.373327    8    0.443943    0.028101
59    6.81727    7    0.08995    0.012401
60    6.90722    8    0.131804    0.018274
61    7.039024    9    0.063216    0.008375
62    7.10224    10    0.037799    0.002262
63    7.140039    9    0.082839    0.008812
64    7.222878    10    0.029223    0.001739
65    7.252101    9    0.052121    0.005427
66    7.304222    10    0.05252    0.003098
67    7.356742    9    0.121764    0.012322
68    7.478506    8    0.585572    0.031965
69    8.064078    9    0.060343    0.006986
70    8.124421    10    0.065683    0.003309
71    8.190104    9    0.084475    0.007827
72    8.274579    10    0.028869    0.001444
73    8.303448    9    0.074953    0.006796
74    8.378401    8    0.353329    0.01696
75    8.73173    9    0.046825    0.005005
76    8.778555    10    0.140138    0.00637
77    8.918693    9    0.028974    0.002487
78    8.947667    10    0.037409    0.001669
79    8.985076    9    0.034721    0.00295
80    9.019797    10    0.042089    0.001865
81    9.061886    9    0.035078    0.002948
82    9.096964    10    0.087046    0.003811
83    9.18401    9    0.061593    0.005088
84    9.245603    10    0.082286    0.003548
85    9.327889    9    0.125703    0.010117
86    9.453592    8    0.35611    0.014763
87    9.809702    9    0.076609    0.007286
88    9.886311    10    0.04422    0.001766
89    9.930531    9    0.101033    0.007682
90    10.031564    10    0.080922    0.003209
91    10.112486    9    0.029744    0.00222
92    10.14223    10    0.07396    0.002892
93    10.21619    9    0.086309    0.006338
94    10.302499    10    0.12145    0.00468
95    10.423949    9    0.108061    0.007727
96    10.53201    10    0.144303    0.00545
97    10.676313    9    0.149788    0.01036
98    10.826101    8    0.328344    0.011953
99    11.154445    9    0.12196    0.010173
100    11.276405    10    0.082529    0.002911
101    11.358934    9    0.049106    0.003232
102    11.40804    10    0.0431    0.001507
103    11.45114    9    0.128967    0.008336
104    11.580107    10    0.043136    0.001505
105    11.623243    9    0.072494    0.004593
106    11.695737    10    0.050221    0.001743
107    11.745958    9    0.117829    0.007326
108    11.863787    10    0.053068    0.001835
109    11.916855    9    0.090771    0.00553
110    12.007626    10    0.062407    0.002143
111    12.070033    9    0.085709    0.005129
112    12.155742    8    0.366698    0.012197
113    12.52244    7    0.101042    0.007503
114    12.623482    6    0.11087    0.008501
115    12.734352    7    0.127707    0.009598
116    12.862059    6    0.259551    0.019152
117    13.12161    5    0.087149    0.00632
118    13.208759    6    0.074367    0.005522
119    13.283126    7    0.045445    0.003245
120    13.328571    6    0.313477    0.021827
121    13.642048    7    0.04677    0.003246
122    13.688818    8    0.036268    0.002453
123    13.725086    9    0.045516    0.003092
124    13.770602    10    0.11258    0.003716
125    13.883182    9    0.048509    0.002635
126    13.931691    8    0.421734    0.013413
127    14.353425    9    0.098461    0.006371
128    14.451886    10    0.134063    0.004108
129    14.585949    9    0.038932    0.002037
130    14.624881    10    0.037098    0.001124
131    14.661979    9    0.11704    0.006048
132    14.779019    10    0.029993    0.000907
133    14.809012    9    0.044579    0.002276
134    14.853591    10    0.083777    0.002514
135    14.937368    9    0.099912    0.005032
136    15.03728    8    0.483607    0.014004
137    15.520887    9    0.039985    0.002399
138    15.560872    10    0.041052    0.00115
139    15.601924    9    0.058694    0.002853
140    15.660618    10    0.054724    0.001525
141    15.715342    9    0.074874    0.0036
142    15.790216    10    0.077995    0.002158
143    15.868211    9    0.070248    0.003335
144    15.938459    10    0.035447    0.000975
145    15.973906    9    0.081274    0.003818
146    16.05518    10    0.107331    0.00293
147    16.162511    9    0.064661    0.002996
148    16.227172    10    0.072629    0.001963
149    16.299801    9    0.067701    0.003102
150    16.367502    10    0.036995    0.000994
151    16.404497    9    0.082033    0.003719
152    16.48653    10    0.087742    0.002344
153    16.574272    9    0.031963    0.001434
154    16.606235    10    0.093664    0.002476
155    16.699899    9    0.076215    0.003385
156    16.776114    10    0.042799    0.001124
157    16.818913    9    0.044434    0.001956
158    16.863347    10    0.08446    0.002202
159    16.947807    9    0.098996    0.004307
160    17.046803    10    0.03436    0.000891
161    17.081163    9    0.060643    0.002611
162    17.141806    10    0.073288    0.00189
163    17.215094    9    0.118423    0.005031
164    17.333517    10    0.146721    0.003742
165    17.480238    9    0.050436    0.002111
166    17.530674    10    0.031166    0.000788
167    17.56184    9    0.112182    0.004647
168    17.674022    10    0.050767    0.001279
169    17.724789    9    0.123305    0.005031
170    17.848094    10    0.0364    0.000914
171    17.884494    9    0.076214    0.003071
172    17.960708    10    0.103894    0.002591
173    18.064602    9    0.03353    0.001338
174    18.098132    10    0.061783    0.001527
175    18.159915    9    0.068636    0.002718
176    18.228551    10    0.052222    0.001284
177    18.280773    9    0.14645    0.005722
178    18.427223    10    0.028421    0.000697
179    18.455644    9    0.110695    0.00426
180    18.566339    10    0.108171    0.002636
181    18.67451    9    0.044686    0.0017
182    18.719196    8    0.316431    0.007544
183    19.035627    7    0.246446    0.012063
184    19.282073    8    0.110732    0.005409
185    19.392805    9    0.033333    0.0016
186    19.426138    10    0.072769    0.001707
187    19.498907    9    0.106562    0.003924
188    19.605469    10    0.030101    0.000703
189    19.63557    9    0.057716    0.002106
190    19.693286    10    0.06123    0.001425
191    19.754516    9    0.134753    0.004859
192    19.889269    10    0.070558    0.001632
193    19.959827    9    0.110872    0.00394
194    20.070699    10    0.077823    0.001789
195    20.148522    9    0.139768    0.004895
196    20.28829    10    0.047916    0.001096
197    20.336206    9    0.059963    0.002077
198    20.396169    10    0.040479    0.000922
199    20.436648    9    0.137948    0.004726
200    20.574596    10    0.076215    0.001728
201    20.650811    9    0.066461    0.00225
202    20.717272    10    0.061735    0.001391
203    20.779007    9    0.040979    0.001377
204    20.819986    10    0.147247    0.003286
205    20.967233    9    0.061836    0.002061
206    21.029069    10    0.10443    0.002304
207    21.133499    9    0.102601    0.003383
208    21.2361    10    0.042501    0.000932
209    21.278601    9    0.0362    0.001184
210    21.314801    10    0.129827    0.002823
211    21.444628    9    0.053216    0.001728
212    21.497844    10    0.106715    0.002296
213    21.604559    9    0.073914    0.002379
214    21.678473    10    0.127802    0.002722
215    21.806275    9    0.067658    0.002156
216    21.873933    8    0.183324    0.003851
217    22.057257    9    0.030279    0.001287
218    22.087536    10    0.088849    0.001844
219    22.176385    9    0.035167    0.001107
220    22.211552    10    0.056076    0.001157
221    22.267628    9    0.061077    0.001911
222    22.328705    10    0.027967    0.000575
223    22.356672    9    0.048009    0.001494
224    22.404681    10    0.028068    0.000575
225    22.432749    9    0.086854    0.002685
226    22.519603    10    0.091532    0.001869
227    22.611135    9    0.078556    0.002405
228    22.689691    10    0.043553    0.000885
229    22.733244    9    0.031375    0.000955
230    22.764619    10    0.116534    0.002351
231    22.881153    9    0.029156    0.000883
232    22.910309    10    0.096655    0.001932
233    23.006964    9    0.063946    0.001923
234    23.07091    10    0.146487    0.002898
235    23.217397    9    0.06537    0.001948
236    23.282767    10    0.081661    0.001601
237    23.364428    9    0.028803    0.000854
238    23.393231    10    0.058085    0.001132
239    23.451316    9    0.043702    0.001289
240    23.495018    10    0.068022    0.001319
241    23.56304    9    0.058314    0.00171
242    23.621354    8    0.835699    0.015618
243    24.457053    9    0.117865    0.004526
244    24.574918    10    0.042224    0.000761
245    24.617142    9    0.091067    0.002592
246    24.708209    10    0.065349    0.001175
247    24.773558    9    0.054082    0.001528
248    24.82764    10    0.086991    0.001555
249    24.914631    9    0.031166    0.000876
250    24.945797    8    0.355399    0.006245
251    25.301196    7    0.367863    0.013483
252    25.669059    6    0.13268    0.004916
253    25.801739    7    0.045006    0.001692
254    25.846745    8    0.098799    0.003622
255    25.945544    9    0.063303    0.002259
256    26.008847    10    0.097877    0.001701
257    26.106724    9    0.082396    0.002245
258    26.18912    10    0.032944    0.00057
259    26.222064    9    0.137918    0.003723
260    26.359982    10    0.113288    0.001951
261    26.47327    9    0.059243    0.001584
262    26.532513    8    0.389156    0.00658
263    26.921669    9    0.064184    0.002208
264    26.985853    10    0.063405    0.001054
265    27.049258    9    0.074774    0.001966
266    27.124032    8    0.677829    0.010981
267    27.801861    7    0.139641    0.00464
268    27.941502    6    0.207267    0.007005
269    28.148769    5    0.174237    0.005982
270    28.323006    4    0.04809    0.001679
271    28.371096    5    0.141772    0.004972
272    28.512868    6    0.129725    0.004481
273    28.642593    7    0.038148    0.001286
274    28.680741    6    0.283713    0.00926
275    28.964454    5    0.115905    0.00385
276    29.080359    4    0.235725    0.007921
277    29.316084    3    0.076087    0.002576
278    29.392171    2    0.129677    0.004393
279    29.521848    3    0.335039    0.011221
280    29.856887    2    0.082634    0.002748
281    29.939521    3    0.136283    0.00448
282    30.075804    4    0.063184    0.002082
283    30.138988    3    0.120964    0.003969
284    30.259952    2    0.177184    0.005769
285    30.437136    3    0.08708    0.002809
286    30.524216    2    0.098177    0.003159
287    30.622393    1    0.113604    0.003629
288    30.735997    0    0.042983    0.001397
289    30.77898    1    0.047617    0.001545
290    30.826597    0    0.166526    0.005366
291    30.993123    1    0.106703    0.003426
292    31.099826    0    0.129438    0.004117
293    31.229264    1    0.173356    0.005493
294    31.40262    0    0.222618    0.006963
295    31.625238    1    0.055147    0.001723
296    31.680385    0    0.186165    0.005738
297    31.86655    1    0.147643    0.004557
298    32.014193    0    0.057373    0.001747
299    32.071566    1    0.136333    0.004163
300    32.207899    0    0.192432    0.005791
301    32.400331    1    0.162318    0.004882
302    32.562649    0    0.071137    0.002113
303    32.633786    1    0.192788    0.005723
304    32.826574    2    0.588142    0.017028
305    33.414716    1    0.057026    0.00167
306    33.471742    0    0.091187    0.002582
307    33.562929    1    0.06844    0.001973
308    33.631369    0    0.214752    0.006015
309    33.846121    1    0.162166    0.004615
310    34.008287    0    0.066224    0.001831
311    34.074511    1    0.174231    0.0049
312    34.248742    0    0.088798    0.002433
313    34.33754    1    0.074906    0.002086
314    34.412446    0    0.168055    0.004561
315    34.580501    1    0.185963    0.005116
316    34.766464    2    0.33811    0.008998
317    35.104574    1    0.085723    0.002386
318    35.190297    0    0.062926    0.001652
319    35.253223    1    0.115899    0.00312
320    35.369122    0    0.180045    0.00468
321    35.549167    1    0.070809    0.001887
322    35.619976    0    0.16492    0.004238
323    35.784896    1    0.080982    0.00214
324    35.865878    0    0.054459    0.001388
325    35.920337    1    0.187624    0.004914
326    36.107961    2    0.287551    0.007225
327    36.395512    1    0.116158    0.00311
328    36.51167    0    0.142591    0.003531
329    36.654261    1    0.171522    0.004386
330    36.825783    0    0.163124    0.003989
331    36.988907    1    0.195201    0.004921
332    37.184108    0    0.050197    0.001215
333    37.234305    1    0.11082    0.002768
334    37.345125    0    0.065042    0.001565
335    37.410167    1    0.158392    0.003921
336    37.568559    0    0.190663    0.004539
337    37.759222    1    0.208724    0.005093
338    37.967946    0    0.147675    0.003468
339    38.115621    1    0.055769    0.001347
340    38.17139    0    0.210963    0.004902
341    38.382353    1    0.047148    0.00113
342    38.429501    0    0.16818    0.003864
343    38.597681    1    0.050779    0.001208
344    38.64846    2    0.376257    0.008516
345    39.024717    3    0.117336    0.002927
346    39.142053    4    0.189117    0.004741
347    39.33117    5    0.168414    0.004227
348    39.499584    6    0.07763    0.001928
349    39.577214    7    0.083528    0.002047
350    39.660742    8    0.075411    0.001809
351    39.736153    9    0.071644    0.001703
352    39.807797    8    0.370521    0.005612
353    40.178318    9    0.036177    0.00085
354    40.214495    10    0.031137    0.000466
355    40.245632    9    0.098804    0.001972
356    40.344436    10    0.092876    0.001387
357    40.437312    9    0.028626    0.000568
358    40.465938    10    0.129835    0.001927
359    40.595773    9    0.11682    0.002307
360    40.712593    10    0.028463    0.00042
361    40.741056    9    0.07201    0.001415
362    40.813066    10    0.035845    0.000528
363    40.848911    9    0.096593    0.001888
364    40.945504    8    0.241765    0.003537
365    41.187269    9    0.077955    0.001787
366    41.265224    10    0.069353    0.001006
367    41.334577    9    0.084214    0.001627
368    41.418791    8    0.371809    0.005335
369    41.7906    9    0.085746    0.001934
370    41.876346    10    0.065742    0.000933
371    41.942088    9    0.12908    0.002459
372    42.071168    10    0.071544    0.001011
373    42.142712    9    0.088192    0.001669
374    42.230904    10    0.139414    0.001959
375    42.370318    9    0.062741    0.00118
376    42.433059    10    0.063448    0.000887
377    42.496507    9    0.056132    0.001052
378    42.552639    10    0.041251    0.000575
379    42.59389    9    0.112395    0.002096
380    42.706285    10    0.039866    0.000554
381    42.746151    9    0.046577    0.000865
382    42.792728    8    0.412833    0.005675
383    43.205561    7    0.107735    0.002349
384    43.313296    8    0.043909    0.000968
385    43.357205    9    0.03745    0.000813
386    43.394655    10    0.129632    0.001758
387    43.524287    9    0.033714    0.000617
388    43.558001    8    0.303582    0.004074
389    43.861583    9    0.044182    0.000948
390    43.905765    10    0.056954    0.000758
391    43.962719    9    0.072374    0.001312
392    44.035093    10    0.115648    0.001532
393    44.150741    9    0.12544    0.00226
394    44.276181    8    0.37558    0.004916
395    44.651761    9    0.148592    0.003124
396    44.800353    10    0.042458    0.00055
397    44.842811    9    0.098949    0.001757
398    44.94176    10    0.079581    0.001028
399    45.021341    9    0.082387    0.001455
400    45.103728    8    0.184935    0.002373
401    45.288663    9    0.146675    0.003033
402    45.435338    10    0.145509    0.001852
403    45.580847    9    0.04239    0.000741
404    45.623237    10    0.044143    0.000559
405    45.66738    9    0.102209    0.001779
406    45.769589    10    0.07238    0.000914
407    45.841969    9    0.036815    0.000638
408    45.878784    10    0.118042    0.001484
409    45.996826    9    0.062325    0.001077
410    46.059151    10    0.061244    0.000766
411    46.120395    9    0.09313    0.001601
412    46.213525    10    0.033109    0.000414
413    46.246634    9    0.080234    0.001373
414    46.326868    10    0.035119    0.000437
415    46.361987    9    0.032393    0.000553
416    46.39438    10    0.109815    0.001365
417    46.504195    9    0.074954    0.001274
