l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.344919    1
2    0.344919    8    2.025348    1
3    2.370267    9    0.325733    0.103239
4    2.696    10    0.257821    0.021712
5    2.953821    9    0.347153    0.105167
6    3.300974    10    0.325763    0.027696
7    3.626737    9    0.319785    0.073274
8    3.946522    10    0.521017    0.039527
9    4.467539    9    0.396101    0.069284
10    4.86364    10    0.289681    0.020038
11    5.153321    9    0.479001    0.067502
12    5.632322    10    0.227225    0.015234
13    5.859547    9    0.219053    0.026553
14    6.0786    8    2.905739    0.129385
15    8.984339    9    0.267441    0.026749
16    9.25178    8    1.649525    0.044146
17    10.901305    9    0.418682    0.033804
18    11.319987    10    0.332118    0.00785
19    11.652105    9    0.497322    0.034748
20    12.149427    10    0.468388    0.011046
21    12.617815    9    0.213643    0.01367
22    12.831458    10    0.270195    0.006154
23    13.101653    9    0.236407    0.01438
24    13.33806    10    0.304074    0.006793
25    13.642134    9    0.393406    0.022464
26    14.03554    10    0.48737    0.01066
27    14.52291    9    0.530746    0.027726
28    15.053656    10    0.40033    0.008586
29    15.453986    9    0.253493    0.012345
30    15.707479    10    0.498728    0.010272
31    16.206207    9    0.466227    0.021259
32    16.672434    10    0.283404    0.005723
33    16.955838    9    0.39591    0.01696
34    17.351748    10    0.44562    0.00881
35    17.797368    9    0.314422    0.012728
36    18.11179    10    0.241001    0.004655
37    18.352791    9    0.362074    0.01401
38    18.714865    8    2.842154    0.047775
39    21.557019    9    0.322703    0.013821
40    21.879722    10    0.398379    0.005806
41    22.278101    9    0.492385    0.016359
42    22.770486    10    0.361594    0.005215
43    23.13208    9    0.491339    0.015479
44    23.623419    10    0.387958    0.005532
45    24.011377    9    0.426033    0.012781
46    24.43741    8    2.210692    0.028902
47    26.648102    9    0.211467    0.007377
48    26.859569    10    0.192724    0.002314
49    27.052293    9    0.346042    0.00944
50    27.398335    10    0.483269    0.005739
51    27.881604    9    0.398488    0.010462
52    28.280092    10    0.291137    0.003413
53    28.571229    9    0.503017    0.012712
54    29.074246    10    0.326464    0.003809
55    29.40071    9    0.515027    0.012483
56    29.915737    10    0.267956    0.003112
57    30.183693    9    0.359318    0.008414
58    30.543011    10    0.505125    0.005778
59    31.048136    9    0.503667    0.011358
60    31.551803    10    0.219901    0.00249
61    31.771704    9    0.477962    0.010408
62    32.249666    10    0.370254    0.004163
63    32.61992    9    0.326232    0.006885
64    32.946152    10    0.253752    0.00282
65    33.199904    9    0.314043    0.006474
66    33.513947    10    0.20069    0.002214
67    33.714637    9    0.309911    0.00625
68    34.024548    8    2.022404    0.021072
