l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.108134    1
2    0.108134    10    0.110113    1
3    0.218247    9    0.034337    0.068588
4    0.252584    10    0.047924    0.089953
5    0.300508    9    0.187376    0.201976
6    0.487884    8    0.171441    0.175797
7    0.659325    9    0.038881    0.055687
8    0.698206    8    0.325785    0.168019
9    1.023991    9    0.191322    0.151449
10    1.215313    10    0.044674    0.016339
11    1.259987    9    0.059504    0.033291
12    1.319491    10    0.079201    0.026588
13    1.398692    9    0.176342    0.080794
14    1.575034    10    0.094533    0.028612
15    1.669567    9    0.035535    0.013779
16    1.705102    10    0.057854    0.016002
17    1.762956    9    0.094725    0.033601
18    1.857681    10    0.040317    0.01059
19    1.897998    9    0.079277    0.025393
20    1.977275    10    0.036339    0.009176
21    2.013614    9    0.036515    0.010954
22    2.050129    10    0.062607    0.01506
23    2.112736    9    0.098945    0.027549
24    2.211681    10    0.030634    0.007048
25    2.242315    9    0.079021    0.020216
26    2.321336    10    0.156727    0.033237
27    2.478063    9    0.089066    0.020838
28    2.567129    10    0.056663    0.011011
29    2.623792    9    0.027931    0.006202
30    2.651723    8    0.743522    0.110407
31    3.395245    9    0.174823    0.045649
32    3.570068    10    0.08837    0.010229
33    3.658438    9    0.18055    0.032804
34    3.838988    10    0.032987    0.003755
35    3.871975    9    0.03105    0.005311
36    3.903025    10    0.084547    0.009362
37    3.987572    9    0.163103    0.026304
38    4.150675    10    0.054735    0.005915
39    4.20541    9    0.156366    0.023221
40    4.361776    10    0.150719    0.015643
41    4.512495    9    0.033276    0.004663
42    4.545771    10    0.190779    0.018396
43    4.73655    9    0.052879    0.007145
44    4.789429    8    1.034278    0.078945
45    5.823707    9    0.195979    0.030292
46    6.019686    10    0.082173    0.005201
47    6.101859    9    0.038174    0.00446
48    6.140033    10    0.052692    0.003274
49    6.192725    9    0.139634    0.015776
50    6.332359    10    0.083194    0.005125
51    6.415553    9    0.167977    0.017951
52    6.58353    8    0.416139    0.024117
53    6.999669    9    0.05446    0.007057
54    7.054129    10    0.047964    0.002609
55    7.102093    9    0.138318    0.013536
56    7.240411    10    0.082472    0.004454
57    7.322883    9    0.09542    0.008985
58    7.418303    8    0.908722    0.043529
