l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.52558    1
2    0.52558    10    0.47672    1
3    1.0023    9    0.22524    0.18349
4    1.22754    10    0.32864    0.12917
5    1.55618    9    0.49542    0.20653
6    2.0516    10    0.21629    0.05793
7    2.26789    9    0.28222    0.0755
8    2.55011    10    0.37287    0.07646
9    2.92298    9    0.21547    0.0451
10    3.13845    10    0.43306    0.06738
11    3.57151    9    0.51963    0.08369
12    4.09114    10    0.5222    0.06262
13    4.61334    9    0.27377    0.03491
14    4.88711    10    0.42661    0.04168
15    5.31372    9    0.27002    0.03005
16    5.58374    10    0.26213    0.02254
17    5.84587    9    0.41961    0.04083
18    6.26548    10    0.29457    0.02313
19    6.56005    9    0.36849    0.03129
20    6.92854    10    0.37196    0.02644
21    7.3005    9    0.30825    0.02348
22    7.60875    10    0.34814    0.02244
23    7.95689    9    0.39131    0.02698
24    8.3482    10    0.2738    0.01633
25    8.622    9    0.24909    0.0158
26    8.87109    10    0.27    0.01513
27    9.14109    9    0.50006    0.02907
28    9.64115    8    2.811    0.11811
29    12.45215    9    0.45494    0.03376
30    12.90709    10    0.3574    0.01148
31    13.26449    9    0.25713    0.01254
32    13.52162    10    0.39011    0.01194
33    13.91173    9    0.46094    0.02106
34    14.37267    10    0.33624    0.00989
35    14.70891    9    0.46711    0.01982
36    15.17602    10    0.48495    0.01364
37    15.66097    9    0.21681    0.00868
38    15.87778    10    0.23707    0.0064
39    16.11485    9    0.30527    0.01176
40    16.42012    10    0.2628    0.00691
41    16.68292    9    0.20359    0.00755
42    16.88651    10    0.37313    0.00949
43    17.25964    9    0.35643    0.0127
44    17.61607    10    0.47121    0.01149
45    18.08728    9    0.2624    0.00894
46    18.34968    8    2.57516    0.05384
47    20.92484    9    0.26822    0.01206
48    21.19306    10    0.2807    0.00512
49    21.47376    9    0.35848    0.01103
50    21.83224    8    1.70126    0.02866
51    23.5335    9    0.41305    0.01634
52    23.94655    10    0.21747    0.00341
53    24.16402    9    0.46913    0.01321
54    24.63315    10    0.44777    0.00691
55    25.08092    9    0.29565    0.00799
56    25.37657    10    0.23542    0.00357
57    25.61199    9    0.46781    0.01222
