l    time_i    C(l)    Tau_i     Delta_n
1    0.0    8    0.054367    1
2    0.054367    7    0.34221    1
3    0.396577    8    0.087757    0.156351
4    0.484334    9    0.093435    0.047454
5    0.577769    10    0.09632    0.142889
6    0.674089    9    0.051993    0.071608
7    0.726082    10    0.04405    0.04961
8    0.770132    9    0.077321    0.085079
9    0.847453    10    0.114249    0.099121
10    0.961702    9    0.030286    0.026425
11    0.991988    10    0.028587    0.020822
12    1.020575    9    0.033378    0.026717
13    1.053953    10    0.049008    0.032494
14    1.102961    9    0.05529    0.039383
15    1.158251    10    0.114979    0.064403
16    1.27323    9    0.069934    0.041914
17    1.343164    10    0.098267    0.045476
18    1.441431    9    0.073376    0.037746
19    1.514807    10    0.038282    0.015774
20    1.553089    9    0.033109    0.01561
21    1.586198    10    0.085701    0.032396
22    1.671899    9    0.091788    0.038823
23    1.763687    10    0.05389    0.018396
24    1.817577    9    0.138149    0.050566
25    1.955726    10    0.103401    0.031643
26    2.059127    9    0.117101    0.036703
27    2.176228    10    0.065055    0.017999
28    2.241283    9    0.121613    0.033746
29    2.362896    8    0.299771    0.070092
30    2.662667    9    0.113081    0.034074
31    2.775748    8    0.239877    0.045398
32    3.015625    9    0.099299    0.026078
33    3.114924    10    0.053376    0.009105
34    3.1683    9    0.075118    0.01663
35    3.243418    10    0.143842    0.023025
36    3.38726    9    0.095486    0.019578
37    3.482746    10    0.082966    0.012387
38    3.565712    9    0.082083    0.015788
39    3.647795    10    0.069322    0.009898
40    3.717117    9    0.088239    0.016039
41    3.805356    10    0.058819    0.008097
42    3.864175    9    0.070254    0.012153
43    3.934429    8    0.164359    0.021349
44    4.098788    7    0.179209    0.035267
45    4.277997    8    0.039465    0.008837
46    4.317462    9    0.044344    0.008218
47    4.361806    10    0.137784    0.016552
48    4.49959    9    0.087947    0.013613
49    4.587537    10    0.130941    0.014793
50    4.718478    9    0.065783    0.009692
51    4.784261    10    0.086161    0.009287
52    4.870422    9    0.063382    0.009
53    4.933804    10    0.099473    0.010314
54    5.033277    9    0.118902    0.016101
55    5.152179    10    0.09766    0.009726
56    5.249839    9    0.087852    0.011315
57    5.337691    10    0.060893    0.005878
58    5.398584    9    0.101613    0.01256
59    5.500197    10    0.079069    0.007429
60    5.579266    9    0.066914    0.007964
61    5.64618    10    0.063209    0.005785
62    5.709389    9    0.143598    0.016383
63    5.852987    10    0.033229    0.002984
64    5.886216    9    0.0835    0.009138
65    5.969716    10    0.053008    0.004685
66    6.022724    9    0.052017    0.005543
67    6.074741    10    0.080953    0.006991
68    6.155694    9    0.046142    0.00481
69    6.201836    8    0.279143    0.022746
70    6.480979    9    0.123596    0.016197
71    6.604575    10    0.073769    0.005685
72    6.678344    9    0.091361    0.009005
73    6.769705    10    0.031705    0.002403
74    6.80141    9    0.078921    0.007569
75    6.880331    10    0.050464    0.003777
76    6.930795    9    0.058916    0.00552
77    6.989711    10    0.05146    0.003793
78    7.041171    9    0.065114    0.005973
