l    time_i    C(l)    Tau_i     Delta_n
1    0.0    4    0.105343    1
2    0.105343    5    0.052096    1
3    0.157439    6    0.117437    0.141371
4    0.274876    7    0.086153    0.238632
5    0.361029    8    0.129962    0.264693
6    0.490991    9    0.084235    0.146438
7    0.575226    10    0.068782    0.106803
8    0.644008    9    0.187898    0.225864
9    0.831906    10    0.039734    0.041816
10    0.87164    9    0.193702    0.142627
11    1.065342    10    0.049942    0.040219
12    1.115284    9    0.095675    0.051975
13    1.210959    8    0.64651    0.302515
14    1.857469    7    0.10117    0.049311
15    1.958639    8    0.134285    0.059904
16    2.092924    9    0.090632    0.037829
17    2.183556    10    0.068249    0.019135
18    2.251805    9    0.126477    0.041909
19    2.378282    10    0.058799    0.015268
20    2.437081    9    0.131015    0.038378
21    2.568096    10    0.085071    0.020427
22    2.653167    9    0.125868    0.032748
23    2.779035    10    0.037606    0.008465
24    2.816641    9    0.106539    0.02531
25    2.92318    8    0.522334    0.096901
26    3.445514    9    0.188837    0.047796
27    3.634351    10    0.10155    0.015387
28    3.735901    9    0.056854    0.01111
29    3.792755    10    0.121362    0.017283
30    3.914117    9    0.151207    0.027464
31    4.065324    10    0.133819    0.017759
32    4.199143    9    0.171076    0.02819
33    4.370219    10    0.043353    0.005477
34    4.413572    9    0.036535    0.005705
35    4.450107    10    0.036248    0.00449
36    4.486355    9    0.054568    0.008313
37    4.540923    10    0.187401    0.022061
38    4.728324    9    0.152069    0.021687
39    4.880393    10    0.179032    0.019429
40    5.059425    9    0.046448    0.006239
41    5.105873    10    0.047072    0.004877
42    5.152945    9    0.087238    0.011363
43    5.240183    8    1.00467    0.086372
44    6.244853    7    0.195457    0.02809
45    6.44031    8    0.141185    0.020572
46    6.581495    9    0.052526    0.007124
47    6.634021    10    0.086342    0.006202
48    6.720363    9    0.081485    0.008908
49    6.801848    10    0.071806    0.005044
50    6.873654    9    0.109382    0.011551
51    6.983036    10    0.037714    0.002611
52    7.02075    9    0.082065    0.008404
53    7.102815    10    0.059124    0.00404
54    7.161939    9    0.12148    0.01203
55    7.283419    10    0.0385    0.002597
56    7.321919    9    0.030375    0.002937
57    7.352294    10    0.053019    0.003533
58    7.405313    9    0.102871    0.009727
59    7.508184    10    0.040812    0.002686
60    7.548996    9    0.077718    0.007152
61    7.626714    10    0.132008    0.008495
62    7.758722    9    0.146869    0.013002
63    7.905591    10    0.055226    0.00347
64    7.960817    9    0.063417    0.005445
65    8.024234    10    0.119135    0.007326
66    8.143369    9    0.08031    0.006721
67    8.223679    10    0.071546    0.004299
68    8.295225    9    0.172045    0.013903
69    8.46727    10    0.117061    0.006877
70    8.584331    9    0.095063    0.007391
71    8.679394    10    0.074656    0.00429
72    8.75405    9    0.074424    0.005651
73    8.828474    10    0.058625    0.003317
74    8.887099    9    0.091921    0.006827
75    8.97902    10    0.048937    0.002736
76    9.027957    9    0.163433    0.011769
77    9.19139    10    0.085712    0.00472
78    9.277102    9    0.090084    0.006283
79    9.367186    10    0.109927    0.005926
80    9.477113    9    0.029569    0.002025
81    9.506682    10    0.080605    0.004259
82    9.587287    9    0.113034    0.007599
83    9.700321    10    0.144626    0.007463
84    9.844947    9    0.155491    0.010102
85    10.000438    8    0.482173    0.023382
86    10.482611    9    0.09079    0.008002
87    10.573401    10    0.137973    0.006304
88    10.711374    9    0.073665    0.004532
89    10.785039    10    0.076713    0.003437
90    10.861752    9    0.197783    0.011828
91    11.059535    10    0.100114    0.004417
92    11.159649    9    0.072225    0.004197
93    11.231874    10    0.148282    0.006401
94    11.380156    9    0.101872    0.005794
95    11.482028    10    0.123056    0.00519
96    11.605084    9    0.048278    0.002698
97    11.653362    10    0.071533    0.002968
98    11.724895    9    0.04787    0.002645
99    11.772765    10    0.185893    0.007547
100    11.958658    9    0.04832    0.002629
101    12.006978    10    0.179442    0.007069
102    12.18642    9    0.040824    0.00219
103    12.227244    8    0.924982    0.03339
104    13.152226    9    0.046135    0.003282
105    13.198361    8    0.23346    0.007705
106    13.431821    7    0.268561    0.018363
107    13.700382    6    0.148716    0.01042
108    13.849098    5    0.08077    0.005762
109    13.929868    6    0.095357    0.00669
110    14.025225    5    0.271586    0.01877
111    14.296811    6    0.049848    0.003398
112    14.346659    7    0.054111    0.003643
113    14.40077    8    0.089994    0.005972
114    14.490764    9    0.120763    0.007627
115    14.611527    10    0.148782    0.004851
116    14.760309    9    0.182491    0.008709
117    14.9428    8    0.501186    0.015666
118    15.443986    9    0.044176    0.002624
119    15.488162    10    0.144792    0.00434
120    15.632954    9    0.037604    0.001722
121    15.670558    8    0.289576    0.008446
122    15.960134    9    0.139203    0.007952
123    16.099337    10    0.081797    0.002334
124    16.181134    9    0.031959    0.001429
125    16.213093    10    0.041072    0.001163
126    16.254165    9    0.038384    0.001706
127    16.292549    10    0.047736    0.001345
128    16.340285    9    0.191466    0.008374
129    16.531751    10    0.032413    0.000911
130    16.564164    9    0.093165    0.004
131    16.657329    10    0.139647    0.003887
132    16.796976    9    0.150502    0.006337
133    16.947478    10    0.046087    0.001271
134    16.993565    9    0.066011    0.00274
135    17.059576    10    0.101431    0.002774
136    17.161007    9    0.035515    0.00146
137    17.196522    10    0.094664    0.00256
138    17.291186    9    0.10629    0.004321
139    17.397476    10    0.106804    0.002858
140    17.50428    9    0.190662    0.007593
141    17.694942    10    0.089986    0.002385
142    17.784928    9    0.105497    0.00412
143    17.890425    10    0.052126    0.001372
144    17.942551    9    0.131216    0.005049
145    18.073767    10    0.185695    0.004825
146    18.259462    9    0.157319    0.005924
147    18.416781    10    0.148713    0.003798
148    18.565494    9    0.088497    0.003274
149    18.653991    10    0.066161    0.001671
150    18.720152    9    0.140106    0.00511
151    18.860258    10    0.121899    0.003051
152    18.982157    9    0.074355    0.002672
153    19.056512    10    0.084624    0.002097
154    19.141136    9    0.130754    0.004638
155    19.27189    10    0.114793    0.002816
156    19.386683    9    0.034908    0.001224
157    19.421591    10    0.035463    0.000864
158    19.457054    9    0.061113    0.00213
159    19.518167    10    0.167616    0.004041
160    19.685783    9    0.106844    0.003675
161    19.792627    10    0.052676    0.001256
162    19.845303    9    0.116289    0.00395
163    19.961592    10    0.109902    0.002601
164    20.071494    9    0.061039    0.002049
165    20.132533    10    0.085717    0.002011
166    20.21825    9    0.19356    0.006403
167    20.41181    10    0.073924    0.001722
168    20.485734    9    0.147604    0.004793
169    20.633338    10    0.039249    0.00091
170    20.672587    9    0.070562    0.002265
171    20.743149    10    0.132093    0.003038
172    20.875242    9    0.173904    0.0055
173    21.049146    10    0.14255    0.003238
174    21.191696    9    0.048902    0.001525
175    21.240598    10    0.098252    0.002207
176    21.33885    9    0.156847    0.004834
177    21.495697    10    0.160662    0.003568
178    21.656359    9    0.083171    0.002526
179    21.73953    10    0.036661    0.000807
180    21.776191    9    0.051529    0.001554
181    21.82772    10    0.190393    0.004149
182    22.018113    9    0.121535    0.003621
183    22.139648    10    0.06999    0.001508
184    22.209638    9    0.070914    0.002092
185    22.280552    10    0.162931    0.003475
186    22.443483    9    0.052415    0.001533
187    22.495898    10    0.029052    0.000614
188    22.52495    9    0.104946    0.003044
189    22.629896    8    0.611169    0.012576
190    23.241065    9    0.108514    0.004363
191    23.349579    10    0.032621    0.000653
192    23.3822    9    0.074484    0.00211
193    23.456684    10    0.162914    0.003236
194    23.619598    9    0.029823    0.000838
195    23.649421    10    0.063165    0.001243
196    23.712586    9    0.177214    0.004932
197    23.8898    10    0.066093    0.001295
198    23.955893    9    0.087283    0.002399
199    24.043176    8    0.923721    0.017388
200    24.966897    9    0.046208    0.001734
201    25.013105    10    0.056833    0.001028
202    25.069938    9    0.128264    0.003422
203    25.198202    10    0.058447    0.001053
204    25.256649    9    0.051751    0.00137
205    25.3084    10    0.095705    0.001715
206    25.404105    9    0.042352    0.001114
207    25.446457    10    0.119901    0.002132
208    25.566358    9    0.165561    0.004312
209    25.731919    8    0.283697    0.004973
210    26.015616    7    0.291464    0.010408
211    26.30708    8    0.088591    0.003275
212    26.395671    9    0.033568    0.00118
213    26.429239    10    0.043679    0.000759
214    26.472918    9    0.123863    0.003144
215    26.596781    10    0.046643    0.000808
216    26.643424    9    0.080783    0.002033
217    26.724207    8    0.328062    0.005605
218    27.052269    7    0.436605    0.014766
219    27.488874    8    0.164105    0.005776
220    27.652979    9    0.064342    0.002125
221    27.717321    10    0.078027    0.001319
222    27.795348    9    0.135421    0.003313
223    27.930769    10    0.036492    0.000614
224    27.967261    9    0.043268    0.001051
225    28.010529    10    0.085384    0.001432
226    28.095913    9    0.031496    0.000761
227    28.127409    10    0.184951    0.003072
228    28.31236    9    0.047324    0.001137
229    28.359684    10    0.040838    0.000673
230    28.400522    9    0.103102    0.002463
231    28.503624    10    0.043536    0.000716
232    28.54716    9    0.183665    0.004341
233    28.730825    10    0.06171    0.001012
234    28.792535    9    0.06864    0.001606
235    28.861175    10    0.046274    0.000756
236    28.907449    9    0.12441    0.002889
237    29.031859    10    0.197603    0.003203
238    29.229462    9    0.131559    0.003019
239    29.361021    10    0.077143    0.00124
240    29.438164    9    0.104432    0.002374
241    29.542596    10    0.100984    0.001613
242    29.64358    9    0.051951    0.001173
243    29.695531    10    0.180436    0.002855
244    29.875967    9    0.06849    0.001535
245    29.944457    10    0.087641    0.001375
246    30.032098    9    0.115615    0.002571
247    30.147713    8    0.585529    0.008991
248    30.733242    9    0.040158    0.001203
249    30.7734    10    0.030309    0.000456
250    30.803709    9    0.111855    0.002442
251    30.915564    10    0.058465    0.000878
252    30.974029    9    0.097739    0.002117
253    31.071768    10    0.072851    0.00109
254    31.144619    9    0.038734    0.000835
255    31.183353    10    0.123888    0.001842
256    31.307241    9    0.079216    0.001697
257    31.386457    10    0.069424    0.001027
258    31.455881    9    0.033194    0.000707
259    31.489075    10    0.040226    0.000592
260    31.529301    9    0.032872    0.000699
261    31.562173    10    0.088465    0.001298
262    31.650638    9    0.194855    0.004107
263    31.845493    8    0.717212    0.010275
264    32.562705    9    0.116063    0.003285
265    32.678768    10    0.037547    0.000526
266    32.716315    9    0.028189    0.000581
267    32.744504    10    0.158123    0.002202
268    32.902627    9    0.031568    0.000649
269    32.934195    10    0.033275    0.000461
270    32.96747    9    0.074528    0.001526
271    33.041998    10    0.058668    0.00081
272    33.100666    9    0.05156    0.00105
273    33.152226    10    0.129269    0.001776
274    33.281495    9    0.036839    0.000748
275    33.318334    10    0.029568    0.000404
276    33.347902    9    0.087089    0.001759
277    33.434991    8    0.480448    0.006475
278    33.915439    9    0.066785    0.001817
279    33.982224    10    0.135449    0.001793
280    34.117673    9    0.050674    0.001009
281    34.168347    10    0.034188    0.00045
282    34.202535    9    0.052606    0.001043
283    34.255141    10    0.113177    0.001485
284    34.368318    9    0.060378    0.001192
285    34.428696    10    0.070596    0.000922
286    34.499292    9    0.045128    0.000887
287    34.54442    10    0.066458    0.000865
288    34.610878    9    0.039779    0.000779
289    34.650657    8    0.267656    0.00345
290    34.918313    9    0.127713    0.00337
291    35.046026    10    0.079514    0.001016
292    35.12554    9    0.063388    0.001229
293    35.188928    10    0.136976    0.00174
294    35.325904    9    0.053308    0.001028
295    35.379212    10    0.050954    0.000644
296    35.430166    9    0.078175    0.001501
297    35.508341    10    0.102912    0.001295
298    35.611253    9    0.059067    0.001128
299    35.67032    10    0.068371    0.000857
300    35.738691    9    0.041451    0.000789
301    35.780142    10    0.047287    0.000591
302    35.827429    9    0.045441    0.000862
303    35.87287    10    0.087225    0.001086
304    35.960095    9    0.109483    0.002065
305    36.069578    10    0.040265    0.0005
306    36.109843    9    0.046375    0.00087
307    36.156218    8    1.036987    0.012509
308    37.193205    7    0.320141    0.007902
309    37.513346    6    0.270935    0.006999
310    37.784281    7    0.076826    0.002002
311    37.861107    8    0.1341    0.00342
312    37.995207    7    0.618877    0.014731
313    38.614084    6    0.324247    0.008046
314    38.938331    5    0.231115    0.005814
315    39.169446    4    0.116268    0.002931
316    39.285714    5    0.042046    0.001068
317    39.32776    6    0.226081    0.005646
318    39.553841    7    0.032904    0.000814
319    39.586745    8    0.057361    0.001388
320    39.644106    7    0.113208    0.002582
321    39.757314    8    0.04106    0.000988
322    39.798374    9    0.178205    0.004032
323    39.976579    10    0.062214    0.000739
324    40.038793    9    0.163796    0.002888
325    40.202589    10    0.051182    0.000607
326    40.253771    9    0.118869    0.002079
327    40.37264    10    0.032906    0.000389
328    40.405546    9    0.11499    0.001999
329    40.520536    10    0.080702    0.000952
330    40.601238    9    0.114426    0.001975
331    40.715664    10    0.044118    0.000519
332    40.759782    9    0.140299    0.002406
333    40.900081    10    0.089541    0.00105
334    40.989622    9    0.029253    0.000499
335    41.018875    10    0.070792    0.000827
336    41.089667    9    0.063385    0.001078
337    41.153052    10    0.03639    0.000424
338    41.189442    9    0.17462    0.00295
339    41.364062    10    0.070508    0.00082
340    41.43457    9    0.038977    0.000654
341    41.473547    10    0.081894    0.000948
342    41.555441    9    0.043181    0.000723
343    41.598622    10    0.091553    0.001056
344    41.690175    9    0.068867    0.001148
345    41.759042    10    0.118994    0.001366
346    41.878036    9    0.13921    0.002306
347    42.017246    10    0.076129    0.00087
348    42.093375    9    0.092378    0.001521
349    42.185753    10    0.04466    0.000509
350    42.230413    9    0.11799    0.001931
351    42.348403    10    0.031    0.000353
352    42.379403    9    0.187901    0.003052
353    42.567304    8    0.793755    0.008864
354    43.361059    9    0.040384    0.000845
355    43.401443    8    0.34428    0.003745
356    43.745723    7    0.111176    0.002301
357    43.856899    6    0.149653    0.003267
358    44.006552    7    0.075406    0.001678
359    44.081958    8    0.059779    0.001297
360    44.141737    9    0.031875    0.000654
361    44.173612    10    0.052333    0.000565
362    44.225945    9    0.148076    0.002336
363    44.374021    10    0.047209    0.000509
364    44.42123    9    0.066858    0.001049
365    44.488088    10    0.111032    0.001192
366    44.59912    9    0.19012    0.002962
367    44.78924    10    0.071426    0.000764
368    44.860666    9    0.130861    0.002022
369    44.991527    10    0.105151    0.00112
370    45.096678    9    0.065298    0.001004
371    45.161976    10    0.183771    0.001945
372    45.345747    9    0.047512    0.000727
373    45.393259    10    0.03148    0.000332
374    45.424739    9    0.085087    0.001297
375    45.509826    10    0.038704    0.000408
376    45.54853    9    0.058069    0.000882
377    45.606599    8    0.481104    0.005007
378    46.087703    7    0.136247    0.002681
379    46.22395    8    0.103868    0.002148
380    46.327818    9    0.076028    0.001486
381    46.403846    10    0.1613    0.001656
382    46.565146    9    0.125405    0.001875
383    46.690551    10    0.045725    0.000468
384    46.736276    9    0.068136    0.001014
385    46.804412    10    0.051501    0.000526
386    46.855913    9    0.178178    0.002636
387    47.034091    10    0.080869    0.000823
388    47.11496    9    0.036232    0.000533
389    47.151192    10    0.151371    0.001533
390    47.302563    9    0.04527    0.000664
391    47.347833    10    0.110873    0.001117
392    47.458706    9    0.118464    0.001729
393    47.57717    10    0.141559    0.001419
394    47.718729    9    0.173882    0.002518
395    47.892611    10    0.117639    0.001174
396    48.01025    9    0.089046    0.00128
397    48.099296    10    0.050324    0.0005
398    48.14962    9    0.037029    0.00053
399    48.186649    10    0.153543    0.00152
400    48.340192    9    0.117266    0.001673
401    48.457458    10    0.076089    0.00075
402    48.533547    9    0.122677    0.00174
403    48.656224    10    0.123807    0.001216
404    48.780031    9    0.143061    0.002015
405    48.923092    10    0.128553    0.001256
406    49.051645    9    0.083792    0.001173
407    49.135437    10    0.102328    0.000995
408    49.237765    9    0.08929    0.001244
409    49.327055    10    0.098531    0.000955
410    49.425586    9    0.073697    0.001023
411    49.499283    10    0.068149    0.000658
412    49.567432    9    0.047016    0.00065
413    49.614448    10    0.134368    0.001292
414    49.748816    9    0.076793    0.001058
415    49.825609    10    0.119814    0.001147
416    49.945423    9    0.128206    0.001756
417    50.073629    10    0.133237    0.001269
418    50.206866    9    0.064798    0.000883
419    50.271664    10    0.104099    0.000986
420    50.375763    9    0.063423    0.000861
421    50.439186    10    0.076596    0.000724
422    50.515782    9    0.076136    0.00103
