l    time_i    C(l)    Tau_i     Delta_n
1    0.0    3    0.184828    1
2    0.184828    4    0.088884    1
3    0.273712    3    0.133012    0.327033
4    0.406724    2    0.082008    0.131128
5    0.488732    1    0.049519    0.057207
6    0.538251    2    0.593428    0.524378
7    1.131679    1    0.159099    0.097734
8    1.290778    0    0.069563    0.027627
9    1.360341    1    0.121863    0.082217
10    1.482204    2    0.182784    0.060676
11    1.664988    3    0.28125    0.110361
12    1.946238    4    0.084071    0.037772
13    2.030309    5    0.131191    0.056718
14    2.1615    6    0.100192    0.0443
15    2.261692    7    0.061224    0.026357
16    2.322916    8    0.154808    0.06248
17    2.477724    7    0.087323    0.034043
18    2.565047    8    0.148068    0.051281
19    2.713115    9    0.055111    0.019267
20    2.768226    10    0.103052    0.035891
21    2.871278    9    0.052962    0.018111
22    2.92424    10    0.044996    0.01462
23    2.969236    9    0.085013    0.027338
24    3.054249    10    0.100618    0.030347
25    3.154867    9    0.105928    0.031065
26    3.260795    8    0.582338    0.139972
27    3.843133    7    0.137872    0.033349
28    3.981005    8    0.042084    0.009665
29    4.023089    9    0.029342    0.006736
30    4.052431    10    0.122938    0.023406
31    4.175369    9    0.045458    0.010141
32    4.220827    8    0.665726    0.105446
33    4.886553    9    0.104812    0.019668
34    4.991365    10    0.052369    0.007014
35    5.043734    9    0.117833    0.02152
36    5.161567    10    0.048398    0.00628
37    5.209965    9    0.02898    0.005099
38    5.238945    10    0.031059    0.003959
39    5.270004    9    0.0984    0.016813
40    5.368404    10    0.085852    0.010605
41    5.454256    9    0.11629    0.01883
42    5.570546    10    0.086901    0.010294
43    5.657447    9    0.069165    0.010688
44    5.726612    10    0.037265    0.004293
45    5.763877    9    0.03833    0.005781
46    5.802207    10    0.052409    0.005926
47    5.854616    9    0.036564    0.005402
48    5.89118    10    0.066563    0.007353
49    5.957743    9    0.059105    0.008512
50    6.016848    10    0.119485    0.012739
51    6.136333    9    0.104579    0.014424
52    6.240912    10    0.074596    0.007648
53    6.315508    9    0.053602    0.007139
54    6.36911    10    0.050239    0.005032
55    6.419349    9    0.092381    0.01195
56    6.51173    10    0.148471    0.014333
57    6.660201    9    0.098691    0.01218
58    6.758892    10    0.066206    0.006151
59    6.825098    9    0.028602    0.003438
60    6.8537    10    0.117678    0.010626
61    6.971378    9    0.068682    0.008032
62    7.04006    10    0.065674    0.005754
63    7.105734    9    0.082235    0.009347
64    7.187969    10    0.057738    0.00495
65    7.245707    9    0.069626    0.007701
66    7.315333    10    0.029572    0.002496
67    7.344905    9    0.060559    0.006561
68    7.405464    10    0.114256    0.009428
69    7.51972    9    0.041296    0.004363
70    7.561016    8    0.220423    0.017371
71    7.781439    7    0.231696    0.027374
72    8.013135    8    0.145713    0.017091
73    8.158848    9    0.031626    0.003555
74    8.190474    8    0.270836    0.019719
75    8.46131    9    0.076688    0.008262
76    8.537998    10    0.125519    0.008692
77    8.663517    9    0.126426    0.011803
78    8.789943    10    0.1051    0.007055
79    8.895043    9    0.1213    0.010911
80    9.016343    10    0.118297    0.007713
81    9.13464    9    0.030353    0.002658
82    9.164993    10    0.132214    0.008379
83    9.297207    9    0.034842    0.002998
84    9.332049    10    0.11532    0.00711
85    9.447369    9    0.063817    0.005383
86    9.511186    10    0.03849    0.002331
87    9.549676    9    0.056911    0.004726
88    9.606587    10    0.071151    0.004252
89    9.677738    9    0.064072    0.005226
90    9.74181    10    0.043494    0.002564
91    9.785304    9    0.089606    0.007172
92    9.87491    10    0.118171    0.006837
93    9.993081    9    0.069008    0.005389
94    10.062089    10    0.102639    0.005799
95    10.164728    9    0.125233    0.009524
96    10.289961    10    0.030684    0.001706
97    10.320645    9    0.068193    0.005078
98    10.388838    10    0.097142    0.005325
99    10.48598    9    0.091064    0.006635
100    10.577044    8    0.626136    0.032038
101    11.20318    9    0.084126    0.006951
102    11.287306    10    0.097971    0.004687
103    11.385277    9    0.035824    0.002449
104    11.421101    10    0.133931    0.006274
105    11.555032    9    0.062036    0.00417
106    11.617068    8    0.776872    0.033697
107    12.39394    7    0.419609    0.030531
108    12.813549    6    0.27665    0.020325
109    13.090199    7    0.121878    0.009182
110    13.212077    8    0.133751    0.00944
111    13.345828    9    0.107508    0.007238
112    13.453336    10    0.097621    0.003911
113    13.550957    9    0.061074    0.003629
114    13.612031    10    0.129301    0.005092
115    13.741332    9    0.051456    0.00301
116    13.792788    10    0.095018    0.003679
117    13.887806    9    0.053343    0.003081
118    13.941149    8    0.509245    0.018884
119    14.450394    9    0.039158    0.002448
120    14.489552    10    0.129881    0.004604
121    14.619433    9    0.146089    0.008027
122    14.765522    10    0.094163    0.003286
123    14.859685    9    0.032351    0.001747
124    14.892036    10    0.100421    0.003458
125    14.992457    9    0.098776    0.005263
126    15.091233    10    0.127262    0.004315
127    15.218495    9    0.043624    0.002288
128    15.262119    10    0.040907    0.001371
129    15.303026    9    0.13577    0.007025
130    15.438796    10    0.138555    0.004589
131    15.577351    9    0.130339    0.006585
132    15.70769    10    0.03238    0.00106
133    15.74007    9    0.129062    0.006404
134    15.869132    10    0.098338    0.003192
135    15.96747    9    0.142533    0.006922
136    16.110003    10    0.098847    0.003167
137    16.20885    9    0.133544    0.006348
138    16.342394    10    0.075568    0.002395
139    16.417962    9    0.114801    0.005357
140    16.532763    10    0.077692    0.002437
141    16.610455    9    0.029539    0.001362
142    16.639994    10    0.050962    0.001587
143    16.690956    9    0.104786    0.004783
144    16.795742    10    0.068475    0.002116
145    16.864217    9    0.144394    0.006476
146    17.008611    10    0.028318    0.000869
147    17.036929    9    0.098739    0.00436
148    17.135668    8    0.230821    0.006976
149    17.366489    9    0.110384    0.005805
150    17.476873    10    0.12138    0.003593
151    17.598253    9    0.035062    0.001509
152    17.633315    10    0.080568    0.002357
153    17.713883    9    0.098794    0.004207
154    17.812677    10    0.068314    0.001982
155    17.880991    9    0.069804    0.002937
156    17.950795    10    0.028401    0.000819
