l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.252991    1
2    0.252991    10    0.342477    1
3    0.595468    9    0.207312    0.148525
4    0.80278    10    0.165108    0.097811
5    0.967888    9    0.168067    0.07759
6    1.135955    10    0.19657    0.081602
7    1.332525    9    0.305934    0.09867
8    1.638459    10    0.110193    0.035933
9    1.748652    9    0.159223    0.038865
10    1.907875    10    0.237269    0.063396
11    2.145144    9    0.312126    0.062269
12    2.45727    10    0.300322    0.062299
13    2.757592    9    0.193914    0.03221
14    2.951506    10    0.189128    0.032636
15    3.140634    9    0.227209    0.033104
16    3.367843    8    1.162649    0.139199
17    4.530492    7    0.426229    0.08599
18    4.956721    8    0.299892    0.05705
19    5.256613    9    0.273994    0.045525
20    5.530607    10    0.127717    0.011537
21    5.658324    9    0.149798    0.017464
22    5.808122    10    0.235779    0.019994
23    6.043901    9    0.116659    0.012744
24    6.16056    10    0.341452    0.026369
25    6.502012    9    0.298034    0.029719
26    6.800046    8    0.663443    0.044333
27    7.463489    9    0.253941    0.029818
28    7.71743    8    0.750346    0.041855
29    8.467776    9    0.290366    0.029418
30    8.758142    10    0.265514    0.013223
31    9.023656    9    0.285503    0.022542
32    9.309159    10    0.144005    0.006908
33    9.453164    9    0.10428    0.007822
34    9.557444    10    0.228194    0.010554
35    9.785638    9    0.346963    0.024511
36    10.132601    10    0.18222    0.008146
37    10.314821    9    0.219949    0.014547
38    10.53477    8    0.714981    0.029515
39    11.249751    9    0.274083    0.021153
40    11.523834    10    0.313922    0.011889
41    11.837756    9    0.255062    0.015126
42    12.092818    8    2.06672    0.065437
43    14.159538    9    0.169243    0.010545
44    14.328781    10    0.101753    0.002751
45    14.430534    9    0.138738    0.007145
46    14.569272    10    0.131005    0.003505
47    14.700277    9    0.151815    0.00762
48    14.852092    10    0.102054    0.002702
49    14.954146    9    0.125698    0.006165
50    15.079844    10    0.217901    0.005674
51    15.297745    9    0.254971    0.012087
52    15.552716    10    0.361475    0.009145
53    15.914191    9    0.314064    0.014155
54    16.228255    10    0.161932    0.004004
55    16.390187    9    0.179182    0.007786
56    16.569369    10    0.18885    0.004594
57    16.758219    9    0.185905    0.00785
58    16.944124    10    0.243003    0.005792
59    17.187127    9    0.17198    0.007052
60    17.359107    10    0.221818    0.00517
61    17.580925    9    0.166039    0.006628
62    17.746964    10    0.136933    0.003141
63    17.883897    9    0.280424    0.01087
64    18.164321    10    0.15443    0.003509
65    18.318751    9    0.11    0.004154
66    18.428751    10    0.181987    0.004069
67    18.610738    9    0.279797    0.01029
68    18.890535    10    0.314196    0.006885
69    19.204731    9    0.204069    0.007251
70    19.4088    10    0.196566    0.004212
71    19.605366    9    0.201494    0.006973
72    19.80686    10    0.199443    0.004205
73    20.006303    9    0.207293    0.006991
74    20.213596    8    1.151494    0.02283
75    21.36509    9    0.20665    0.008823
76    21.57174    10    0.111656    0.002093
77    21.683396    9    0.241538    0.007676
78    21.924934    8    1.173514    0.020879
79    23.098448    9    0.333591    0.013069
80    23.432039    10    0.258994    0.004359
81    23.691033    9    0.286709    0.008517
82    23.977742    10    0.274685    0.004549
83    24.252427    9    0.257425    0.007427
84    24.509852    10    0.350801    0.005693
85    24.860653    9    0.109564    0.003089
86    24.970217    10    0.129776    0.00207
87    25.099993    9    0.342158    0.009446
88    25.442151    10    0.11648    0.001852
89    25.558631    9    0.125314    0.003388
90    25.683945    10    0.306255    0.004801
91    25.9902    9    0.220996    0.005857
92    26.211196    8    1.680902    0.024569
93    27.892098    9    0.113115    0.003716
94    28.005213    8    1.160056    0.015339
95    29.165269    7    0.853412    0.026147
96    30.018681    6    0.537823    0.017425
97    30.556504    7    0.206757    0.006721
98    30.763261    6    0.358048    0.011192
99    31.121309    7    0.322833    0.010198
100    31.444142    6    0.403838    0.012198
101    31.84798    7    0.174549    0.00536
102    32.022529    6    0.23632    0.00696
103    32.258849    7    0.181965    0.005486
104    32.440814    6    0.300313    0.008653
105    32.741127    5    0.434611    0.012746
106    33.175738    4    0.302266    0.009029
107    33.478004    5    0.336316    0.009946
108    33.81432    6    0.401899    0.011641
109    34.216219    7    0.198885    0.005556
110    34.415104    6    0.394203    0.010621
111    34.809307    5    0.381177    0.010359
112    35.190484    6    0.344921    0.009512
113    35.535405    5    0.291764    0.007708
114    35.827169    6    0.163378    0.004406
115    35.990547    7    0.128403    0.003338
116    36.11895    8    0.270051    0.006902
117    36.389001    7    0.43506    0.010777
118    36.824061    8    0.166989    0.004171
119    36.99105    9    0.310365    0.007504
120    37.301415    10    0.124831    0.001693
121    37.426246    9    0.348541    0.007215
122    37.774787    10    0.109099    0.00147
123    37.883886    9    0.161203    0.003285
124    38.045089    10    0.186962    0.002499
125    38.232051    9    0.206283    0.00415
126    38.438334    10    0.289166    0.003818
127    38.7275    9    0.129417    0.002568
128    38.856917    10    0.149702    0.001954
129    39.006619    9    0.235312    0.004613
130    39.241931    10    0.240059    0.003102
131    39.48199    9    0.206986    0.003995
132    39.688976    10    0.205828    0.002629
133    39.894804    9    0.193108    0.003677
134    40.087912    10    0.16855    0.002132
135    40.256462    9    0.106533    0.002007
136    40.362995    10    0.236034    0.002956
137    40.599029    9    0.282383    0.005249
138    40.881412    10    0.106957    0.001328
139    40.988369    9    0.108999    0.002003
140    41.097368    10    0.30584    0.003759
141    41.403208    9    0.168874    0.003068
142    41.572082    8    1.540952    0.018126
143    43.113034    7    1.109084    0.022788
144    44.222118    6    0.566779    0.011805
145    44.788897    7    0.34721    0.007294
146    45.136107    8    0.226678    0.004606
147    45.362785    7    0.682885    0.013179
148    46.04567    6    0.534781    0.010543
149    46.580451    5    0.65449    0.013062
150    47.234941    4    0.281658    0.005775
151    47.516599    3    0.280839    0.005834
152    47.797438    4    0.288698    0.006004
153    48.086136    5    0.397188    0.008087
154    48.483324    6    0.140798    0.002807
155    48.624122    7    0.137963    0.002636
156    48.762085    8    0.317708    0.005903
157    49.079793    9    0.300198    0.005369
158    49.379991    10    0.25868    0.002886
159    49.638671    9    0.130327    0.002075
160    49.768998    10    0.117367    0.001299
161    49.886365    9    0.28603    0.004508
162    50.172395    10    0.295494    0.00324
163    50.467889    9    0.281322    0.004365
164    50.749211    10    0.257057    0.002785
165    51.006268    9    0.154767    0.002372
166    51.161035    10    0.201334    0.00216
167    51.362369    9    0.339842    0.005145
168    51.702211    10    0.26637    0.002829
169    51.968581    9    0.16124    0.002409
170    52.129821    10    0.110443    0.001164
171    52.240264    9    0.180423    0.002674
172    52.420687    10    0.241156    0.002523
173    52.661843    9    0.149496    0.002194
174    52.811339    8    0.83495    0.008557
175    53.646289    9    0.360177    0.005919
176    54.006466    8    1.897848    0.018477
177    55.904314    9    0.195241    0.003083
178    56.099555    10    0.173288    0.001624
179    56.272843    9    0.252093    0.00351
180    56.524936    10    0.34168    0.003172
181    56.866616    9    0.279566    0.003839
182    57.146182    8    1.710212    0.015315
183    58.856394    7    1.059493    0.015704
184    59.915887    8    0.342434    0.005246
185    60.258321    9    0.169078    0.002443
186    60.427399    10    0.21886    0.001893
187    60.646259    9    0.311663    0.004057
188    60.957922    10    0.190944    0.001639
189    61.148866    9    0.164347    0.002118
190    61.313213    8    0.596877    0.005059
191    61.91009    7    0.450229    0.006308
192    62.360319    6    0.433025    0.006348
193    62.793344    5    0.237673    0.003563
194    63.031017    4    0.240069    0.003696
195    63.271086    3    0.287446    0.00445
196    63.558532    2    0.405094    0.006305
197    63.963626    1    0.398998    0.006199
198    64.362624    0    0.342391    0.005292
199    64.705015    1    0.509537    0.007813
200    65.214552    2    1.283261    0.019197
201    66.497813    3    0.510129    0.007567
202    67.007942    4    0.31356    0.004609
203    67.321502    5    0.342345    0.004962
204    67.663847    6    0.213819    0.003063
205    67.877666    7    0.332494    0.004609
206    68.21016    6    0.263704    0.003547
207    68.473864    7    0.317935    0.00435
208    68.791799    8    0.250551    0.003331
209    69.04235    9    0.307103    0.003898
210    69.349453    10    0.271622    0.002228
211    69.621075    9    0.289115    0.003364
212    69.91019    10    0.272928    0.002219
213    70.183118    9    0.329641    0.00379
214    70.512759    10    0.2361    0.001904
215    70.748859    9    0.252735    0.002875
216    71.001594    10    0.269442    0.002155
217    71.271036    9    0.243948    0.002748
218    71.514984    8    1.819755    0.014129
219    73.334739    9    0.363055    0.00435
220    73.697794    10    0.216936    0.001636
221    73.91473    9    0.106641    0.001166
222    74.021371    8    0.752888    0.005603
223    74.774259    7    0.963211    0.011198
224    75.73747    6    0.502597    0.006079
225    76.240067    7    0.119853    0.00148
226    76.35992    8    0.192495    0.002303
227    76.552415    9    0.289188    0.003276
228    76.841603    8    1.779866    0.012745
