l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    2.226968    1
2    2.226968    10    1.627097    1
3    3.854065    9    3.45117    0.199447
4    7.305235    10    1.258194    0.114202
5    8.563429    9    1.846952    0.059777
6    10.410381    10    1.064175    0.067038
7    11.474556    9    2.651747    0.064611
8    14.126303    10    1.41048    0.065402
9    15.536783    9    3.568352    0.064434
10    19.105135    10    1.734483    0.05988
11    20.839618    9    3.740076    0.0518
12    24.579694    8    1.732653    0.046843
13    26.312347    9    1.194771    0.043435
14    27.507118    8    1.415907    0.033245
15    28.923025    9    1.16101    0.036998
16    30.084035    8    1.713639    0.035543
17    31.797674    9    1.458094    0.040596
18    33.255768    8    1.4255    0.026325
19    34.681268    7    0.638994    0.016102
20    35.320262    8    0.62487    0.017384
21    35.945132    9    1.655303    0.03857
22    37.600435    10    2.041676    0.033172
23    39.642111    9    1.973486    0.026505
24    41.615597    8    1.80204    0.026122
25    43.417637    9    0.740726    0.014415
26    44.158363    8    2.198572    0.028927
27    46.356935    7    0.913005    0.016461
28    47.26994    8    0.734107    0.015091
29    48.004047    7    1.130763    0.019292
30    49.13481    8    0.814555    0.015857
31    49.949365    9    0.973297    0.01571
32    50.922662    8    2.286076    0.026576
33    53.208738    9    1.352885    0.020198
34    54.561623    10    1.210619    0.013069
35    55.772242    9    2.907956    0.032266
36    58.680198    8    1.962384    0.019719
37    60.642582    9    1.656209    0.021666
38    62.298791    8    1.367888    0.012903
39    63.666679    7    1.37207    0.01683
40    65.038749    8    1.417049    0.020611
41    66.455798    9    0.743138    0.008688
42    67.198936    10    2.112583    0.018572
43    69.311519    9    2.425701    0.022902
44    71.73722    10    1.155026    0.009581
45    72.892246    9    2.552731    0.022327
46    75.444977    8    2.132888    0.016736
47    77.577865    9    0.99461    0.010212
48    78.572475    10    1.192725    0.008929
49    79.7652    9    2.563713    0.020465
50    82.328913    8    1.282043    0.009216
51    83.610956    7    0.708427    0.006795
52    84.319383    6    1.006614    0.011295
53    85.325997    5    0.602612    0.007013
54    85.928609    4    0.605419    0.006996
55    86.534028    3    0.510625    0.005866
56    87.044653    4    0.967766    0.010996
57    88.012419    3    0.422549    0.00475
58    88.434968    2    0.53637    0.005963
59    88.971338    3    2.188337    0.024006
60    91.159675    2    0.650306    0.006966
61    91.809981    1    0.339669    0.003598
62    92.14965    2    4.118497    0.042782
63    96.268147    1    0.529619    0.005328
64    96.797766    2    2.717527    0.026146
65    99.515293    1    0.663031    0.006415
66    100.178324    0    0.581116    0.005373
67    100.75944    1    0.52403    0.005174
68    101.28347    0    0.403764    0.00368
69    101.687234    1    0.838961    0.008141
70    102.526195    0    0.588579    0.005273
71    103.114774    1    0.41707    0.003975
72    103.531844    0    0.322993    0.002857
73    103.854837    1    0.428845    0.004042
74    104.283682    0    0.766708    0.006687
75    105.05039    1    0.535886    0.004969
76    105.586276    0    0.546423    0.004685
77    106.132699    1    0.539482    0.004926
78    106.672181    0    0.475682    0.004021
79    107.147863    1    0.576453    0.005187
80    107.724316    0    0.630865    0.005253
81    108.355181    1    0.411433    0.003648
82    108.766614    0    0.570174    0.00468
83    109.336788    1    0.566449    0.004953
84    109.903237    0    0.623681    0.005041
85    110.526918    1    0.328393    0.002832
86    110.855311    0    0.499515    0.003987
87    111.354826    1    0.763524    0.006494
88    112.11835    0    0.499062    0.003924
89    112.617412    1    0.388537    0.003257
90    113.005949    0    0.75412    0.005847
91    113.760069    1    0.357732    0.002961
92    114.117801    0    0.610495    0.004664
93    114.728296    1    0.40282    0.003295
94    115.131116    0    0.404995    0.003058
95    115.536111    1    0.841672    0.006789
96    116.377783    0    0.458947    0.003418
97    116.83673    1    0.373954    0.002974
98    117.210684    0    0.481183    0.003545
99    117.691867    1    0.731705    0.005743
100    118.423572    0    0.730268    0.005298
101    119.15384    1    0.434946    0.003361
102    119.588786    0    0.311922    0.002236
103    119.900708    1    0.599264    0.004581
104    120.499972    0    0.377544    0.00268
105    120.877516    1    0.358849    0.002714
106    121.236365    0    0.321562    0.002264
107    121.557927    1    0.648823    0.004855
108    122.20675    2    1.872208    0.012892
109    124.078958    3    1.207904    0.009352
110    125.286862    2    0.468084    0.003658
111    125.754946    3    0.9155    0.006944
112    126.670446    4    0.832959    0.006397
113    127.503405    5    1.306763    0.01007
114    128.810168    6    0.749933    0.005761
115    129.560101    5    0.744358    0.005686
116    130.304459    6    0.59178    0.004474
117    130.896239    5    0.622974    0.004688
118    131.519213    6    0.601674    0.004486
119    132.120887    7    0.759473    0.00563
120    132.88036    6    0.606579    0.004387
121    133.486939    5    0.580166    0.004239
122    134.067105    4    0.855998    0.006224
123    134.923103    3    0.289521    0.002105
124    135.212624    2    0.436456    0.003135
125    135.64908    1    0.281718    0.001983
126    135.930798    2    1.809872    0.011239
127    137.74067    1    0.462929    0.003201
128    138.203599    2    3.838295    0.022823
129    142.041894    1    0.395498    0.002648
130    142.437392    0    0.791439    0.004544
131    143.228831    1    0.511416    0.003283
132    143.740247    0    0.681959    0.003865
133    144.422206    1    0.404443    0.002569
134    144.826649    0    0.398618    0.002237
135    145.225267    1    0.406286    0.002559
136    145.631553    0    0.55564    0.003092
137    146.187193    1    0.36203    0.002261
138    146.549223    0    0.759092    0.004177
139    147.308315    1    0.772768    0.004766
140    148.081083    0    0.520052    0.002826
141    148.601135    1    0.407923    0.002488
142    149.009058    0    0.605859    0.003261
143    149.614917    1    0.345557    0.00209
144    149.960474    0    0.330277    0.001764
145    150.290751    1    0.46907    0.002816
146    150.759821    2    2.324717    0.012168
147    153.084538    1    0.329292    0.002049
148    153.41383    0    0.708186    0.003628
149    154.122016    1    0.443101    0.002593
150    154.565117    0    0.390949    0.001985
151    154.956066    1    0.509269    0.002955
152    155.465335    2    1.800786    0.008992
153    157.266121    1    0.598758    0.003616
154    157.864879    2    2.576096    0.012478
155    160.440975    1    0.595379    0.003515
156    161.036354    0    0.296616    0.001408
157    161.33297    1    0.436485    0.002435
158    161.769455    0    0.400127    0.001887
159    162.169582    1    0.54975    0.003042
160    162.719332    2    2.501464    0.011562
161    165.220796    1    0.418967    0.002399
162    165.639763    0    0.355437    0.001612
163    165.9952    1    0.506698    0.002737
164    166.501898    0    0.721922    0.003246
165    167.22382    1    0.785676    0.004196
166    168.009496    0    0.664619    0.002954
167    168.674115    1    0.677338    0.003573
168    169.351453    2    2.770898    0.012039
169    172.122351    1    0.375757    0.002065
170    172.498108    0    0.688469    0.002928
171    173.186577    1    0.339455    0.001745
172    173.526032    2    2.146788    0.00897
173    175.67282    1    0.488752    0.002627
174    176.161572    2    3.267455    0.013217
175    179.429027    3    0.945774    0.004957
176    180.374801    2    0.691681    0.003738
177    181.066482    1    0.420872    0.002182
178    181.487354    0    0.451289    0.001776
179    181.938643    1    0.411745    0.002023
180    182.350388    0    0.63305    0.002473
181    182.983438    1    0.679016    0.003305
182    183.662454    0    0.688814    0.002665
183    184.351268    1    0.456952    0.002203
184    184.80822    0    0.591144    0.002268
185    185.399364    1    0.34717    0.001662
186    185.746534    2    2.498511    0.009418
187    188.245045    1    0.454478    0.002265
188    188.699523    0    0.294178    0.001091
189    188.993701    1    0.381789    0.001793
190    189.37549    0    0.353555    0.001305
191    189.729045    1    0.750183    0.003497
192    190.479228    2    2.165893    0.007874
193    192.645121    1    0.281619    0.001372
194    192.92674    0    0.658896    0.002358
