l    time_i    C(l)    Tau_i     Delta_n
1    0.0    2    0.598075    1
2    0.598075    1    0.420528    1
3    1.018603    0    0.189287    0.064697
4    1.20789    1    0.496255    0.291205
5    1.704145    0    0.228635    0.063638
6    1.93278    1    0.397878    0.126883
7    2.330658    0    0.233082    0.051283
8    2.56374    1    0.307596    0.069765
9    2.871336    0    0.425655    0.072941
10    3.296991    1    0.446402    0.075784
11    3.743393    0    0.286667    0.039309
12    4.03006    1    0.255762    0.035272
13    4.285822    0    0.466729    0.053262
14    4.752551    1    0.320763    0.037898
15    5.073314    0    0.160812    0.016019
16    5.234126    1    0.263127    0.027521
17    5.497253    2    0.982333    0.080206
18    6.479586    1    0.507137    0.067875
19    6.986723    0    0.300504    0.020158
20    7.287227    1    0.527024    0.044419
21    7.814251    2    1.649537    0.087938
22    9.463788    3    0.582401    0.052289
23    10.046189    2    0.523001    0.049484
24    10.56919    1    0.220811    0.017541
25    10.790001    0    0.359449    0.015742
26    11.14945    1    0.252273    0.016143
27    11.401723    2    0.641817    0.025804
28    12.04354    1    0.361145    0.02493
29    12.404685    0    0.368316    0.013673
30    12.773001    1    0.359493    0.020373
31    13.132494    0    0.350766    0.012365
32    13.48326    1    0.52659    0.027477
33    14.00985    0    0.337288    0.011357
34    14.347138    1    0.354078    0.017113
35    14.701216    0    0.276165    0.008933
36    14.977381    1    0.389285    0.017709
37    15.366666    0    0.532969    0.016386
38    15.899635    1    0.555251    0.023352
39    16.454886    0    0.197218    0.005806
40    16.652104    1    0.245882    0.009787
41    16.897986    0    0.20715    0.005957
42    17.105136    1    0.5153    0.019504
43    17.620436    0    0.372567    0.010374
44    17.993003    1    0.329064    0.011758
45    18.322067    0    0.295564    0.007934
46    18.617631    1    0.340578    0.011652
47    18.958209    0    0.365991    0.009488
48    19.3242    1    0.594727    0.019223
49    19.918927    0    0.18858    0.004751
50    20.107507    1    0.232988    0.007195
51    20.340495    2    1.393802    0.032554
52    21.734297    3    0.527715    0.021423
53    22.262012    2    0.508043    0.021788
54    22.770055    3    0.844132    0.031634
55    23.614187    4    0.283757    0.011355
56    23.897944    5    0.167934    0.006978
57    24.065878    4    0.390041    0.015949
58    24.455919    3    0.303967    0.012192
59    24.759886    2    0.201069    0.007628
60    24.960955    1    0.364444    0.012394
61    25.325399    0    0.328484    0.007036
62    25.653883    1    0.378621    0.010173
63    26.032504    0    0.264059    0.005514
64    26.296563    1    0.39151    0.010158
65    26.688073    0    0.235914    0.004822
66    26.923987    1    0.333118    0.008372
67    27.257105    0    0.41512    0.008267
68    27.672225    1    0.299793    0.007304
69    27.972018    0    0.480614    0.009251
70    28.452632    1    0.483853    0.011366
71    28.936485    0    0.360038    0.006712
72    29.296523    1    0.233327    0.005313
73    29.52985    0    0.435412    0.007891
74    29.965262    1    0.3159    0.00701
75    30.281162    0    0.194496    0.003446
76    30.475658    1    0.366532    0.007927
77    30.84219    0    0.213191    0.003721
78    31.055381    1    0.184762    0.003912
79    31.240143    2    0.928513    0.015618
80    32.168656    1    0.2596    0.007052
81    32.428256    0    0.437301    0.007043
82    32.865557    1    0.543119    0.010965
83    33.408676    0    0.361715    0.005676
84    33.770391    1    0.238807    0.004685
85    34.009198    0    0.286517    0.004409
86    34.295715    1    0.347503    0.006673
87    34.643218    0    0.265888    0.004022
88    34.909106    1    0.46133    0.008624
89    35.370436    2    1.482499    0.02133
90    36.852935    1    0.413053    0.009854
91    37.265988    2    0.752872    0.010185
92    38.01886    3    0.316431    0.007277
93    38.335291    2    0.237199    0.005907
94    38.57249    1    0.170223    0.003845
95    38.742713    0    0.423133    0.005547
96    39.165846    1    0.482246    0.008347
97    39.648092    0    0.497353    0.006366
98    40.145445    1    0.17902    0.003027
99    40.324465    0    0.330813    0.004147
100    40.655278    1    0.284262    0.004732
101    40.93954    0    0.432887    0.005326
102    41.372427    1    0.272693    0.004454
103    41.64512    0    0.246342    0.00298
104    41.891462    1    0.373508    0.005988
105    42.26497    2    0.690658    0.008173
106    42.955628    3    0.667052    0.013516
107    43.62268    2    0.170064    0.003727
108    43.792744    1    0.378185    0.007457
109    44.170929    0    0.204163    0.002364
110    44.375092    1    0.218785    0.003372
111    44.593877    2    1.177441    0.01322
112    45.771318    3    0.303926    0.005727
113    46.075244    4    0.401805    0.008284
114    46.477049    3    0.179958    0.003818
115    46.657007    4    0.580569    0.011678
116    47.237576    3    0.343371    0.007117
117    47.580947    2    0.261817    0.005138
118    47.842764    1    0.474783    0.008525
119    48.317547    0    0.167867    0.001824
120    48.485414    1    0.24503    0.003566
121    48.730444    0    0.357423    0.003841
122    49.087867    1    0.183711    0.002639
123    49.271578    0    0.346981    0.003675
124    49.618559    1    0.431515    0.006097
125    50.050074    2    1.271418    0.01303
126    51.321492    3    0.559713    0.009357
127    51.881205    2    0.242061    0.00436
128    52.123266    3    0.820771    0.01331
129    52.944037    4    0.216778    0.003815
130    53.160815    5    0.424416    0.007772
131    53.585231    6    0.407703    0.007496
132    53.992934    5    0.505616    0.009278
133    54.49855    6    0.25261    0.004546
134    54.75116    5    0.195484    0.003525
135    54.946644    6    0.391418    0.006938
136    55.338062    5    0.346146    0.006138
137    55.684208    4    0.202036    0.003521
138    55.886244    3    0.404001    0.006995
139    56.290245    2    0.499131    0.008223
140    56.789376    3    0.587098    0.008757
141    57.376474    2    0.209778    0.003381
142    57.586252    1    0.19079    0.002799
143    57.777042    0    0.440695    0.004295
144    58.217737    1    0.531553    0.006723
145    58.74929    0    0.339381    0.003257
146    59.088671    1    0.466762    0.005783
147    59.555433    2    1.230806    0.011484
148    60.786239    1    0.250598    0.0035
149    61.036837    0    0.314912    0.002862
150    61.351749    1    0.58759    0.007019
151    61.939339    0    0.225024    0.002023
152    62.164363    1    0.314199    0.00369
153    62.478562    0    0.385428    0.003428
154    62.86399    1    0.177457    0.00206
155    63.041447    2    0.581663    0.005092
156    63.62311    1    0.302834    0.004051
157    63.925944    0    0.234809    0.002028
158    64.160753    1    0.243234    0.002774
159    64.403987    0    0.302679    0.00259
160    64.706666    1    0.377799    0.004255
161    65.084465    0    0.364604    0.003084
162    65.449069    1    0.366572    0.004067
163    65.815641    0    0.285886    0.002392
164    66.101527    1    0.568004    0.006196
165    66.669531    0    0.217092    0.0018
166    66.886623    1    0.322462    0.003465
167    67.209085    0    0.288144    0.002368
168    67.497229    1    0.387331    0.004107
169    67.88456    0    0.230221    0.001876
170    68.114781    1    0.313045    0.003278
171    68.427826    2    1.400999    0.011138
172    69.828825    1    0.261846    0.003226
173    70.090671    0    0.433117    0.003351
174    70.523788    1    0.206007    0.002102
175    70.729795    2    0.549203    0.00419
176    71.278998    1    0.337417    0.004065
177    71.616415    2    1.520859    0.011264
178    73.137274    3    0.729197    0.008505
179    73.866471    2    0.432117    0.005475
180    74.298588    3    0.4466    0.005102
181    74.745188    2    0.201963    0.002523
182    74.947151    3    0.273191    0.003084
183    75.220342    4    0.211107    0.002614
184    75.431449    5    0.445929    0.005735
185    75.877378    6    0.377464    0.004843
186    76.254842    5    0.352818    0.004542
187    76.60766    4    0.19471    0.002468
188    76.80237    5    0.335414    0.00422
189    77.137784    4    0.475599    0.005951
190    77.613383    5    0.402306    0.004983
191    78.015689    6    0.444691    0.005472
192    78.46038    5    0.667732    0.008288
193    79.128112    6    0.271157    0.00328
194    79.399269    5    0.539665    0.006575
195    79.938934    4    0.465722    0.005546
196    80.404656    5    0.507814    0.006041
197    80.91247    6    0.291101    0.003414
198    81.203571    7    0.345059    0.004096
199    81.54863    6    0.370372    0.004521
200    81.919002    5    0.487542    0.005703
201    82.406544    6    0.15368    0.001767
202    82.560224    7    0.196922    0.002281
203    82.757146    8    0.236969    0.002843
204    82.994115    9    0.26321    0.003161
205    83.257325    10    0.204262    0.002447
206    83.461587    9    0.231425    0.002765
207    83.693012    10    0.276914    0.003289
