l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.45307    1
2    0.45307    0    0.44681    1
3    0.89988    1    0.84381    0.24028
4    1.74369    0    0.58035    0.18573
5    2.32404    1    0.38269    0.06249
6    2.70673    0    0.39404    0.07886
7    3.10077    1    0.58105    0.07234
8    3.68182    0    0.76783    0.10596
9    4.44965    1    0.69043    0.06609
10    5.14008    0    0.59618    0.05967
11    5.73626    1    0.68491    0.05179
12    6.42117    2    0.97727    0.0748
13    7.39844    1    0.64439    0.08012
14    8.04283    2    0.9055    0.05385
15    8.94833    1    0.28364    0.02851
16    9.23197    0    0.33423    0.01727
17    9.5662    1    0.75219    0.04519
18    10.31839    0    0.3564    0.0172
19    10.67479    1    0.54236    0.02847
20    11.21715    0    0.43937    0.01968
21    11.65652    1    0.61404    0.02888
22    12.27056    0    0.62572    0.02559
23    12.89628    1    0.4922    0.02096
24    13.38848    0    0.31295    0.01188
25    13.70143    1    0.31786    0.01269
26    14.01929    0    0.75143    0.02642
27    14.77072    1    0.33646    0.01269
28    15.10718    0    0.46689    0.01512
29    15.57407    1    0.36833    0.01318
30    15.9424    0    0.41661    0.01276
31    16.35901    1    0.45113    0.01526
32    16.81014    2    1.52619    0.04178
33    18.33633    3    1.33149    0.06427
34    19.66782    2    0.39605    0.01974
35    20.06387    1    0.29191    0.01272
36    20.35578    2    0.93863    0.02264
37    21.29441    3    0.69151    0.02768
38    21.98592    4    0.44281    0.01939
39    22.42873    5    0.44969    0.01966
40    22.87842    6    0.5784    0.02466
41    23.45682    7    0.35723    0.015
42    23.81405    8    0.23948    0.00996
43    24.05353    9    0.2022    0.00834
44    24.25573    10    0.30346    0.01236
45    24.55919    9    0.48085    0.0192
46    25.04004    10    0.39825    0.01546
47    25.43829    9    0.45789    0.01735
48    25.89618    10    0.28733    0.01067
49    26.18351    9    0.39793    0.01444
50    26.58144    10    0.31528    0.01128
51    26.89672    9    0.25469    0.00891
52    27.15141    10    0.36612    0.01266
53    27.51753    9    0.24294    0.00825
54    27.76047    10    0.23008    0.00773
55    27.99055    9    0.45746    0.01503
56    28.44801    8    2.13762    0.06522
57    30.58563    9    0.25587    0.00824
58    30.8415    10    0.24229    0.00678
59    31.08379    9    0.3807    0.01121
60    31.46449    10    0.36766    0.00998
61    31.83215    9    0.46561    0.01321
62    32.29776    10    0.45937    0.01201
63    32.75713    9    0.37807    0.01031
64    33.1352    10    0.34811    0.00879
65    33.48331    9    0.48119    0.01268
66    33.9645    10    0.27882    0.00683
67    34.24332    9    0.21988    0.00564
68    34.4632    10    0.1925    0.00463
69    34.6557    9    0.41878    0.01049
70    35.07448    8    3.0121    0.06572
71    38.08658    9    0.51408    0.01315
72    38.60066    10    0.23382    0.00462
73    38.83448    9    0.3166    0.00712
74    39.15108    10    0.40411    0.00783
75    39.55519    9    0.34489    0.00756
76    39.90008    10    0.4756    0.00895
77    40.37568    9    0.35919    0.00767
78    40.73487    10    0.22548    0.00415
79    40.96035    9    0.21217    0.00444
80    41.17252    10    0.29483    0.00534
81    41.46735    9    0.47495    0.00972
82    41.9423    10    0.21956    0.0039
83    42.16186    9    0.3839    0.00767
84    42.54576    10    0.25304    0.00441
85    42.7988    9    0.21455    0.00421
86    43.01335    8    1.58274    0.02638
87    44.59609    9    0.43408    0.00943
88    45.03017    10    0.29919    0.00475
89    45.32936    9    0.20803    0.00387
90    45.53739    8    2.12289    0.0319
91    47.66028    9    0.5238    0.01055
92    48.18408    10    0.29104    0.00413
93    48.47512    9    0.35634    0.00622
94    48.83146    10    0.28226    0.00394
95    49.11372    9    0.19496    0.00335
96    49.30868    10    0.4523    0.00621
97    49.76098    9    0.19249    0.00326
98    49.95347    10    0.31575    0.00426
99    50.26922    9    0.40435    0.00672
100    50.67357    10    0.21294    0.00284
101    50.88651    9    0.2836    0.00464
102    51.17011    10    0.31034    0.00407
103    51.48045    9    0.31264    0.00503
104    51.79309    10    0.38211    0.00493
105    52.1752    9    0.30553    0.00483
106    52.48073    10    0.37924    0.00481
107    52.85997    9    0.31106    0.00483
108    53.17103    10    0.3745    0.00467
109    53.54553    9    0.4408    0.00671
110    53.98633    10    0.26328    0.00323
111    54.24961    9    0.30371    0.00454
112    54.55332    10    0.20158    0.00244
113    54.7549    9    0.45848    0.00675
114    55.21338    10    0.27172    0.00325
115    55.4851    9    0.22583    0.00327
116    55.71093    10    0.31573    0.00373
117    56.02666    9    0.25146    0.00359
118    56.27812    10    0.45281    0.00527
119    56.73093    9    0.38904    0.00547
120    57.11997    10    0.19393    0.00223
121    57.3139    9    0.36429    0.00504
122    57.67819    8    2.29205    0.02514
123    59.97024    9    0.39955    0.00641
124    60.36979    10    0.50194    0.00524
125    60.87173    9    0.33783    0.00444
126    61.20956    8    2.01944    0.02018
127    63.229    9    0.36485    0.00553
128    63.59385    10    0.36248    0.00348
129    63.95633    9    0.3091    0.00388
130    64.26543    10    0.35375    0.00335
131    64.61918    9    0.41974    0.0052
132    65.03892    10    0.3834    0.00358
133    65.42232    9    0.25587    0.00312
134    65.67819    8    1.95668    0.01762
135    67.63487    9    0.4867    0.00686
136    68.12157    10    0.3009    0.00262
137    68.42247    9    0.31929    0.00375
138    68.74176    10    0.23903    0.00206
139    68.98079    9    0.3782    0.00438
140    69.35899    10    0.25043    0.00213
141    69.60942    9    0.4292    0.0049
142    70.03862    10    0.33473    0.00283
143    70.37335    9    0.52981    0.00594
144    70.90316    10    0.29041    0.00242
145    71.19357    9    0.46483    0.00513
146    71.6584    10    0.31671    0.00261
147    71.97511    9    0.45974    0.00499
148    72.43485    10    0.20903    0.00171
149    72.64388    9    0.45331    0.00485
150    73.09719    10    0.23368    0.0019
151    73.33087    9    0.41256    0.00436
152    73.74343    10    0.33819    0.00272
153    74.08162    9    0.22076    0.0023
154    74.30238    10    0.38584    0.00307
155    74.68822    9    0.41481    0.00427
156    75.10303    10    0.50439    0.00397
157    75.60742    9    0.25681    0.00261
158    75.86423    8    2.70776    0.02037
159    78.57199    7    1.05364    0.01269
160    79.62563    8    0.2845    0.00355
161    79.91013    9    0.35879    0.00424
162    80.26892    10    0.47926    0.00344
163    80.74818    9    0.23922    0.00231
164    80.9874    10    0.4428    0.00314
165    81.4302    9    0.34208    0.00326
166    81.77228    8    1.32035    0.00916
167    83.09263    7    1.09875    0.01233
168    84.19138    8    0.2174    0.00256
169    84.40878    9    0.50937    0.00559
170    84.91815    10    0.20717    0.0014
171    85.12532    9    0.37227    0.00343
172    85.49759    8    1.32853    0.00883
173    86.82612    9    0.298    0.00317
174    87.12412    8    1.84496    0.01181
175    88.96908    7    1.30908    0.01344
176    90.27816    8    0.27903    0.00306
177    90.55719    7    1.35498    0.01347
178    91.91217    8    0.32545    0.00349
179    92.23762    9    0.4376    0.00425
180    92.67522    8    2.53374    0.01531
181    95.20896    9    0.41798    0.00394
182    95.62694    10    0.20473    0.0012
183    95.83167    9    0.38991    0.00326
184    96.22158    10    0.40926    0.00238
185    96.63084    9    0.34939    0.0029
186    96.98023    10    0.22586    0.0013
187    97.20609    9    0.24993    0.00206
188    97.45602    10    0.52169    0.00299
189    97.97771    9    0.21172    0.00173
190    98.18943    8    2.40039    0.01336
191    100.58982    9    0.3644    0.00325
192    100.95422    10    0.38739    0.00209
193    101.34161    9    0.3818    0.00302
194    101.72341    10    0.28448    0.00152
195    102.00789    9    0.27472    0.00215
196    102.28261    8    1.62423    0.00856
197    103.90684    9    0.28349    0.00245
198    104.19033    10    0.39364    0.00203
199    104.58397    9    0.48915    0.00374
200    105.07312    10    0.25153    0.00129
201    105.32465    9    0.27039    0.00205
202    105.59504    10    0.44647    0.00227
203    106.04151    9    0.40731    0.00306
204    106.44882    10    0.20604    0.00105
205    106.65486    9    0.39982    0.00298
206    107.05468    8    1.83866    0.00912
207    108.89334    9    0.53097    0.00438
208    109.42431    8    1.65376    0.00794
209    111.07807    9    0.19558    0.00158
210    111.27365    10    0.30417    0.00143
211    111.57782    9    0.34711    0.00249
212    111.92493    10    0.45226    0.00211
213    112.37719    9    0.44367    0.00315
214    112.82086    10    0.28041    0.00131
215    113.10127    9    0.40495    0.00285
216    113.50622    10    0.35866    0.00166
217    113.86488    9    0.25668    0.00179
218    114.12156    10    0.29432    0.00135
219    114.41588    9    0.23522    0.00163
220    114.6511    10    0.22734    0.00104
221    114.87844    9    0.25424    0.00175
222    115.13268    10    0.31231    0.00142
223    115.44499    9    0.28313    0.00194
224    115.72812    10    0.24292    0.0011
225    115.97104    9    0.42376    0.00288
226    116.3948    10    0.37634    0.00169
227    116.77114    9    0.3566    0.0024
228    117.12774    10    0.42492    0.0019
229    117.55266    9    0.43695    0.00292
230    117.98961    10    0.49602    0.0022
231    118.48563    9    0.20702    0.00137
232    118.69265    10    0.51413    0.00226
233    119.20678    9    0.49367    0.00323
234    119.70045    8    1.77447    0.00765
235    121.47492    9    0.31802    0.00236
236    121.79294    10    0.31037    0.00131
237    122.10331    9    0.46743    0.003
238    122.57074    10    0.48084    0.00203
239    123.05158    9    0.43482    0.00276
240    123.4864    10    0.29026    0.00122
241    123.77666    9    0.27126    0.00171
242    124.04792    10    0.30835    0.00128
243    124.35627    9    0.4789    0.00299
244    124.83517    10    0.31374    0.0013
245    125.14891    9    0.21124    0.00132
246    125.36015    8    2.17662    0.00883
247    127.53677    9    0.27725    0.00197
248    127.81402    10    0.2892    0.00115
249    128.10322    9    0.3026    0.00185
250    128.40582    10    0.38824    0.00153
251    128.79406    9    0.43454    0.00263
252    129.2286    10    0.4474    0.00176
253    129.676    9    0.45422    0.00272
254    130.13022    8    2.63708    0.01012
255    132.7673    9    0.1973    0.00135
256    132.9646    8    1.19849    0.00447
257    134.16309    7    0.89233    0.00601
258    135.05542    6    0.54698    0.00399
259    135.6024    7    0.3212    0.00236
260    135.9236    8    0.41487    0.003
261    136.33847    7    1.52478    0.01
262    137.86325    6    0.493    0.0035
263    138.35625    7    0.2511    0.00181
264    138.60735    8    0.3926    0.00276
265    138.99995    9    0.30378    0.00195
266    139.30373    10    0.37125    0.00137
267    139.67498    9    0.23114    0.00131
268    139.90612    10    0.40781    0.00149
269    140.31393    9    0.35913    0.00201
270    140.67306    10    0.51822    0.00188
271    141.19128    9    0.21241    0.00118
272    141.40369    10    0.2016    0.00073
273    141.60529    9    0.35402    0.00197
274    141.95931    10    0.2405    0.00087
275    142.19981    9    0.34588    0.0019
276    142.54569    10    0.23738    0.00085
277    142.78307    9    0.46803    0.00256
278    143.2511    10    0.19212    0.00069
279    143.44322    9    0.39306    0.00214
280    143.83628    10    0.39888    0.00142
281    144.23516    9    0.45298    0.00245
