l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.48059    1
2    0.48059    2    1.21226    1
3    1.69285    1    0.28205    0.14282
4    1.9749    0    0.35926    0.05944
5    2.33416    1    0.43228    0.12409
6    2.76644    0    0.40976    0.05572
7    3.1762    1    0.47018    0.09188
8    3.64638    0    0.48947    0.05404
9    4.13585    1    0.41719    0.06098
10    4.55304    2    1.23429    0.09754
11    5.78733    1    0.67741    0.09967
12    6.46474    0    0.46019    0.02836
13    6.92493    1    0.55725    0.05511
14    7.48218    0    0.52504    0.02907
15    8.00722    1    0.31844    0.02699
16    8.32566    0    0.4049    0.02025
17    8.73056    1    0.33492    0.02562
18    9.06548    0    0.66167    0.02979
19    9.72715    1    0.34839    0.02388
20    10.07554    0    0.604    0.02424
21    10.67954    1    0.59553    0.0362
22    11.27507    0    0.41575    0.0155
23    11.69082    1    0.48964    0.0266
24    12.18046    2    0.93637    0.03167
25    13.11683    1    0.53448    0.03629
26    13.65131    0    0.62589    0.01907
27    14.2772    1    0.6463    0.02983
28    14.9235    0    0.4558    0.01308
29    15.3793    1    0.51724    0.02177
30    15.89654    2    1.06038    0.02794
31    16.95692    1    0.65722    0.03403
32    17.61414    0    0.54618    0.01324
33    18.16032    1    0.65995    0.02424
34    18.82027    0    0.38329    0.00893
35    19.20356    1    0.74809    0.02526
36    19.95165    0    0.38215    0.00864
37    20.3338    1    0.56572    0.01773
38    20.89952    0    0.49051    0.01068
39    21.39003    1    0.82581    0.024
40    22.21584    0    0.38884    0.00818
41    22.60468    1    0.30892    0.00846
42    22.9136    0    0.53625    0.01085
43    23.44985    1    0.44465    0.01169
44    23.8945    0    0.36182    0.00706
45    24.25632    1    0.73543    0.01831
46    24.99175    0    0.72996    0.01368
47    25.72171    1    0.60369    0.01411
48    26.3254    0    0.57235    0.01023
49    26.89775    1    0.70905    0.01565
50    27.6068    0    0.387    0.00669
51    27.9938    1    0.83281    0.01732
52    28.82661    0    0.56636    0.00949
53    29.39297    1    0.668    0.01312
54    30.06097    0    0.67156    0.0108
55    30.73253    1    0.5578    0.01045
56    31.29033    2    1.66535    0.0249
57    32.95568    1    0.62824    0.01749
58    33.58392    2    1.93621    0.02605
59    35.52013    3    0.83075    0.02106
60    36.35088    2    0.59527    0.01611
61    36.94615    3    1.21373    0.0287
62    38.15988    2    0.48345    0.01231
63    38.64333    3    0.65261    0.01454
64    39.29594    2    0.55046    0.01344
65    39.8464    1    0.56156    0.01199
66    40.40796    2    2.51288    0.03033
67    42.92084    1    0.55697    0.01101
68    43.47781    2    1.09396    0.01213
69    44.57177    3    0.76226    0.01433
70    45.33403    4    0.84805    0.0177
71    46.18208    3    0.67414    0.01439
72    46.85622    2    0.56017    0.01119
73    47.41639    1    0.75225    0.0132
74    48.16864    2    0.99143    0.01051
75    49.16007    3    0.9813    0.01634
76    50.14137    2    0.2837    0.00528
77    50.42507    3    0.80933    0.01295
78    51.2344    4    0.71103    0.0128
79    51.94543    5    0.51196    0.00963
80    52.45739    4    0.39228    0.00742
81    52.84967    5    0.45842    0.00841
82    53.30809    4    0.66137    0.01216
83    53.96946    5    0.71857    0.01274
84    54.68803    6    0.45626    0.00811
85    55.14429    5    0.90934    0.01622
86    56.05363    6    0.44281    0.00762
87    56.49644    7    0.46167    0.00797
88    56.95811    6    0.86909    0.01503
89    57.8272    5    0.51027    0.00854
90    58.33747    4    0.58132    0.00954
91    58.91879    3    0.76586    0.01231
92    59.68465    2    0.36485    0.00566
93    60.0495    1    0.76391    0.01049
94    60.81341    2    1.58044    0.0153
95    62.39385    3    0.97406    0.01274
96    63.36791    4    0.56963    0.00829
97    63.93754    5    0.41025    0.00606
98    64.34779    4    0.31279    0.00465
99    64.66058    5    0.56831    0.00823
100    65.22889    4    0.31878    0.00465
101    65.54767    3    0.47277    0.00672
102    66.02044    2    0.5976    0.00829
103    66.61804    1    0.30573    0.00377
104    66.92377    0    0.62248    0.00568
105    67.54625    1    0.67375    0.00793
106    68.22    2    2.27086    0.0198
107    70.49086    3    0.86336    0.01005
108    71.35422    4    0.47858    0.00614
109    71.8328    5    0.52882    0.00685
110    72.36162    6    0.56882    0.00746
111    72.93044    5    0.36957    0.00491
112    73.30001    6    0.5227    0.00672
113    73.82271    7    0.54547    0.00711
114    74.36818    6    0.87325    0.01147
115    75.24143    7    0.53375    0.00679
116    75.77518    8    0.21544    0.00277
117    75.99062    9    0.27621    0.00362
118    76.26683    8    2.45986    0.03125
119    78.72669    9    0.30479    0.00384
120    79.03148    10    0.29964    0.00365
121    79.33112    9    0.20229    0.00254
122    79.53341    8    1.94241    0.02301
123    81.47582    9    0.44971    0.00545
124    81.92553    10    0.20347    0.00234
125    82.129    9    0.2341    0.00284
126    82.3631    10    0.28141    0.0032
127    82.64451    9    0.25025    0.003
128    82.89476    10    0.32869    0.0037
129    83.22345    9    0.36242    0.0043
130    83.58587    10    0.20559    0.00229
131    83.79146    9    0.25498    0.003
132    84.04644    10    0.29689    0.00328
133    84.34333    9    0.22408    0.00261
134    84.56741    10    0.28921    0.00317
135    84.85662    9    0.21533    0.00248
136    85.07195    10    0.30136    0.00327
137    85.37331    9    0.22938    0.00263
138    85.60269    10    0.44377    0.00476
139    86.04646    9    0.42415    0.00479
140    86.47061    10    0.39933    0.00422
141    86.86994    9    0.36883    0.00411
142    87.23877    10    0.27702    0.00289
143    87.51579    9    0.32229    0.00356
144    87.83808    10    0.31062    0.00321
145    88.1487    9    0.22328    0.00244
146    88.37198    10    0.20417    0.0021
147    88.57615    9    0.21617    0.00235
148    88.79232    10    0.20097    0.00205
149    88.99329    9    0.24173    0.0026
150    89.23502    10    0.41227    0.00416
151    89.64729    9    0.29642    0.00315
152    89.94371    10    0.37205    0.00371
153    90.31576    9    0.3355    0.00353
154    90.65126    8    2.03676    0.01974
155    92.68802    9    0.21278    0.00227
156    92.9008    10    0.26686    0.00252
157    93.16766    9    0.37099    0.00378
158    93.53865    10    0.44369    0.00414
159    93.98234    9    0.28628    0.00288
160    94.26862    10    0.26039    0.00241
161    94.52901    9    0.29472    0.00294
162    94.82373    10    0.31587    0.0029
163    95.1396    9    0.53461    0.00527
164    95.67421    10    0.32325    0.00292
165    95.99746    9    0.44203    0.00431
166    96.43949    10    0.29267    0.00262
167    96.73216    9    0.51742    0.00497
168    97.24958    10    0.46614    0.00412
169    97.71572    9    0.4494    0.00426
170    98.16512    10    0.29564    0.00259
171    98.46076    9    0.4162    0.00389
172    98.87696    10    0.38559    0.00334
173    99.26255    9    0.32105    0.00297
174    99.5836    10    0.19844    0.00171
175    99.78204    9    0.52911    0.00485
176    100.31115    10    0.36331    0.00309
177    100.67446    9    0.33205    0.003
178    101.00651    8    2.92001    0.02396
179    103.92652    9    0.27993    0.00265
180    104.20645    10    0.21012    0.00167
181    104.41657    9    0.27058    0.00236
182    104.68715    10    0.25637    0.00202
183    104.94352    9    0.376    0.00326
184    105.31952    8    2.58477    0.0198
185    107.90429    9    0.2905    0.00265
186    108.19479    8    2.15898    0.01579
187    110.35377    7    1.4809    0.01302
188    111.83467    6    0.92934    0.00809
189    112.76401    7    0.21758    0.00187
190    112.98159    8    0.28679    0.00247
191    113.26838    9    0.33786    0.00289
192    113.60624    10    0.38601    0.0027
193    113.99225    9    0.49083    0.00393
194    114.48308    10    0.3407    0.00236
195    114.82378    9    0.41115    0.00326
196    115.23493    10    0.28082    0.00193
197    115.51575    9    0.20599    0.00162
198    115.72174    10    0.25461    0.00174
199    115.97635    9    0.20445    0.00159
200    116.1808    10    0.44893    0.00304
201    116.62973    9    0.50665    0.00393
202    117.13638    10    0.36101    0.00243
203    117.49739    9    0.31783    0.00244
204    117.81522    10    0.26119    0.00174
205    118.07641    9    0.29649    0.00225
206    118.3729    8    1.58734    0.0104
207    119.96024    7    0.88565    0.00711
208    120.84589    8    0.37241    0.003
209    121.2183    7    0.92136    0.00727
210    122.13966    6    0.52633    0.00417
211    122.66599    7    0.32503    0.00257
212    122.99102    6    0.95898    0.00748
213    123.95    5    0.58684    0.00457
214    124.53684    4    0.84002    0.00647
215    125.37686    3    0.66317    0.00505
216    126.04003    4    0.65932    0.00496
217    126.69935    5    0.5768    0.00432
218    127.27615    4    0.51283    0.00385
219    127.78898    5    0.33568    0.00249
220    128.12466    6    0.52437    0.00389
221    128.64903    7    0.42769    0.0032
222    129.07672    6    0.62422    0.00463
223    129.70094    5    0.57064    0.00422
224    130.27158    4    0.63431    0.00462
225    130.90589    5    0.47187    0.0034
226    131.37776    4    0.53397    0.00384
227    131.91173    3    0.78036    0.00557
228    132.69209    2    0.382    0.00272
229    133.07409    3    0.73704    0.00498
230    133.81113    2    0.29003    0.00205
231    134.10116    3    0.57296    0.00383
232    134.67412    4    0.79941    0.00557
233    135.47353    3    0.78623    0.00543
234    136.25976    2    0.57444    0.00394
235    136.8342    1    0.42417    0.00277
236    137.25837    0    0.35474    0.00205
237    137.61311    1    0.38721    0.00252
238    138.00032    0    0.63552    0.00362
239    138.63584    1    0.52077    0.00335
240    139.15661    0    0.40107    0.00227
241    139.55768    1    0.4344    0.00278
242    139.99208    0    0.7181    0.00401
243    140.71018    1    0.69352    0.00437
244    141.4037    2    1.05939    0.00582
245    142.46309    1    0.46096    0.0029
246    142.92405    2    1.71236    0.00921
247    144.63641    1    0.54    0.00334
248    145.17641    0    0.70542    0.00373
249    145.88183    1    0.78781    0.00479
250    146.66964    0    0.48062    0.00251
251    147.15026    1    0.64986    0.0039
252    147.80012    0    0.64125    0.00331
253    148.44137    1    0.33488    0.00199
254    148.77625    0    0.30983    0.00158
255    149.08608    1    0.718    0.00422
256    149.80408    0    0.56663    0.00287
257    150.37071    1    0.85441    0.00495
258    151.22512    0    0.72442    0.00363
259    151.94954    1    0.70563    0.00404
260    152.65517    0    0.74645    0.00369
261    153.40162    1    0.49256    0.00278
262    153.89418    2    2.15664    0.01044
263    156.05082    3    0.97376    0.00558
264    157.02458    2    0.47566    0.00285
265    157.50024    1    0.36295    0.00206
266    157.86319    0    0.33922    0.0016
267    158.20241    1    0.68684    0.00376
268    158.88925    2    1.50334    0.007
269    160.39259    1    0.50255    0.00279
270    160.89514    0    0.4168    0.00192
271    161.31194    1    0.40236    0.00216
272    161.7143    0    0.3431    0.00157
273    162.0574    1    0.52118    0.00278
274    162.57858    2    1.13084    0.00511
275    163.70942    3    0.89216    0.00485
276    164.60158    4    0.76676    0.00437
277    165.36834    5    0.53406    0.00305
278    165.9024    6    0.43585    0.0025
279    166.33825    7    0.54641    0.00317
280    166.88466    8    0.3301    0.00191
281    167.21476    7    0.74714    0.0043
282    167.9619    8    0.36322    0.00208
283    168.32512    7    0.96658    0.00549
284    169.2917    8    0.51183    0.00291
285    169.80353    9    0.29445    0.00166
286    170.09798    10    0.40362    0.00199
287    170.5016    9    0.52288    0.00285
288    171.02448    10    0.2305    0.00113
289    171.25498    9    0.27801    0.0015
290    171.53299    10    0.49489    0.00242
291    172.02788    9    0.24039    0.00129
292    172.26827    10    0.25603    0.00124
293    172.5243    9    0.32818    0.00175
294    172.85248    10    0.38721    0.00187
295    173.23969    9    0.28134    0.0015
296    173.52103    10    0.25548    0.00123
297    173.77651    9    0.2598    0.00138
298    174.03631    10    0.43284    0.00207
299    174.46915    9    0.36631    0.00193
300    174.83546    10    0.29481    0.0014
301    175.13027    9    0.28598    0.0015
302    175.41625    10    0.36677    0.00173
303    175.78302    9    0.51789    0.0027
304    176.30091    8    1.90841    0.00888
305    178.20932    7    0.86578    0.00464
306    179.0751    6    0.81436    0.00436
307    179.88946    7    0.55401    0.00297
308    180.44347    6    0.47248    0.0025
309    180.91595    7    0.27089    0.00144
310    181.18684    8    0.40442    0.00213
311    181.59126    7    0.82633    0.00432
312    182.41759    8    0.43725    0.00228
313    182.85484    9    0.22952    0.0012
314    183.08436    10    0.24603    0.00111
315    183.33039    9    0.2428    0.00122
316    183.57319    10    0.25035    0.00113
317    183.82354    9    0.31519    0.00157
318    184.13873    10    0.19095    0.00086
319    184.32968    9    0.24199    0.0012
320    184.57167    10    0.35738    0.0016
321    184.92905    9    0.26821    0.00132
322    185.19726    8    1.30462    0.00575
323    186.50188    7    0.75802    0.00384
324    187.2599    8    0.44905    0.00227
325    187.70895    9    0.40076    0.00202
326    188.10971    10    0.2338    0.00102
327    188.34351    9    0.22425    0.00109
328    188.56776    8    2.68296    0.01146
329    191.25072    9    0.33185    0.00164
330    191.58257    8    2.82323    0.0117
331    194.4058    9    0.26935    0.00131
332    194.67515    10    0.37198    0.00151
333    195.04713    9    0.2841    0.00133
334    195.33123    10    0.22582    0.00092
335    195.55705    9    0.40296    0.00188
336    195.96001    10    0.48712    0.00196
337    196.44713    9    0.2191    0.00101
338    196.66623    10    0.22147    0.00089
339    196.8877    9    0.35768    0.00165
340    197.24538    10    0.27127    0.00109
341    197.51665    9    0.36429    0.00167
342    197.88094    10    0.35581    0.00141
343    198.23675    9    0.35558    0.00163
344    198.59233    10    0.36229    0.00143
345    198.95462    9    0.30003    0.00137
346    199.25465    10    0.28992    0.00115
347    199.54457    9    0.50423    0.00229
348    200.0488    10    0.37661    0.00148
349    200.42541    9    0.29988    0.00135
350    200.72529    10    0.27887    0.00109
351    201.00416    9    0.21958    0.00098
352    201.22374    10    0.33277    0.0013
353    201.55651    9    0.38344    0.00171
354    201.93995    10    0.28002    0.00109
355    202.21997    9    0.40781    0.00181
356    202.62778    10    0.36737    0.00142
357    202.99515    9    0.39449    0.00174
358    203.38964    10    0.22706    0.00087
359    203.6167    9    0.35213    0.00155
360    203.96883    10    0.27419    0.00105
361    204.24302    9    0.32125    0.0014
362    204.56427    8    1.5433    0.00585
363    206.10757    9    0.46862    0.00214
364    206.57619    10    0.37786    0.00141
365    206.95405    9    0.43338    0.00187
366    207.38743    10    0.21484    0.0008
367    207.60227    9    0.27986    0.00121
368    207.88213    8    1.57774    0.00583
369    209.45987    9    0.23522    0.00106
370    209.69509    10    0.38964    0.00143
371    210.08473    9    0.46666    0.00198
372    210.55139    8    1.5062    0.00546
373    212.05759    7    0.67836    0.00301
374    212.73595    6    0.52609    0.00235
375    213.26204    7    0.24435    0.00111
376    213.50639    8    0.43363    0.00193
377    213.94002    7    1.11935    0.0049
378    215.05937    8    0.52442    0.00232
379    215.58379    7    0.6047    0.00262
380    216.18849    6    0.70994    0.00311
381    216.89843    7    0.48623    0.00217
382    217.38466    8    0.48651    0.00212
383    217.87117    9    0.2295    0.00098
384    218.10067    10    0.38432    0.00135
385    218.48499    9    0.22237    0.00091
386    218.70736    10    0.40562    0.00142
387    219.11298    9    0.41054    0.00167
388    219.52352    8    2.27933    0.00788
389    221.80285    9    0.29642    0.00124
390    222.09927    10    0.45455    0.00155
391    222.55382    9    0.43877    0.00176
392    222.99259    10    0.23762    0.00081
393    223.23021    9    0.33051    0.00132
394    223.56072    10    0.26096    0.00088
395    223.82168    9    0.26927    0.00107
396    224.09095    10    0.41958    0.00142
397    224.51053    9    0.48496    0.00192
398    224.99549    10    0.22757    0.00076
399    225.22306    9    0.36534    0.00144
400    225.5884    10    0.34214    0.00114
401    225.93054    9    0.19104    0.00075
402    226.12158    10    0.19317    0.00064
403    226.31475    9    0.33295    0.0013
404    226.6477    10    0.30808    0.00102
405    226.95578    9    0.3509    0.00136
406    227.30668    10    0.42827    0.00142
