l    time_i    C(l)    Tau_i     Delta_n
1    0.0    0    0.255012    1
2    0.255012    1    0.074454    1
3    0.329466    0    0.04796    0.028716
4    0.377426    1    0.154205    0.23284
5    0.531631    0    0.162927    0.100893
6    0.694558    1    0.160601    0.125975
7    0.855159    2    0.757421    0.2138
8    1.61258    1    0.176097    0.098451
9    1.788677    0    0.254657    0.039392
10    2.043334    1    0.067574    0.025914
11    2.110908    0    0.223732    0.028734
12    2.33464    1    0.086867    0.028854
13    2.421507    0    0.244535    0.027265
14    2.666042    1    0.271062    0.073468
15    2.937104    2    0.512456    0.050118
16    3.44956    1    0.11882    0.031598
17    3.56838    0    0.093531    0.007943
18    3.661911    1    0.257068    0.051001
19    3.918979    0    0.073053    0.006382
20    3.992032    1    0.061771    0.011146
21    4.053803    0    0.246356    0.020189
22    4.300159    1    0.210589    0.034378
23    4.510748    0    0.131714    0.010309
24    4.642462    1    0.081539    0.012263
25    4.724001    0    0.191717    0.014205
26    4.915718    1    0.108318    0.015307
27    5.024036    0    0.076251    0.005443
28    5.100287    1    0.273413    0.035576
29    5.3737    0    0.18923    0.013309
30    5.56293    1    0.174094    0.020486
31    5.737024    0    0.079969    0.005455
32    5.816993    1    0.116397    0.012935
33    5.93339    0    0.261565    0.017028
34    6.194955    1    0.223083    0.022987
35    6.418038    0    0.111163    0.00694
36    6.529201    1    0.176905    0.017002
37    6.706106    0    0.073796    0.004533
38    6.779902    1    0.063227    0.005835
39    6.843129    0    0.182964    0.010868
40    7.026093    1    0.240636    0.021044
41    7.266729    0    0.107461    0.00621
42    7.37419    1    0.175394    0.014405
43    7.549584    0    0.090257    0.00512
44    7.639841    1    0.153842    0.012047
45    7.793683    2    0.557333    0.029337
46    8.351016    3    0.128    0.014563
47    8.479016    4    0.235158    0.026986
48    8.714174    3    0.143548    0.016206
49    8.857722    2    0.050006    0.005465
50    8.907728    3    0.202996    0.021223
51    9.110724    2    0.274866    0.028369
52    9.38559    3    0.108645    0.01068
53    9.494235    2    0.139663    0.013642
54    9.633898    3    0.147251    0.013907
55    9.781149    2    0.273176    0.025226
56    10.054325    1    0.078709    0.007087
57    10.133034    0    0.173381    0.008646
58    10.306415    1    0.22581    0.014927
59    10.532225    0    0.141665    0.006847
60    10.67389    1    0.19087    0.012043
61    10.86476    0    0.168101    0.007888
62    11.032861    1    0.050903    0.003116
63    11.083764    2    0.430232    0.019133
64    11.513996    1    0.25102    0.019556
65    11.765016    0    0.084265    0.003583
66    11.849281    1    0.320762    0.018352
67    12.170043    0    0.265912    0.010976
68    12.435955    1    0.078088    0.004273
69    12.514043    0    0.1387    0.005541
70    12.652743    1    0.116646    0.006249
71    12.769389    0    0.154213    0.00602
72    12.923602    1    0.229539    0.011896
73    13.153141    2    0.142184    0.005425
74    13.295325    1    0.125157    0.008476
75    13.420482    0    0.109692    0.004105
76    13.530174    1    0.188091    0.009309
77    13.718265    2    0.53946    0.019265
78    14.257725    3    0.376784    0.023333
79    14.634509    4    0.074994    0.004759
80    14.709503    3    0.083864    0.005614
81    14.793367    4    0.20956    0.012979
82    15.002927    3    0.147274    0.009573
83    15.150201    2    0.109274    0.006567
84    15.259475    3    0.319668    0.018214
85    15.579143    4    0.144476    0.008382
86    15.723619    3    0.090944    0.005613
