l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.039936    1
2    0.039936    10    0.032078    1
3    0.072014    9    0.170235    0.702727
4    0.242249    10    0.062401    0.177706
5    0.30465    9    0.052052    0.064384
6    0.356702    10    0.064737    0.112923
7    0.421439    9    0.04594    0.046448
8    0.467379    10    0.050333    0.064103
9    0.517712    9    0.094187    0.074176
10    0.611899    10    0.126612    0.112731
11    0.738511    9    0.097751    0.059528
12    0.836262    8    0.621563    0.254974
13    1.457825    9    0.129405    0.079296
14    1.58723    8    0.325856    0.067554
15    1.913086    7    0.477751    0.182138
16    2.390837    6    0.307658    0.114011
17    2.698495    7    0.145537    0.051173
18    2.844032    8    0.089394    0.027177
19    2.933426    9    0.030961    0.00814
20    2.964387    10    0.108367    0.019997
21    3.072754    9    0.109272    0.029197
22    3.182026    10    0.082205    0.014168
23    3.264231    9    0.039297    0.00982
24    3.303528    10    0.117741    0.019057
25    3.421269    9    0.076163    0.017903
26    3.497432    8    0.910997    0.11259
27    4.408429    7    0.165803    0.030672
28    4.574232    8    0.052549    0.010372
29    4.626781    7    0.301216    0.049976
30    4.927997    6    0.127507    0.02292
31    5.055504    5    0.153895    0.028691
32    5.209399    4    0.169823    0.03157
33    5.379222    5    0.114966    0.020925
34    5.494188    6    0.046643    0.008157
35    5.540831    7    0.087101    0.01464
36    5.627932    8    0.056643    0.008942
37    5.684575    9    0.088871    0.012292
38    5.773446    10    0.147027    0.014067
39    5.920473    9    0.070452    0.010399
40    5.990925    10    0.035232    0.00326
41    6.026157    9    0.050883    0.007324
42    6.07704    10    0.183802    0.016386
43    6.260842    9    0.109713    0.015004
44    6.370555    10    0.070603    0.006024
45    6.441158    9    0.140709    0.018338
46    6.581867    10    0.118973    0.009825
47    6.70084    9    0.082952    0.0103
48    6.783792    10    0.089019    0.007113
49    6.872811    9    0.192922    0.022776
50    7.065733    10    0.104077    0.00805
51    7.16981    9    0.062225    0.007005
52    7.232035    10    0.078116    0.005881
53    7.310151    9    0.092549    0.010116
54    7.4027    10    0.030556    0.002261
55    7.433256    9    0.079216    0.008434
56    7.512472    8    0.719319    0.048297
57    8.231791    7    0.301215    0.030008
58    8.533006    8    0.052808    0.005693
59    8.585814    9    0.116298    0.010974
60    8.702112    10    0.051947    0.003152
61    8.754059    9    0.050742    0.004731
62    8.804801    8    0.372545    0.021545
63    9.177346    7    0.4236    0.036181
64    9.600946    6    0.096342    0.009224
65    9.697288    7    0.034816    0.003435
66    9.732104    8    0.074205    0.006959
67    9.806309    9    0.030044    0.002408
68    9.836353    10    0.029363    0.001613
69    9.865716    9    0.055899    0.004711
70    9.921615    10    0.092347    0.005008
71    10.013962    9    0.151202    0.012389
72    10.165164    10    0.193568    0.010182
73    10.358732    9    0.168476    0.013185
74    10.527208    8    1.023445    0.048041
75    11.550653    7    0.322079    0.022184
76    11.872732    8    0.040646    0.003166
77    11.913378    7    0.11266    0.007459
78    12.026038    6    0.174568    0.01324
79    12.200606    7    0.041292    0.003257
80    12.241898    8    0.078717    0.00583
81    12.320615    9    0.073934    0.004736
82    12.394549    10    0.137209    0.005788
83    12.531758    9    0.07943    0.005297
84    12.611188    10    0.126885    0.005238
85    12.738073    9    0.117571    0.007658
86    12.855644    10    0.07711    0.00313
87    12.932754    9    0.062197    0.003976
88    12.994951    10    0.129114    0.005156
89    13.124065    9    0.090376    0.005665
90    13.214441    10    0.04641    0.001828
91    13.260851    9    0.050475    0.003122
92    13.311326    10    0.144262    0.005599
93    13.455588    9    0.094264    0.00572
94    13.549852    10    0.102007    0.003885
95    13.651859    9    0.132939    0.007887
96    13.784798    10    0.19711    0.007342
97    13.981908    9    0.112477    0.006485
98    14.094385    10    0.047871    0.001751
99    14.142256    9    0.033822    0.001925
100    14.176078    10    0.159738    0.005758
101    14.335816    9    0.071578    0.00401
102    14.407394    8    0.768183    0.025988
103    15.175577    7    0.201145    0.010829
104    15.376722    6    0.332259    0.019567
105    15.708981    7    0.036309    0.002238
106    15.74529    8    0.196975    0.011191
107    15.942265    9    0.078116    0.004015
108    16.020381    10    0.170965    0.005432
109    16.191346    9    0.055226    0.002803
110    16.246572    10    0.073363    0.002296
111    16.319935    9    0.060461    0.003036
112    16.380396    10    0.146219    0.004514
113    16.526615    9    0.058483    0.002896
114    16.585098    10    0.159429    0.004832
115    16.744527    9    0.045941    0.002244
116    16.790468    8    0.519888    0.015135
117    17.310356    9    0.028029    0.001347
118    17.338385    10    0.052018    0.001465
119    17.390403    9    0.086116    0.004061
120    17.476519    10    0.133869    0.00373
121    17.610388    9    0.151081    0.006987
122    17.761469    10    0.040884    0.001128
123    17.802353    9    0.11812    0.005372
124    17.920473    10    0.182202    0.004968
125    18.102675    9    0.179317    0.007959
126    18.281992    10    0.056631    0.001525
127    18.338623    9    0.056185    0.002456
128    18.394808    10    0.070937    0.001897
129    18.465745    9    0.062023    0.002686
130    18.527768    10    0.1427    0.003772
131    18.670468    9    0.158591    0.006748
132    18.829059    10    0.079011    0.002065
133    18.90807    9    0.040889    0.001716
134    18.948959    10    0.071954    0.001865
135    19.020913    9    0.158833    0.006579
136    19.179746    10    0.06493    0.001672
137    19.244676    9    0.042605    0.001742
138    19.287281    10    0.10511    0.002682
139    19.392391    9    0.074387    0.003011
140    19.466778    10    0.161047    0.004053
141    19.627825    9    0.155858    0.006198
142    19.783683    10    0.055918    0.001392
143    19.839601    9    0.107314    0.004203
144    19.946915    10    0.058766    0.001455
145    20.005681    9    0.101952    0.003942
146    20.107633    10    0.090832    0.002232
147    20.198465    9    0.104957    0.004005
148    20.303422    10    0.030276    0.00074
149    20.333698    9    0.067945    0.002568
150    20.401643    8    0.263354    0.006344
151    20.664997    9    0.200691    0.008259
152    20.865688    10    0.192321    0.004533
153    21.058009    9    0.131076    0.004798
154    21.189085    8    0.456805    0.010445
155    21.64589    9    0.169522    0.00665
156    21.815412    10    0.162378    0.00361
157    21.97779    9    0.108827    0.003838
158    22.086617    10    0.031557    0.000695
159    22.118174    9    0.199874    0.006945
160    22.318048    10    0.036637    0.000805
161    22.354685    9    0.133726    0.004573
162    22.488411    8    0.443751    0.009551
163    22.932162    7    0.366402    0.01347
164    23.298564    8    0.058134    0.00231
165    23.356698    7    0.11632    0.004179
166    23.473018    8    0.155259    0.006084
167    23.628277    9    0.048199    0.00171
168    23.676476    10    0.13903    0.00292
169    23.815506    9    0.169735    0.005502
170    23.985241    10    0.096421    0.002005
171    24.081662    9    0.093443    0.002988
172    24.175105    10    0.099514    0.002053
173    24.274619    9    0.127554    0.00403
174    24.402173    10    0.155494    0.003175
175    24.557667    9    0.193984    0.006022
176    24.751651    10    0.18069    0.003639
177    24.932341    9    0.04213    0.001289
178    24.974471    10    0.165914    0.003296
179    25.140385    9    0.077158    0.002338
180    25.217543    10    0.033141    0.000653
181    25.250684    9    0.082339    0.002478
182    25.333023    10    0.155056    0.003033
183    25.488079    9    0.066956    0.001994
184    25.555035    10    0.072338    0.001403
185    25.627373    9    0.160295    0.004724
186    25.787668    10    0.176336    0.003387
187    25.964004    9    0.032945    0.000959
188    25.996949    10    0.091178    0.001733
189    26.088127    9    0.08325    0.002407
190    26.171377    10    0.088549    0.001671
191    26.259926    9    0.136823    0.003915
192    26.396749    8    1.136055    0.020494
193    27.532804    7    0.370312    0.011429
194    27.903116    8    0.052376    0.001746
195    27.955492    9    0.171558    0.005185
196    28.12705    8    0.805812    0.01357
197    28.932862    9    0.174198    0.005082
198    29.10706    8    0.329301    0.005335
199    29.436361    9    0.162795    0.004652
200    29.599156    8    0.374621    0.005929
201    29.973777    9    0.187027    0.005229
202    30.160804    8    0.697467    0.010663
203    30.858271    9    0.072334    0.001969
204    30.930605    10    0.032316    0.000482
205    30.962921    9    0.088058    0.002235
206    31.050979    10    0.157548    0.00234
207    31.208527    9    0.095205    0.002393
208    31.303732    10    0.167542    0.002463
209    31.471274    9    0.038435    0.000958
