l    time_i    C(l)    Tau_i     Delta_n
1    0.0    5    0.052541    1
2    0.052541    6    0.07775    1
3    0.130291    5    0.057123    0.304796
4    0.187414    6    0.042009    0.107144
5    0.229423    7    0.124013    0.263515
6    0.353436    8    0.149896    0.297807
7    0.503332    9    0.063169    0.111507
8    0.566501    10    0.03547    0.058923
9    0.601971    9    0.040979    0.063736
10    0.64295    10    0.035663    0.049653
11    0.678613    9    0.084973    0.104562
12    0.763586    10    0.101105    0.106033
13    0.864691    9    0.081844    0.073872
14    0.946535    10    0.1426    0.107105
15    1.089135    9    0.046903    0.033409
16    1.136038    10    0.111732    0.064729
17    1.24777    9    0.131395    0.075825
18    1.379165    10    0.069872    0.033305
19    1.449037    9    0.05957    0.028965
20    1.508607    10    0.045847    0.019788
21    1.554454    9    0.11538    0.049287
22    1.669834    10    0.113396    0.042939
23    1.78323    9    0.125337    0.04501
24    1.908567    10    0.052979    0.01773
25    1.961546    9    0.037414    0.012168
26    1.99896    10    0.065721    0.020547
27    2.064681    9    0.098303    0.029516
28    2.162984    10    0.073863    0.021199
29    2.236847    9    0.085825    0.023371
30    2.322672    10    0.030013    0.008098
31    2.352685    9    0.05759    0.014673
32    2.410275    10    0.074525    0.019064
33    2.4848    9    0.035733    0.008668
34    2.520533    8    0.253342    0.056807
35    2.773875    9    0.088649    0.030263
36    2.862524    10    0.042834    0.008531
37    2.905358    9    0.119636    0.025919
38    3.024994    10    0.087191    0.016449
39    3.112185    9    0.120271    0.023807
40    3.232456    8    0.363333    0.059277
41    3.595789    9    0.126267    0.032492
42    3.722056    10    0.047917    0.006906
43    3.769973    9    0.13106    0.022535
44    3.901033    8    0.234266    0.031275
45    4.135299    9    0.105538    0.023212
46    4.240837    8    0.351315    0.040754
47    4.592152    9    0.12741    0.024741
48    4.719562    10    0.058121    0.006152
49    4.777683    9    0.114234    0.016645
50    4.891917    8    0.584468    0.054559
51    5.476385    7    0.134401    0.021719
52    5.610786    8    0.036345    0.006264
53    5.647131    9    0.119637    0.018375
54    5.766768    8    0.621358    0.047079
55    6.388126    9    0.126075    0.017036
56    6.514201    10    0.139675    0.0094
57    6.653876    9    0.051187    0.005928
58    6.705063    8    0.333677    0.020988
59    7.03874    7    0.405244    0.047547
60    7.443984    8    0.152972    0.019632
61    7.596956    7    0.336127    0.03514
62    7.933083    6    0.116689    0.013876
63    8.049772    5    0.149938    0.017874
64    8.19971    4    0.233752    0.027313
65    8.433462    3    0.186621    0.021515
66    8.620083    4    0.226848    0.025641
67    8.846931    5    0.105202    0.011434
68    8.952133    6    0.107968    0.011446
69    9.060101    7    0.119783    0.012572
