l    time_i    C(l)    Tau_i     Delta_n
1    0.0    3    0.139501    1
2    0.139501    2    0.050932    1
3    0.190433    3    0.195949    0.507138
4    0.386382    4    0.153841    0.247235
5    0.540223    3    0.053835    0.067221
6    0.594058    4    0.107798    0.100647
7    0.701856    5    0.079082    0.07337
8    0.780938    4    0.12123    0.134376
9    0.902168    5    0.092729    0.065061
10    0.994897    4    0.176473    0.132297
11    1.17137    3    0.051973    0.029241
12    1.223343    4    0.154366    0.083417
13    1.377709    5    0.201842    0.089095
14    1.579551    6    0.159595    0.074471
15    1.739146    7    0.038206    0.021496
16    1.777352    8    0.109028    0.057797
17    1.88638    9    0.072466    0.036994
18    1.958846    10    0.051719    0.025724
19    2.010565    9    0.141286    0.065658
20    2.151851    10    0.121148    0.052017
21    2.272999    9    0.071048    0.028426
22    2.344047    10    0.110725    0.04178
23    2.454772    9    0.092444    0.033153
24    2.547216    10    0.071933    0.024407
25    2.619149    9    0.057315    0.018923
26    2.676464    10    0.065292    0.02065
27    2.741756    9    0.102993    0.031423
28    2.844749    8    0.306989    0.082994
29    3.151738    7    0.137469    0.040833
30    3.289207    6    0.087565    0.025072
31    3.376772    7    0.054579    0.015726
32    3.431351    6    0.110864    0.029505
33    3.542215    5    0.066324    0.017898
34    3.608539    4    0.216771    0.049486
35    3.82531    5    0.042491    0.009208
36    3.867801    4    0.064067    0.013455
37    3.931868    5    0.183917    0.037168
38    4.115785    4    0.182732    0.034886
39    4.298517    5    0.141346    0.025574
40    4.439863    4    0.089284    0.015625
41    4.529147    5    0.06336    0.010791
42    4.592507    4    0.108822    0.018055
43    4.701329    5    0.163644    0.026124
44    4.864973    4    0.068158    0.010639
45    4.933131    5    0.103562    0.015503
46    5.036693    6    0.047454    0.007134
47    5.084147    5    0.185339    0.034072
48    5.269486    4    0.0637    0.009145
49    5.333186    3    0.097895    0.013573
50    5.431081    4    0.176202    0.028722
51    5.607283    5    0.082636    0.010858
52    5.689919    6    0.124182    0.016485
53    5.814101    5    0.177417    0.027857
54    5.991518    6    0.049536    0.006253
55    6.041054    5    0.250869    0.036428
56    6.291923    6    0.160033    0.019001
57    6.451956    5    0.235721    0.031026
58    6.687677    6    0.081076    0.009055
59    6.768753    7    0.08875    0.011014
60    6.857503    8    0.1469    0.020032
61    7.004403    7    0.251604    0.033636
62    7.256007    8    0.032095    0.004128
63    7.288102    7    0.129377    0.016337
