l    time_i    C(l)    Tau_i     Delta_n
1    0.0    2    0.56689    1
2    0.56689    1    0.43976    1
3    1.00665    0    0.33213    0.24808
4    1.33878    1    0.67436    0.33498
5    2.01314    0    0.35137    0.12409
6    2.36451    1    0.8034    0.18128
7    3.16791    0    0.50658    0.10812
8    3.67449    1    0.64232    0.08895
9    4.31681    2    2.3911    0.25818
10    6.70791    1    0.66988    0.08484
11    7.37779    0    0.52031    0.0339
12    7.8981    1    0.47129    0.04119
13    8.36939    0    0.64083    0.03627
14    9.01022    1    0.77423    0.05637
15    9.78445    0    0.76594    0.03741
16    10.55039    1    0.55672    0.03414
17    11.10711    0    0.69941    0.02986
18    11.80652    1    0.78877    0.04182
19    12.59529    0    0.48067    0.01864
20    13.07596    1    0.68515    0.03185
21    13.76111    0    0.31897    0.01165
22    14.08008    1    0.64147    0.02688
23    14.72155    2    1.41883    0.04606
24    16.14038    1    0.50073    0.02802
25    16.64111    2    1.20548    0.03335
26    17.84659    1    0.36281    0.01813
27    18.2094    0    0.57109    0.01432
28    18.78049    1    0.73457    0.02554
29    19.51506    0    0.61595    0.0146
30    20.13101    1    0.62678    0.02004
31    20.75779    0    0.57392    0.01288
32    21.33171    1    0.62949    0.01872
33    21.9612    0    0.73758    0.01564
34    22.69878    1    0.32143    0.00902
35    23.02021    0    0.76903    0.01529
36    23.78924    1    0.82579    0.02177
37    24.61503    0    0.43484    0.00826
38    25.04987    1    0.54355    0.01346
39    25.59342    0    0.673    0.01228
40    26.26642    1    0.64953    0.0152
41    26.91595    2    0.91738    0.01581
42    27.83333    1    0.62265    0.02033
43    28.45598    0    0.42815    0.00705
44    28.88413    1    0.48204    0.01052
45    29.36617    2    1.47236    0.02278
46    30.83853    1    0.62038    0.01807
47    31.45891    0    0.70521    0.0102
48    32.16412    1    0.48713    0.00989
49    32.65125    0    0.60538    0.00843
50    33.25663    1    0.46796    0.00914
51    33.72459    0    0.64499    0.00868
52    34.36958    1    0.43406    0.00819
53    34.80364    2    1.60008    0.02024
54    36.40372    1    0.29928    0.00743
55    36.703    0    0.50141    0.006
56    37.20441    1    0.39898    0.00712
57    37.60339    2    2.33477    0.026
58    39.93816    1    0.68086    0.01529
59    40.61902    2    1.25313    0.01283
60    41.87215    1    0.30862    0.00658
61    42.18077    2    1.48276    0.01426
62    43.66353    1    0.32565    0.00664
63    43.98918    0    0.77579    0.0071
64    44.76497    1    0.44068    0.007
65    45.20565    0    0.39185    0.00352
66    45.5975    1    0.69058    0.01064
67    46.28808    2    1.73928    0.015
68    48.02736    3    0.81199    0.01495
69    48.83935    4    0.60565    0.0121
70    49.445    5    0.45277    0.00907
71    49.89777    6    0.60441    0.01197
72    50.50218    5    0.7997    0.01559
73    51.30188    4    0.66578    0.01266
74    51.96766    5    0.57386    0.01083
75    52.54152    4    0.4651    0.00857
76    53.00662    5    0.38646    0.0071
77    53.39308    4    0.37127    0.00668
78    53.76435    5    0.62631    0.01122
79    54.39066    6    0.63142    0.01103
80    55.02208    5    0.78412    0.01385
81    55.8062    6    0.23569    0.004
82    56.04189    7    0.50677    0.00871
83    56.54866    8    0.26683    0.0047
84    56.81549    9    0.23182    0.00406
85    57.04731    10    0.24312    0.00424
86    57.29043    9    0.43882    0.0076
87    57.72925    10    0.50419    0.00862
88    58.23344    9    0.34221    0.00579
89    58.57565    10    0.39036    0.00653
90    58.96601    9    0.39742    0.0066
91    59.36343    10    0.38628    0.00635
92    59.74971    9    0.24317    0.00398
93    59.99288    10    0.35047    0.00566
94    60.34335    9    0.3288    0.00529
95    60.67215    10    0.3613    0.00574
96    61.03345    9    0.35502    0.00562
97    61.38847    10    0.21851    0.00342
98    61.60698    9    0.29161    0.00455
99    61.89859    10    0.26097    0.00403
100    62.15956    9    0.24519    0.00378
101    62.40475    10    0.27183    0.00415
102    62.67658    9    0.22931    0.00349
103    62.90589    10    0.36068    0.00543
104    63.26657    9    0.29407    0.00441
105    63.56064    8    1.79848    0.02607
106    65.35912    7    1.24567    0.01863
107    66.60479    8    0.49732    0.00738
108    67.10211    7    0.64692    0.00934
109    67.74903    6    0.51198    0.00741
110    68.26101    7    0.48432    0.00683
111    68.74533    6    1.15511    0.01622
112    69.90044    5    0.66319    0.00905
113    70.56363    6    0.48613    0.00656
114    71.04976    5    0.42799    0.00571
115    71.47775    4    0.35938    0.00476
116    71.83713    5    0.64833    0.00869
117    72.48546    4    0.31354    0.00408
118    72.799    3    0.38877    0.00512
119    73.18777    4    0.5535    0.00739
120    73.74127    3    0.33071    0.00428
121    74.07198    4    0.55494    0.00727
122    74.62692    3    0.35134    0.00447
123    74.97826    4    0.66531    0.00853
124    75.64357    5    0.44856    0.0056
125    76.09213    6    0.62124    0.00766
126    76.71337    5    0.60473    0.00745
127    77.3181    4    0.4054    0.00489
128    77.7235    3    0.30978    0.00375
129    78.03328    2    0.40823    0.005
130    78.44151    3    0.64386    0.00756
131    79.08537    2    0.39121    0.00471
132    79.47658    1    0.66269    0.00761
133    80.13927    2    1.3397    0.01052
134    81.47897    1    0.42324    0.00472
135    81.90221    0    0.54041    0.00414
136    82.44262    1    0.80256    0.00803
137    83.24518    0    0.47801    0.0036
138    83.72319    1    0.50254    0.00493
139    84.22573    0    0.30954    0.00231
140    84.53527    1    0.44086    0.00427
141    84.97613    0    0.77639    0.0057
142    85.75252    1    0.41524    0.00395
143    86.16776    0    0.65746    0.00474
144    86.82522    1    0.37416    0.0035
145    87.19938    2    2.38802    0.01658
146    89.5874    1    0.75009    0.00762
147    90.33749    2    1.40429    0.00932
148    91.74178    3    0.96033    0.00944
149    92.70211    2    0.52219    0.00537
150    93.2243    1    0.41505    0.004
151    93.63935    0    0.69474    0.00447
152    94.33409    1    0.44036    0.00384
153    94.77445    0    0.30374    0.00193
154    95.07819    1    0.36264    0.00313
155    95.44083    0    0.52123    0.00329
156    95.96206    1    0.72609    0.00617
157    96.68815    0    0.53798    0.00334
158    97.22613    1    0.71674    0.00597
159    97.94287    0    0.49402    0.00303
160    98.43689    1    0.33888    0.00278
161    98.77577    2    1.30752    0.00787
162    100.08329    3    1.20555    0.01077
163    101.28884    2    0.63372    0.00595
164    101.92256    3    0.7935    0.00691
165    102.71606    4    0.64309    0.00593
166    103.35915    3    0.57558    0.0053
167    103.93473    2    0.70552    0.00638
168    104.64025    1    0.55799    0.00472
169    105.19824    0    0.47477    0.00276
170    105.67301    1    0.54574    0.00422
171    106.21875    0    0.32919    0.00189
172    106.54794    1    0.32981    0.00252
173    106.87775    0    0.47649    0.00272
174    107.35424    1    0.71186    0.00537
175    108.0661    0    0.3197    0.00181
176    108.3858    1    0.6753    0.00503
177    109.0611    2    2.00719    0.01107
178    111.06829    1    0.39108    0.00312
179    111.45937    0    0.56516    0.00304
180    112.02453    1    0.64492    0.00464
181    112.66945    0    0.75937    0.00403
182    113.42882    1    0.7614    0.00539
183    114.19022    0    0.63394    0.00332
184    114.82416    1    0.74104    0.00515
185    115.5652    0    0.77889    0.00402
186    116.34409    1    0.67737    0.00463
187    117.02146    2    1.23541    0.00626
188    118.25687    1    0.53026    0.00399
189    118.78713    0    0.31224    0.00155
190    119.09937    1    0.55374    0.00369
191    119.65311    0    0.56021    0.00277
192    120.21332    1    0.8239    0.00541
193    121.03722    2    2.19315    0.01059
194    123.23037    1    0.43353    0.00314
