l    time_i    C(l)    Tau_i     Delta_n
1    0.0    4    0.596244    1
2    0.596244    5    0.217199    1
3    0.813443    6    0.35086    0.301348
4    1.164303    5    0.311654    0.211154
5    1.475957    4    0.449705    0.178018
6    1.925662    3    0.304028    0.120975
7    2.22969    2    0.285515    0.08316
8    2.515205    1    0.216935    0.079401
9    2.73214    0    0.303644    0.100022
10    3.035784    1    0.25494    0.077472
11    3.290724    0    0.35368    0.088092
12    3.644404    1    0.384657    0.088792
13    4.029061    0    0.368864    0.070189
14    4.397925    1    0.428165    0.075816
15    4.82609    2    0.825173    0.114968
16    5.651263    1    0.430943    0.068133
17    6.082206    0    0.360804    0.038953
18    6.44301    1    0.54003    0.064518
19    6.98304    2    0.532744    0.048428
20    7.515784    1    0.246977    0.029073
21    7.762761    0    0.340781    0.027183
22    8.103542    1    0.295441    0.028197
23    8.398983    2    0.524145    0.037159
24    8.923128    1    0.511046    0.048737
25    9.434174    0    0.275737    0.017532
26    9.709911    1    0.295809    0.023769
27    10.00572    0    0.180522    0.01084
28    10.186242    1    0.287768    0.021543
29    10.47401    0    0.288223    0.016384
30    10.762233    1    0.595189    0.040296
31    11.357422    0    0.357307    0.018807
32    11.714729    1    0.451289    0.027335
33    12.166018    0    0.192691    0.009554
34    12.358709    1    0.456752    0.025451
35    12.815461    0    0.395871    0.018498
36    13.211332    1    0.181424    0.009456
37    13.392756    2    0.578196    0.025007
38    13.970952    3    0.610875    0.037677
39    14.581827    4    0.189413    0.012047
40    14.77124    3    0.392323    0.024959
41    15.163563    4    0.647083    0.038036
42    15.810646    3    0.497439    0.02874
43    16.308085    2    0.149662    0.008136
44    16.457747    3    0.825762    0.041922
45    17.283509    2    0.182807    0.009335
46    17.466316    3    0.270887    0.012787
47    17.737203    2    0.324649    0.015896
48    18.061852    3    0.542086    0.024115
49    18.603938    4    0.465906    0.021312
50    19.069844    3    0.16646    0.008013
51    19.236304    2    0.267758    0.011701
52    19.504062    1    0.158967    0.006569
53    19.663029    2    1.529651    0.0506
54    21.19268    1    0.368786    0.014026
55    21.561466    0    0.266014    0.008
56    21.82748    1    0.43968    0.015972
57    22.26716    0    0.431231    0.012451
58    22.698391    1    0.21271    0.007399
59    22.911101    0    0.367297    0.010196
60    23.278398    1    0.579547    0.019258
61    23.857945    0    0.461287    0.012232
62    24.319232    1    0.276023    0.008729
63    24.595255    0    0.274495    0.007028
64    24.86975    1    0.494003    0.015029
65    25.363753    0    0.447452    0.011042
66    25.811205    1    0.303522    0.008843
67    26.114727    0    0.230399    0.005512
68    26.345126    1    0.466493    0.013121
69    26.811619    0    0.495662    0.011459
70    27.307281    1    0.34511    0.009307
71    27.652391    0    0.355058    0.007918
72    28.007449    1    0.24408    0.006391
73    28.251529    0    0.346579    0.007513
74    28.598108    1    0.326633    0.008318
75    28.924741    0    0.509491    0.010677
76    29.434232    1    0.28846    0.007114
77    29.722692    0    0.381231    0.007724
78    30.103923    1    0.193917    0.004668
79    30.29784    0    0.307822    0.006083
80    30.605662    1    0.415859    0.009752
81    31.021521    0    0.544907    0.010428
82    31.566428    1    0.397314    0.008981
83    31.963742    2    1.137166    0.020568
84    33.100908    3    0.71593    0.018495
85    33.816838    4    0.53523    0.014148
86    34.352068    3    0.465959    0.012768
87    34.818027    4    0.538159    0.013628
88    35.356186    3    0.442659    0.01165
89    35.798845    2    0.324626    0.007937
90    36.123471    1    0.276088    0.006556
91    36.399559    2    1.001182    0.0165
92    37.400741    1    0.247856    0.005672
93    37.648597    0    0.439995    0.00696
94    38.088592    1    0.365785    0.007226
95    38.454377    0    0.217753    0.003375
96    38.67213    1    0.168735    0.003274
97    38.840865    0    0.395248    0.006022
98    39.236113    1    0.411679    0.00782
99    39.647792    2    0.925373    0.013593
100    40.573165    1    0.532906    0.011232
101    41.106071    0    0.243452    0.003461
102    41.349523    1    0.187507    0.003411
103    41.53703    0    0.492516    0.00687
104    42.029546    1    0.243186    0.004344
105    42.272732    0    0.160026    0.002194
106    42.432758    1    0.242628    0.004274
107    42.675386    0    0.294495    0.003988
108    42.969881    1    0.41988    0.00725
109    43.389761    0    0.367809    0.004893
110    43.75757    1    0.209905    0.003552
111    43.967475    2    1.001031    0.012894
112    44.968506    1    0.168728    0.003243
113    45.137234    0    0.401121    0.005003
114    45.538355    1    0.310786    0.005081
115    45.849141    0    0.428207    0.005236
116    46.277348    1    0.203299    0.003266
117    46.480647    2    1.172987    0.013847
118    47.653634    1    0.324464    0.005893
119    47.978098    0    0.190427    0.002181
120    48.168525    1    0.325403    0.00505
121    48.493928    2    0.550848    0.006207
122    49.044776    1    0.298495    0.005254
123    49.343271    0    0.169585    0.001881
124    49.512856    1    0.329083    0.00497
125    49.841939    0    0.201529    0.002216
126    50.043468    1    0.218074    0.003249
127    50.261542    0    0.440668    0.00478
128    50.70221    1    0.464668    0.006791
129    51.166878    2    0.89711    0.009466
130    52.063988    1    0.337982    0.005613
131    52.40197    0    0.263121    0.002712
132    52.665091    1    0.585677    0.00823
133    53.250768    2    0.901468    0.009076
134    54.152236    3    0.914145    0.014429
135    55.066381    2    0.303596    0.005034
136    55.369977    1    0.426707    0.006543
137    55.796684    0    0.216164    0.002122
138    56.012848    1    0.222271    0.002976
139    56.235119    2    1.104789    0.010587
140    57.339908    3    0.688866    0.010127
141    58.028774    2    0.19314    0.003042
142    58.221914    3    0.460622    0.00662
143    58.682536    4    0.272186    0.004223
144    58.954722    3    0.154627    0.002506
145    59.109349    2    0.29612    0.00454
146    59.405469    1    0.394955    0.00554
147    59.800424    0    0.327933    0.003042
148    60.128357    1    0.172598    0.002193
149    60.300955    2    1.01219    0.00918
150    61.313145    1    0.50281    0.006812
151    61.815955    2    0.610043    0.005381
152    62.425998    1    0.281403    0.003734
153    62.707401    0    0.266146    0.002312
154    62.973547    1    0.183078    0.002243
155    63.156625    2    1.381239    0.011691
156    64.537864    1    0.268945    0.003458
157    64.806809    2    0.708424    0.005801
158    65.515233    1    0.173995    0.002203
159    65.689228    2    0.742837    0.005948
160    66.432065    3    0.84881    0.010489
161    67.280875    2    0.236319    0.003211
162    67.517194    1    0.257083    0.003117
163    67.774277    0    0.189959    0.001497
164    67.964236    1    0.293643    0.003389
165    68.257879    2    0.826485    0.006411
166    69.084364    3    0.344215    0.004075
167    69.428579    2    0.351875    0.004621
168    69.780454    3    0.308389    0.003602
