l    time_i    C(l)    Tau_i     Delta_n
1    0.0    5    0.68257    1
2    0.68257    4    0.80014    1
3    1.48271    5    0.74657    0.33489
4    2.22928    6    0.53924    0.12487
5    2.76852    5    0.35672    0.086
6    3.12524    6    0.35742    0.05864
7    3.48266    7    0.21568    0.04091
8    3.69834    6    1.10066    0.22935
9    4.799    5    0.50088    0.06979
10    5.29988    4    0.34554    0.04161
11    5.64542    5    0.44737    0.06372
12    6.09279    6    0.30834    0.03202
13    6.40113    5    0.73152    0.07443
14    7.13265    6    0.43781    0.03877
15    7.57046    7    0.34182    0.02901
16    7.91228    8    0.37023    0.03848
17    8.28251    9    0.28909    0.03373
18    8.5716    10    0.24933    0.02827
19    8.82093    9    0.26834    0.02952
20    9.08927    10    0.28716    0.02979
21    9.37643    9    0.20573    0.02085
22    9.58216    10    0.4519    0.04251
23    10.03406    9    0.23659    0.02194
24    10.27065    10    0.48849    0.04104
25    10.75914    9    0.29195    0.02467
26    11.05109    10    0.29027    0.02217
27    11.34136    9    0.31086    0.02432
28    11.65222    10    0.28919    0.02054
29    11.94141    9    0.29697    0.0216
30    12.23838    10    0.46828    0.03066
31    12.70666    9    0.22291    0.01506
32    12.92957    10    0.40553    0.02447
33    13.3351    9    0.40639    0.02551
34    13.74149    10    0.21346    0.01204
35    13.95495    9    0.40003    0.02339
36    14.35498    10    0.22274    0.01193
37    14.57772    9    0.30285    0.01667
38    14.88057    10    0.42703    0.02159
39    15.3076    9    0.36847    0.01899
40    15.67607    10    0.28092    0.01334
41    15.95699    9    0.39049    0.01893
42    16.34748    10    0.50547    0.02252
43    16.85295    9    0.53407    0.02397
44    17.38702    10    0.38477    0.01595
45    17.77179    9    0.47747    0.01992
46    18.24926    10    0.20683    0.00816
47    18.45609    9    0.37384    0.01478
48    18.82993    10    0.39335    0.01484
49    19.22328    9    0.33629    0.01265
50    19.55957    10    0.30186    0.01088
51    19.86143    9    0.45304    0.01622
52    20.31447    8    2.33906    0.07343
53    22.65353    9    0.39596    0.01696
54    23.04949    10    0.30281    0.00835
55    23.3523    9    0.45207    0.01421
56    23.80437    8    2.8423    0.06854
57    26.64667    9    0.26498    0.00959
58    26.91165    8    1.67621    0.0339
59    28.58786    9    0.37729    0.01259
60    28.96515    8    2.3469    0.04124
61    31.31205    9    0.23296    0.00707
62    31.54501    8    2.34761    0.03551
63    33.89262    9    0.50925    0.01412
64    34.40187    8    1.55666    0.02099
65    35.95853    9    0.23712    0.00618
66    36.19565    10    0.24869    0.00319
67    36.44434    9    0.42511    0.00953
68    36.86945    10    0.27849    0.00353
69    37.14794    9    0.49931    0.01085
70    37.64725    10    0.25628    0.0032
71    37.90353    9    0.22983    0.00487
72    38.13336    10    0.31958    0.00394
73    38.45294    9    0.30611    0.00636
74    38.75905    10    0.35596    0.00432
75    39.11501    9    0.38078    0.00772
76    39.49579    10    0.46024    0.00547
77    39.95603    9    0.34074    0.00673
78    40.29677    10    0.22552    0.00264
79    40.52229    9    0.21667    0.00421
80    40.73896    10    0.2597    0.003
81    40.99866    9    0.46708    0.00886
82    41.46574    10    0.1992    0.00228
83    41.66494    9    0.44001    0.00815
84    42.10495    10    0.49308    0.00556
85    42.59803    9    0.37464    0.00675
86    42.97267    8    1.36926    0.0148
87    44.34193    9    0.2312    0.00492
88    44.57313    10    0.39315    0.00409
89    44.96628    9    0.29283    0.00503
90    45.25911    10    0.43477    0.00444
91    45.69388    9    0.21171    0.00357
92    45.90559    10    0.27401    0.00276
93    46.1796    9    0.45464    0.00753
94    46.63424    10    0.37898    0.00376
95    47.01322    9    0.45381    0.00733
96    47.46703    10    0.29487    0.0029
97    47.7619    9    0.28121    0.00445
98    48.04311    10    0.42605    0.00412
99    48.46916    9    0.5317    0.00823
100    49.00086    10    0.23176    0.00221
101    49.23262    9    0.47083    0.00712
102    49.70345    10    0.37313    0.00352
103    50.07658    9    0.25861    0.00383
104    50.33519    10    0.3251    0.00303
105    50.66029    9    0.43758    0.00637
106    51.09787    10    0.49396    0.00454
107    51.59183    9    0.33145    0.00473
108    51.92328    10    0.36212    0.00328
109    52.2854    9    0.4313    0.00604
110    52.7167    10    0.34377    0.00307
111    53.06047    9    0.44402    0.00608
112    53.50449    10    0.21098    0.00186
113    53.71547    9    0.22323    0.00301
114    53.9387    10    0.33967    0.00298
115    54.27837    9    0.46406    0.00616
116    54.74243    10    0.41942    0.00363
