l    time_i    C(l)    Tau_i     Delta_n
1    0.0    9    0.098972    1
2    0.098972    10    0.088406    1
3    0.187378    9    0.080655    0.141973
4    0.268033    10    0.071295    0.140806
5    0.339328    9    0.121995    0.124459
6    0.461323    8    0.264249    0.238118
7    0.725572    9    0.13763    0.159441
8    0.863202    10    0.074895    0.040627
9    0.938097    9    0.032541    0.022746
10    0.970638    10    0.133662    0.058832
11    1.1043    9    0.052422    0.031605
12    1.156722    10    0.114153    0.040706
13    1.270875    9    0.074593    0.038576
14    1.345468    10    0.029415    0.009522
15    1.374883    9    0.081337    0.037119
16    1.45622    10    0.086384    0.026155
17    1.542604    9    0.11253    0.044078
18    1.655134    10    0.037235    0.010537
19    1.692369    9    0.117825    0.039896
20    1.810194    10    0.130973    0.033937
21    1.941167    9    0.036807    0.0112
22    1.977974    10    0.117835    0.026927
23    2.095809    9    0.050419    0.014417
24    2.146228    10    0.123362    0.025268
25    2.26959    9    0.080593    0.021297
26    2.350183    8    0.598194    0.09309
27    2.948377    7    0.09799    0.030665
28    3.046367    6    0.21974    0.067279
29    3.266107    5    0.167261    0.048716
30    3.433368    4    0.149399    0.041699
31    3.582767    3    0.080657    0.022017
32    3.663424    2    0.063946    0.017156
33    3.72737    1    0.123314    0.032024
34    3.850684    0    0.154202    0.038503
35    4.004886    1    0.065216    0.016023
36    4.070102    0    0.092242    0.021321
37    4.162344    1    0.205482    0.046307
38    4.367826    2    0.160137    0.03337
39    4.527963    3    0.089292    0.018812
40    4.617255    2    0.052427    0.011072
41    4.669682    1    0.049434    0.009998
42    4.719116    2    0.223438    0.041312
43    4.942554    1    0.195557    0.036042
44    5.138111    0    0.075352    0.012681
45    5.213463    1    0.151305    0.026739
46    5.364768    0    0.101972    0.016201
47    5.46674    1    0.186494    0.030442
48    5.653234    0    0.06317    0.009472
49    5.716404    1    0.189538    0.028676
50    5.905942    0    0.147501    0.020775
51    6.053443    1    0.079898    0.011309
52    6.133341    0    0.197324    0.025996
53    6.330665    1    0.189953    0.025092
54    6.520618    0    0.087033    0.010716
55    6.607651    1    0.098767    0.012347
56    6.706418    0    0.143979    0.016936
57    6.850397    1    0.124068    0.01476
58    6.974465    0    0.204108    0.022536
59    7.178573    1    0.044894    0.005097
60    7.223467    0    0.17088    0.017829
61    7.394347    1    0.080469    0.008821
62    7.474816    2    0.46355    0.044166
63    7.938366    3    0.137805    0.016079
64    8.076171    4    0.191421    0.02282
65    8.267592    3    0.144936    0.01706
66    8.412528    2    0.044866    0.00511
67    8.457394    3    0.131433    0.014226
68    8.588827    2    0.051731    0.005741
69    8.640558    1    0.151321    0.015764
70    8.791879    0    0.042734    0.00358
71    8.834613    1    0.138636    0.012974
72    8.973249    0    0.068593    0.005618
