l    time_i    C(l)    Tau_i     Delta_n
1    0.0    4    0.331781    1
2    0.331781    5    0.046175    1
3    0.377956    4    0.111853    0.22836
4    0.489809    3    0.222391    0.282823
5    0.7122    2    0.104153    0.068148
6    0.816353    1    0.220812    0.2129
7    1.037165    0    0.132047    0.112937
8    1.169212    1    0.150882    0.114296
9    1.320094    0    0.254626    0.145522
10    1.57472    1    0.169095    0.087678
11    1.743815    2    0.648273    0.210914
12    2.392088    1    0.137182    0.049231
13    2.52927    0    0.235318    0.050289
14    2.764588    1    0.133274    0.040668
15    2.897862    0    0.123774    0.023007
16    3.021636    1    0.048622    0.013461
17    3.070258    0    0.089144    0.015404
18    3.159402    1    0.142558    0.036315
19    3.30196    0    0.076031    0.012398
20    3.377991    1    0.10653    0.02474
21    3.484521    2    0.481732    0.06711
22    3.966253    1    0.102012    0.022812
23    4.068265    2    0.514114    0.055909
24    4.582379    1    0.092908    0.017877
25    4.675287    0    0.109309    0.010361
26    4.784596    1    0.301155    0.049921
27    5.085751    0    0.188366    0.017004
28    5.274117    1    0.100611    0.014985
29    5.374728    0    0.069624    0.006001
30    5.444352    1    0.061952    0.008869
31    5.506304    0    0.190476    0.01569
32    5.69678    1    0.076821    0.010469
33    5.773601    0    0.115963    0.009074
34    5.889564    1    0.123879    0.016083
35    6.013443    0    0.087732    0.006659
36    6.101175    1    0.110883    0.013708
37    6.212058    2    0.569206    0.039124
38    6.781264    3    0.175049    0.023112
39    6.956313    4    0.254791    0.033119
40    7.211104    3    0.208129    0.027008
41    7.419233    2    0.100221    0.012088
42    7.519454    1    0.06833    0.008133
43    7.587784    2    0.664057    0.039263
44    8.251841    1    0.169545    0.01819
45    8.421386    0    0.075247    0.004072
46    8.496633    1    0.047294    0.004541
47    8.543927    0    0.222462    0.011639
48    8.766389    1    0.063379    0.005889
49    8.829768    0    0.121695    0.006132
50    8.951463    1    0.163238    0.014634
51    9.114701    0    0.227046    0.011054
52    9.341747    1    0.179045    0.015182
53    9.520792    0    0.070947    0.00336
54    9.591739    1    0.059039    0.004855
55    9.650778    0    0.238433    0.010951
56    9.889211    1    0.076046    0.006058
57    9.965257    2    0.586128    0.024859
58    10.551385    3    0.200234    0.016918
59    10.751619    2    0.1188    0.010125
60    10.870419    3    0.175653    0.014196
61    11.046072    4    0.242546    0.019717
62    11.288618    5    0.179821    0.015017
