l    time_i    C(l)    Tau_i     Delta_n
1    0.0    5    0.431343    1
2    0.431343    4    0.411395    1
3    0.842738    5    0.291405    0.125429
4    1.134143    4    0.556268    0.209706
5    1.690411    3    0.373911    0.103686
6    2.064322    4    0.450012    0.178979
7    2.514334    3    0.675156    0.119354
8    3.18949    4    0.870081    0.184088
9    4.059571    5    0.432089    0.054212
10    4.49166    6    0.427125    0.068129
11    4.918785    7    0.399553    0.075127
12    5.318338    8    0.215686    0.038975
13    5.534024    9    0.268785    0.04632
14    5.802809    10    0.229616    0.038064
15    6.032425    9    0.37115    0.05796
16    6.403575    10    0.457915    0.064344
17    6.86149    9    0.329117    0.043294
18    7.190607    10    0.194335    0.023799
19    7.384942    9    0.31606    0.037149
20    7.701002    10    0.392408    0.042933
21    8.09341    9    0.303912    0.031646
22    8.397322    10    0.20851    0.020552
23    8.605832    9    0.489783    0.045587
24    9.095615    10    0.225407    0.02024
25    9.321022    9    0.455553    0.037548
26    9.776575    10    0.264377    0.021729
27    10.040952    9    0.384313    0.028546
28    10.425265    10    0.480037    0.03569
29    10.905302    9    0.401898    0.026907
30    11.3072    10    0.218058    0.014817
31    11.525258    9    0.521049    0.031801
32    12.046307    10    0.251695    0.015929
33    12.298002    9    0.450595    0.025076
34    12.748597    10    0.437393    0.025567
35    13.18599    9    0.510901    0.025919
36    13.696891    10    0.224197    0.012154
37    13.921088    9    0.372663    0.017579
38    14.293751    10    0.493531    0.025007
39    14.787282    9    0.278986    0.012372
40    15.066268    10    0.412938    0.019457
41    15.479206    9    0.322465    0.01357
42    15.801671    8    1.36217    0.05681
43    17.163841    7    1.123082    0.060453
44    18.286923    6    0.801828    0.041509
45    19.088751    5    0.664303    0.032927
46    19.753054    6    0.538986    0.024686
47    20.29204    7    0.341612    0.015688
48    20.633652    6    0.737287    0.032799
49    21.370939    7    0.310537    0.013381
50    21.681476    8    0.321387    0.013425
51    22.002863    9    0.472941    0.019712
52    22.475804    10    0.432501    0.013963
53    22.908305    9    0.232587    0.007634
54    23.140892    10    0.227157    0.007081
55    23.368049    9    0.434689    0.013775
56    23.802738    10    0.191248    0.00579
57    23.993986    9    0.273381    0.008366
58    24.267367    10    0.426901    0.012512
59    24.694268    9    0.245005    0.007258
60    24.939273    10    0.503976    0.014145
61    25.443249    9    0.21748    0.006245
62    25.660729    10    0.281684    0.007627
63    25.942413    9    0.338262    0.009442
64    26.280675    10    0.363477    0.009533
65    26.644152    9    0.387267    0.010428
66    27.031419    10    0.23829    0.006062
67    27.269709    9    0.21752    0.005697
68    27.487229    10    0.200619    0.005
69    27.687848    9    0.526141    0.013358
70    28.213989    10    0.483898    0.011652
71    28.697887    9    0.301589    0.007362
72    28.999476    8    2.517361    0.054527
73    31.516837    9    0.321631    0.009504
74    31.838468    10    0.285123    0.005608
75    32.123591    9    0.330622    0.007434
76    32.454213    10    0.488019    0.009335
77    32.942232    9    0.39771    0.008665
78    33.339942    10    0.279157    0.005192
79    33.619099    9    0.237887    0.00506
80    33.856986    10    0.29381    0.005358
81    34.150796    9    0.291813    0.006079
82    34.442609    10    0.293627    0.005247
83    34.736236    9    0.348313    0.007087
84    35.084549    10    0.208271    0.003654
85    35.29282    9    0.240461    0.004795
86    35.533281    10    0.212165    0.003669
87    35.745446    9    0.191    0.003749
88    35.936446    10    0.231897    0.003953
89    36.168343    9    0.413174    0.007946
90    36.581517    10    0.485953    0.008088
91    37.06747    9    0.301525    0.005645
92    37.368995    10    0.284432    0.004624
93    37.653427    9    0.422345    0.007724
94    38.075772    10    0.334586    0.005329
95    38.410358    9    0.278873    0.004983
96    38.689231    10    0.349194    0.00545
97    39.038425    9    0.323056    0.005656
98    39.361481    10    0.290355    0.004445
99    39.651836    9    0.437954    0.007491
100    40.08979    10    0.475107    0.007109
101    40.564897    9    0.473965    0.007878
102    41.038862    8    2.994775    0.041112
103    44.033637    7    0.685453    0.014567
104    44.71909    6    0.556241    0.011716
105    45.275331    5    0.733948    0.015347
106    46.009279    6    0.26219    0.005428
107    46.271469    5    0.888259    0.017838
108    47.159728    6    0.41474    0.008312
109    47.574468    7    0.465444    0.009009
110    48.039912    8    0.387217    0.007557
111    48.427129    9    0.303834    0.005866
112    48.730963    8    2.438796    0.028857
113    51.169759    9    0.414736    0.007541
114    51.584495    10    0.381169    0.004254
115    51.965664    9    0.328252    0.004662
116    52.293916    10    0.310418    0.003414
117    52.604334    9    0.302838    0.004233
118    52.907172    10    0.301098    0.003267
119    53.20827    9    0.40127    0.005516
120    53.60954    10    0.502098    0.005357
121    54.111638    9    0.462784    0.006222
122    54.574422    10    0.346313    0.00363
123    54.920735    9    0.215067    0.002845
124    55.135802    10    0.352116    0.003641
125    55.487918    9    0.331514    0.004325
126    55.819432    10    0.486837    0.004951
127    56.306269    9    0.373464    0.004786
128    56.679733    10    0.377061    0.00377
129    57.056794    9    0.336442    0.00424
130    57.393236    10    0.384147    0.003785
131    57.777383    9    0.322922    0.004007
132    58.100305    10    0.291549    0.002835
133    58.391854    9    0.455608    0.005562
134    58.847462    10    0.415819    0.003988
135    59.263281    9    0.515047    0.006159
136    59.778328    10    0.27375    0.00259
137    60.052078    9    0.492516    0.005776
138    60.544594    10    0.348144    0.003254
139    60.892738    9    0.457605    0.005265
140    61.350343    10    0.203951    0.001885
141    61.554294    9    0.435056    0.004924
142    61.98935    10    0.190067    0.001743
143    62.179417    9    0.428569    0.004776
144    62.607986    10    0.19854    0.001806
145    62.806526    9    0.200373    0.002206
146    63.006899    8    1.809004    0.015937
147    64.815903    9    0.241583    0.003507
148    65.057486    10    0.346655    0.002951
149    65.404141    9    0.477832    0.005098
150    65.881973    10    0.270752    0.00228
151    66.152725    9    0.200008    0.002108
152    66.352733    10    0.193115    0.001614
153    66.545848    9    0.293563    0.003065
154    66.839411    10    0.244233    0.002026
155    67.083644    9    0.312387    0.003225
156    67.396031    10    0.472008    0.00387
