l    time_i    C(l)    Tau_i     Delta_n
1    0.0    4    0.196158    1
2    0.196158    3    0.294172    1
3    0.49033    4    0.601425    0.550879
4    1.091755    5    0.286798    0.151986
5    1.378553    6    0.184913    0.101442
6    1.563466    5    0.445516    0.221762
7    2.008982    4    0.440817    0.145808
8    2.449799    3    0.471112    0.12304
9    2.920911    2    0.482443    0.112568
10    3.403354    1    0.170716    0.047765
11    3.57407    0    0.220628    0.058141
12    3.794698    1    0.447183    0.105421
13    4.241881    0    0.502101    0.100334
14    4.743982    1    0.441257    0.077077
15    5.185239    0    0.456912    0.069694
16    5.642151    1    0.202464    0.029186
17    5.844615    0    0.44567    0.05655
18    6.290285    1    0.342061    0.04263
19    6.632346    0    0.326195    0.03539
20    6.958541    1    0.274253    0.03011
21    7.232794    2    1.386435    0.117453
22    8.619229    1    0.379535    0.041341
23    8.998764    0    0.404907    0.027087
24    9.403671    1    0.387452    0.032388
25    9.791123    2    0.806895    0.047031
26    10.598018    3    0.45202    0.038783
27    11.050038    4    0.451997    0.035443
28    11.502035    3    0.214996    0.016671
29    11.717031    4    0.318438    0.02299
30    12.035469    5    0.313883    0.022741
31    12.349352    6    0.318563    0.023474
32    12.667915    7    0.202474    0.015178
33    12.870389    6    0.390406    0.029441
34    13.260795    7    0.126261    0.008971
35    13.387056    8    0.13328    0.00957
36    13.520336    9    0.235407    0.017113
37    13.755743    8    0.884642    0.060425
38    14.640385    9    0.116803    0.007788
39    14.757188    10    0.306609    0.019133
40    15.063797    9    0.17378    0.011405
41    15.237577    10    0.213708    0.012749
42    15.451285    9    0.120109    0.007627
43    15.571394    8    1.514747    0.080655
44    17.086141    9    0.33578    0.018876
45    17.421921    10    0.233022    0.010987
46    17.654943    9    0.142487    0.007873
47    17.79743    10    0.113818    0.005229
48    17.911248    9    0.118245    0.006399
49    18.029493    10    0.264572    0.011842
50    18.294065    9    0.244834    0.012806
51    18.538899    10    0.19363    0.008368
52    18.732529    9    0.170413    0.008631
53    18.902942    8    0.726499    0.029718
54    19.629441    9    0.147952    0.007219
55    19.777393    10    0.170651    0.00663
56    19.948044    9    0.139538    0.006608
57    20.087582    10    0.307351    0.011603
58    20.394933    9    0.295405    0.013501
59    20.690338    10    0.203037    0.007403
60    20.893375    9    0.364714    0.016003
61    21.258089    10    0.127494    0.004523
62    21.385583    9    0.158723    0.006758
63    21.544306    10    0.336062    0.011609
64    21.880368    9    0.125947    0.005219
65    22.006315    10    0.169889    0.005713
66    22.176204    9    0.332086    0.013387
67    22.50829    10    0.137628    0.004521
68    22.645918    9    0.282809    0.011034
69    22.928727    10    0.365983    0.011666
70    23.29471    9    0.235607    0.008866
71    23.530317    10    0.319672    0.009832
72    23.849989    9    0.33715    0.012242
73    24.187139    10    0.319736    0.009493
74    24.506875    9    0.117168    0.004129
75    24.624043    10    0.188195    0.005457
76    24.812238    9    0.259495    0.008949
77    25.071733    8    0.866527    0.02395
78    25.93826    9    0.279483    0.010317
79    26.217743    10    0.337036    0.008837
80    26.554779    9    0.104549    0.003387
81    26.659328    10    0.123482    0.003175
82    26.78281    9    0.238245    0.007592
83    27.021055    10    0.106482    0.002701
84    27.127537    9    0.228653    0.007138
85    27.35619    10    0.365971    0.009084
86    27.722161    9    0.354464    0.010717
87    28.076625    10    0.300954    0.007245
88    28.377579    9    0.372599    0.010885
89    28.750178    10    0.135348    0.003187
90    28.885526    9    0.256749    0.007311
91    29.142275    10    0.247464    0.005723
92    29.389739    9    0.196163    0.005463
93    29.585902    10    0.135943    0.003093
94    29.721845    9    0.277657    0.007583
95    29.999502    10    0.193614    0.004336
96    30.193116    9    0.328261    0.008743
97    30.521377    10    0.312601    0.006846
98    30.833978    9    0.365624    0.009448
99    31.199602    10    0.250268    0.005351
100    31.44987    9    0.202993    0.00512
101    31.652863    8    1.33411    0.027062
102    32.986973    9    0.241485    0.007022
103    33.228458    10    0.140846    0.002721
104    33.369304    9    0.164044    0.003933
105    33.533348    10    0.2531    0.004822
106    33.786448    9    0.2899    0.006818
107    34.076348    10    0.310666    0.0058
108    34.387014    9    0.197175    0.004541
109    34.584189    10    0.145317    0.002671
110    34.729506    9    0.163253    0.00371
111    34.892759    10    0.346619    0.006268
112    35.239378    9    0.146754    0.003281
113    35.386132    10    0.157089    0.002795
114    35.543221    9    0.141128    0.00312
115    35.684349    10    0.221533    0.003894
116    35.905882    9    0.185838    0.004052
117    36.09172    10    0.286184    0.00495
118    36.377904    9    0.169711    0.003644
119    36.547615    10    0.227884    0.003879
120    36.775499    9    0.335182    0.007066
121    37.110681    10    0.210415    0.003527
122    37.321096    9    0.106581    0.002211
123    37.427677    10    0.173579    0.002876
124    37.601256    9    0.166821    0.003425
125    37.768077    10    0.197101    0.003229
126    37.965178    9    0.267658    0.005413
127    38.232836    10    0.113579    0.00184
128    38.346415    9    0.191133    0.003812
129    38.537548    10    0.298858    0.004782
130    38.836406    9    0.114369    0.00225
131    38.950775    10    0.340876    0.005359
132    39.291651    9    0.273053    0.005288
133    39.564704    10    0.178629    0.002764
134    39.743333    9    0.174737    0.003335
135    39.91807    10    0.163481    0.002504
136    40.081551    9    0.209226    0.003945
137    40.290777    10    0.210918    0.003195
138    40.501695    9    0.294925    0.005473
139    40.79662    10    0.269576    0.004024
140    41.066196    9    0.212858    0.003884
141    41.279054    10    0.241375    0.003552
142    41.520429    9    0.147814    0.002664
143    41.668243    10    0.320199    0.004644
144    41.988442    9    0.153447    0.002731
145    42.141889    10    0.141561    0.002028
146    42.28345    9    0.265113    0.004662
147    42.548563    10    0.140821    0.002
148    42.689384    9    0.149389    0.002595
149    42.838773    10    0.30113    0.004227
150    43.139903    9    0.210665    0.003613
151    43.350568    8    1.198828    0.016234
152    44.549396    7    1.047951    0.022282
153    45.597347    8    0.197556    0.004264
154    45.794903    9    0.251049    0.005166
155    46.045952    10    0.269821    0.003498
156    46.315773    9    0.233553    0.003796
157    46.549326    10    0.25941    0.003319
158    46.808736    9    0.28423    0.004551
159    47.092966    10    0.209418    0.002648
160    47.302384    9    0.132797    0.002102
161    47.435181    10    0.242169    0.003031
162    47.67735    9    0.330385    0.00516
163    48.007735    8    0.653076    0.008003
164    48.660811    9    0.116024    0.002249
165    48.776835    10    0.275119    0.003306
166    49.051954    9    0.133694    0.002039
167    49.185648    10    0.308306    0.003658
168    49.493954    9    0.355239    0.005342
169    49.849193    10    0.170339    0.001997
170    50.019532    9    0.316636    0.004688
171    50.336168    10    0.10354    0.001205
172    50.439708    9    0.175407    0.002568
173    50.615115    10    0.177709    0.002055
174    50.792824    9    0.320321    0.004634
175    51.113145    10    0.268335    0.00307
176    51.38148    9    0.108399    0.001549
177    51.489879    10    0.304315    0.003441
178    51.794194    9    0.157612    0.002233
179    51.951806    10    0.28427    0.003176
180    52.236076    9    0.300509    0.004207
181    52.536585    10    0.171679    0.001898
182    52.708264    9    0.206537    0.002857
183    52.914801    10    0.184241    0.002021
184    53.099042    9    0.180326    0.002471
185    53.279368    10    0.334386    0.003629
186    53.613754    9    0.207642    0.002814
187    53.821396    8    0.786533    0.008351
188    54.607929    9    0.183211    0.003174
189    54.79114    10    0.256717    0.002671
190    55.047857    9    0.158589    0.002105
191    55.206446    10    0.129053    0.001333
192    55.335499    9    0.268044    0.003525
193    55.603543    8    1.86357    0.018556
194    57.467113    9    0.14374    0.002367
195    57.610853    10    0.255102    0.002446
196    57.865955    9    0.148835    0.001894
197    58.01479    10    0.127909    0.001218
198    58.142699    9    0.195918    0.002475
199    58.338617    10    0.274763    0.002596
200    58.61338    9    0.216915    0.002712
201    58.830295    10    0.191893    0.001798
202    59.022188    9    0.23367    0.002894
203    59.255858    10    0.353348    0.003277
204    59.609206    9    0.230577    0.002823
205    59.839783    10    0.127023    0.001168
206    59.966806    9    0.128391    0.00156
207    60.095197    10    0.158129    0.001446
208    60.253326    9    0.160733    0.00194
209    60.414059    10    0.210923    0.001916
210    60.624982    9    0.331542    0.003962
211    60.956524    10    0.317982    0.002861
212    61.274506    9    0.309922    0.003654
213    61.584428    10    0.111986    0.000999
214    61.696414    9    0.144446    0.001688
215    61.84086    10    0.200732    0.001782
216    62.041592    9    0.263235    0.00305
217    62.304827    10    0.207412    0.001828
218    62.512239    9    0.159448    0.001831
219    62.671687    10    0.304628    0.002662
220    62.976315    9    0.138385    0.001577
221    63.1147    10    0.188465    0.001633
222    63.303165    9    0.177949    0.002015
223    63.481114    10    0.3589    0.003083
224    63.840014    9    0.278488    0.00312
225    64.118502    10    0.139248    0.001186
226    64.25775    9    0.184356    0.002048
227    64.442106    8    0.934974    0.007826
228    65.37708    7    0.340875    0.004941
229    65.717955    6    0.304519    0.004562
230    66.022474    7    0.296729    0.004422
231    66.319203    8    0.303074    0.004479
232    66.622277    9    0.23007    0.003264
233    66.852347    10    0.152692    0.001253
234    67.005039    9    0.30996    0.003337
235    67.314999    10    0.193453    0.001577
236    67.508452    9    0.171911    0.001835
237    67.680363    10    0.254173    0.002058
238    67.934536    9    0.143728    0.001523
239    68.078264    10    0.142401    0.001146
240    68.220665    9    0.156491    0.001649
241    68.377156    8    1.475779    0.011593
242    69.852935    9    0.250972    0.003391
243    70.103907    10    0.268319    0.002055
244    70.372226    9    0.248786    0.00256
245    70.621012    10    0.165231    0.001257
246    70.786243    9    0.292504    0.002983
247    71.078747    10    0.313651    0.002368
248    71.392398    9    0.368522    0.003713
249    71.76092    10    0.175884    0.001318
250    71.936804    9    0.15336    0.001532
251    72.090164    10    0.229975    0.001713
252    72.320139    9    0.141534    0.001405
253    72.461673    8    2.112748    0.015239
254    74.574421    7    0.700504    0.008816
255    75.274925    8    0.313847    0.004079
256    75.588772    9    0.14417    0.001788
257    75.732942    10    0.108134    0.000756
258    75.841076    9    0.10764    0.001035
259    75.948716    10    0.176831    0.001231
260    76.125547    9    0.146192    0.0014
261    76.271739    10    0.346743    0.002397
262    76.618482    9    0.227601    0.002162
263    76.846083    10    0.291449    0.001997
264    77.137532    9    0.199698    0.001882
265    77.33723    10    0.177623    0.001209
266    77.514853    9    0.101612    0.000953
267    77.616465    10    0.22922    0.001552
268    77.845685    9    0.15609    0.001455
269    78.001775    10    0.259711    0.001747
270    78.261486    9    0.209236    0.001938
271    78.470722    10    0.319885    0.002136
272    78.790607    9    0.24965    0.002293
273    79.040257    10    0.183384    0.001216
274    79.223641    9    0.18609    0.001698
275    79.409731    10    0.274172    0.001808
276    79.683903    9    0.123217    0.001117
277    79.80712    10    0.223453    0.001464
278    80.030573    9    0.230201    0.002074
279    80.260774    10    0.19396    0.001263
280    80.454734    9    0.113225    0.001015
281    80.567959    10    0.322672    0.002089
282    80.890631    9    0.180128    0.001604
283    81.070759    10    0.150527    0.000968
284    81.221286    9    0.323173    0.002857
285    81.544459    10    0.3328    0.002128
286    81.877259    9    0.27876    0.00244
287    82.156019    10    0.252844    0.001605
288    82.408863    9    0.129045    0.001122
289    82.537908    10    0.34194    0.002154
290    82.879848    9    0.299433    0.002584
291    83.179281    10    0.263029    0.001645
292    83.44231    9    0.267097    0.002284
293    83.709407    10    0.266788    0.001657
294    83.976195    9    0.128183    0.001089
295    84.104378    10    0.226494    0.001398
296    84.330872    9    0.252215    0.00213
297    84.583087    10    0.289584    0.001777
298    84.872671    9    0.268106    0.002246
299    85.140777    10    0.181405    0.001106
300    85.322182    9    0.117457    0.000978
301    85.439639    10    0.224795    0.001364
302    85.664434    9    0.358853    0.002967
303    86.023287    10    0.105681    0.000639
304    86.128968    9    0.286867    0.002353
305    86.415835    8    1.127819    0.00672
306    87.543654    7    0.588929    0.006319
307    88.132583    8    0.332227    0.003685
308    88.46481    7    0.499753    0.005277
309    88.964563    6    0.452353    0.004946
310    89.416916    7    0.191686    0.002114
311    89.608602    8    0.183317    0.001987
312    89.791919    9    0.166322    0.001728
313    89.958241    10    0.28453    0.001665
314    90.242771    9    0.221555    0.00176
315    90.464326    8    2.064792    0.01177
316    92.529118    9    0.282119    0.002842
317    92.811237    10    0.216949    0.001206
318    93.028186    9    0.184883    0.001438
319    93.213069    10    0.32406    0.001791
320    93.537129    9    0.139359    0.001078
321    93.676488    10    0.366793    0.002012
