l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.053128    1
2    0.053128    0    0.053353    1
3    0.106481    1    0.191818    0.3222
4    0.298299    0    0.189654    0.319156
5    0.487953    1    0.05509    0.050522
6    0.543043    0    0.055629    0.05134
7    0.598672    1    0.071647    0.053318
8    0.670319    0    0.247413    0.149485
9    0.917732    1    0.304948    0.148398
10    1.22268    0    0.202607    0.078667
11    1.425287    1    0.071946    0.025241
12    1.497233    0    0.23903    0.068831
13    1.736263    1    0.140375    0.042551
14    1.876638    0    0.100563    0.024093
15    1.977201    1    0.156287    0.040319
16    2.133488    0    0.091016    0.020045
17    2.224504    1    0.123755    0.027938
18    2.348259    0    0.185339    0.036416
19    2.533598    1    0.053691    0.011177
20    2.587289    0    0.064012    0.01141
21    2.651301    1    0.095398    0.018715
22    2.746699    0    0.198736    0.032379
23    2.945435    1    0.044874    0.008291
24    2.990309    0    0.064978    0.009693
25    3.055287    1    0.203503    0.03459
26    3.25879    0    0.126444    0.017955
27    3.385234    1    0.233799    0.034709
28    3.619033    2    0.303854    0.03853
29    3.922887    1    0.067736    0.016974
30    3.990623    2    0.867816    0.083611
31    4.858439    3    0.259359    0.049971
32    5.117798    4    0.122446    0.023366
33    5.240244    5    0.058951    0.011125
34    5.299195    6    0.155032    0.028424
35    5.454227    5    0.162891    0.028999
36    5.617118    4    0.131662    0.02227
37    5.74878    5    0.079656    0.013526
38    5.828436    6    0.090565    0.014548
39    5.919001    7    0.199554    0.031717
40    6.118555    8    0.067336    0.010885
41    6.185891    9    0.071158    0.011372
42    6.257049    8    0.527242    0.077715
43    6.784291    9    0.116095    0.016648
44    6.900386    10    0.167946    0.021944
45    7.068332    9    0.116241    0.016179
46    7.184573    10    0.125076    0.015456
47    7.309649    9    0.085239    0.011344
48    7.394888    10    0.121381    0.014358
49    7.516269    9    0.038267    0.00493
50    7.554536    10    0.093573    0.01071
51    7.648109    9    0.134581    0.016751
52    7.78269    10    0.038457    0.004263
53    7.821147    9    0.031547    0.003825
54    7.852694    10    0.110069    0.011933
55    7.962763    9    0.05085    0.006022
56    8.013613    10    0.047985    0.005073
57    8.061598    9    0.160744    0.018442
58    8.222342    10    0.030829    0.003176
59    8.253171    9    0.108267    0.01198
60    8.361438    8    0.197874    0.019627
61    8.559312    9    0.158422    0.017775
62    8.717734    10    0.045973    0.004367
63    8.763707    9    0.042757    0.004453
64    8.806464    10    0.06076    0.00568
65    8.867224    9    0.043452    0.004453
66    8.910676    10    0.175688    0.015935
67    9.086364    9    0.065229    0.00649
68    9.151593    10    0.08961    0.00785
69    9.241203    9    0.156328    0.015056
70    9.397531    10    0.137263    0.011589
71    9.534794    9    0.0305    0.002843
72    9.565294    10    0.029032    0.002403
73    9.594326    9    0.087791    0.008062
74    9.682117    8    0.539204    0.041863
75    10.221321    9    0.133891    0.012493
76    10.355212    10    0.065143    0.00472
77    10.420355    9    0.072094    0.006112
