l    time_i    C(l)    Tau_i     Delta_n
1    0.0    2    0.37267    1
2    0.37267    1    0.33557    1
3    0.70824    2    0.90671    0.56145
4    1.61495    1    0.35895    0.14406
5    1.9739    2    0.69898    0.14138
6    2.67288    1    0.52534    0.12158
7    3.19822    0    0.26079    0.03754
8    3.45901    1    0.29318    0.07814
9    3.75219    0    0.26074    0.03265
10    4.01293    1    0.2387    0.05204
11    4.25163    2    1.75517    0.146
12    6.0068    1    0.19283    0.02479
13    6.19963    2    0.73374    0.03955
14    6.93337    1    0.44367    0.04789
15    7.37704    0    0.4324    0.02073
16    7.80944    1    0.1897    0.0221
17    7.99914    0    0.35201    0.01555
18    8.35115    1    0.17326    0.01857
19    8.52441    0    0.36635    0.0151
20    8.89076    1    0.38802    0.03761
21    9.27878    0    0.28948    0.01145
22    9.56826    1    0.31433    0.02755
23    9.88259    0    0.22575    0.00865
24    10.10834    1    0.52463    0.04154
25    10.63297    2    1.63103    0.05441
26    12.264    1    0.30791    0.02078
27    12.57191    2    1.18953    0.03203
28    13.76144    1    0.22047    0.01329
29    13.98191    0    0.42878    0.01039
30    14.41069    1    0.45067    0.02586
31    14.86136    2    1.17665    0.02631
32    16.03801    1    0.42115    0.02179
33    16.45916    2    0.90969    0.0183
34    17.36885    3    0.77612    0.03586
35    18.14497    4    0.35678    0.01889
36    18.50175    3    0.22624    0.01208
37    18.72799    2    0.2488    0.0126
38    18.97679    1    0.24966    0.01053
39    19.22645    0    0.26903    0.00546
40    19.49548    1    0.20584    0.00907
41    19.70132    0    0.30365    0.00602
42    20.00497    1    0.54996    0.02304
43    20.55493    0    0.40865    0.00793
44    20.96358    1    0.20026    0.00796
45    21.16384    0    0.33517    0.00631
46    21.49901    1    0.21948    0.00844
47    21.71849    0    0.18612    0.00344
48    21.90461    1    0.39214    0.01457
49    22.29675    0    0.32508    0.00591
50    22.62183    1    0.37187    0.01321
51    22.9937    0    0.1904    0.00341
52    23.1841    1    0.38447    0.01314
53    23.56857    0    0.26766    0.00474
54    23.83623    1    0.30172    0.00994
55    24.13795    2    1.04872    0.01766
56    25.18667    1    0.50521    0.01667
57    25.69188    0    0.29727    0.00479
58    25.98915    1    0.53597    0.01616
59    26.52512    2    1.72084    0.0259
60    28.24596    1    0.49011    0.01444
61    28.73607    0    0.21277    0.00301
62    28.94884    1    0.46375    0.01264
63    29.41259    0    0.27003    0.00378
64    29.68262    1    0.49616    0.01301
65    30.17878    0    0.21698    0.00301
66    30.39576    1    0.559    0.01408
67    30.95476    0    0.31949    0.00438
68    31.27425    1    0.49606    0.01199
