l    time_i    C(l)    Tau_i     Delta_n
1    0.0    1    0.069772    1
2    0.069772    0    0.157293    1
3    0.227065    1    0.174243    0.300771
4    0.401308    2    0.590165    0.361935
5    0.991473    1    0.082605    0.076908
6    1.074078    0    0.04414    0.012003
7    1.118218    1    0.12578    0.079045
8    1.243998    0    0.146109    0.038223
9    1.390107    1    0.064857    0.032718
10    1.454964    0    0.096166    0.022041
11    1.55113    1    0.200811    0.082503
12    1.751941    0    0.144119    0.031154
13    1.89606    1    0.207882    0.065691
14    2.103942    0    0.137617    0.027019
15    2.241559    1    0.122765    0.032389
16    2.364324    0    0.151545    0.026718
17    2.515869    1    0.180829    0.041306
18    2.696698    2    0.643192    0.087805
19    3.33989    1    0.174249    0.048359
20    3.514139    0    0.079988    0.00889
21    3.594127    1    0.071996    0.013371
22    3.666123    0    0.113401    0.012078
23    3.779524    1    0.057704    0.010188
24    3.837228    0    0.182381    0.018133
25    4.019609    1    0.11152    0.018421
26    4.131129    0    0.212216    0.019456
27    4.343345    1    0.140706    0.02135
28    4.484051    0    0.106894    0.009273
29    4.590945    1    0.128029    0.018096
30    4.718974    0    0.126948    0.010624
31    4.845922    1    0.085927    0.011466
32    4.931849    0    0.061931    0.005029
33    4.99378    1    0.211396    0.026439
34    5.205176    0    0.047956    0.003878
35    5.253132    1    0.144141    0.016771
36    5.397273    2    0.554177    0.040633
37    5.95145    1    0.128817    0.020272
38    6.080267    0    0.155966    0.010217
39    6.236233    1    0.075036    0.007889
40    6.311269    0    0.057817    0.003681
41    6.369086    1    0.229626    0.022924
42    6.598712    2    0.367    0.022266
43    6.965712    1    0.107049    0.014297
44    7.072761    0    0.146978    0.008334
45    7.219739    1    0.175691    0.01585
46    7.39543    0    0.129055    0.007123
47    7.524485    1    0.079537    0.006875
48    7.604022    0    0.06227    0.003366
49    7.666292    1    0.2036    0.0169
50    7.869892    0    0.068528    0.003679
51    7.93842    1    0.077928    0.006217
52    8.016348    0    0.052548    0.002789
53    8.068896    1    0.13041    0.010111
54    8.199306    0    0.095755    0.005017
55    8.295061    1    0.152886    0.011399
56    8.447947    0    0.139706    0.007156
57    8.587653    1    0.096249    0.006923
58    8.683902    0    0.093297    0.004666
59    8.777199    1    0.052556    0.003702
60    8.829755    0    0.129123    0.006308
61    8.958878    1    0.045891    0.003178
62    9.004769    0    0.147138    0.006982
63    9.151907    1    0.130538    0.008811
64    9.282445    2    0.323658    0.014668
65    9.606103    1    0.046704    0.004591
66    9.652807    0    0.13537    0.005857
67    9.788177    1    0.115324    0.007424
68    9.903501    0    0.177548    0.007475
69    10.081049    1    0.115233    0.007194
70    10.196282    2    0.206011    0.008388
71    10.402293    1    0.178289    0.015977
72    10.580582    0    0.048606    0.001944
73    10.629188    1    0.050701    0.003059
